gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-2.407860757908776513e-05,3.543205025638668064e-03,2.214046431488121604e-03
-2.409664398834369096e-05,3.543205016334116143e-03,2.214046446378475745e-03
-2.411468039759755004e-05,3.543205007022594537e-03,2.214046461279982857e-03
-2.413271680684934913e-05,3.543204997704103246e-03,2.214046476192644240e-03
-2.415075321609908823e-05,3.543204988378641836e-03,2.214046491116459462e-03
-2.416878962534676735e-05,3.543204979046211175e-03,2.214046506051428522e-03
-2.418682603459238310e-05,3.543204969706810394e-03,2.214046520997551420e-03
-2.420486244383593548e-05,3.543204960360439928e-03,2.214046535954827723e-03
-2.422289885307742110e-05,3.543204951007099344e-03,2.214046550923258298e-03
-2.424093526231683657e-05,3.543204941646789074e-03,2.214046565902842711e-03
-2.425897167155417850e-05,3.543204932279509552e-03,2.214046580893580529e-03
-2.427700808078946045e-05,3.543204922905260346e-03,2.214046595895472185e-03
-2.429504449002265870e-05,3.543204913524040153e-03,2.214046610908517679e-03
-2.431308089925379018e-05,3.543204904135852009e-03,2.214046625932717012e-03
-2.433111730848284136e-05,3.543204894740692446e-03,2.214046640968070183e-03
-2.434915371770982238e-05,3.543204885338564064e-03,2.214046656014576325e-03
-2.436719012693471970e-05,3.543204875929465564e-03,2.214046671072238039e-03
-2.438522653615753333e-05,3.543204866513397812e-03,2.214046686141052291e-03
-2.440326294537827003e-05,3.543204857090359941e-03,2.214046701221019514e-03
-2.442129935459691963e-05,3.543204847660352385e-03,2.214046716312141876e-03
-2.443933576381348554e-05,3.543204838223374710e-03,2.214046731414417643e-03
-2.445737217302796775e-05,3.543204828779427350e-03,2.214046746527847248e-03
-2.447540858224035948e-05,3.543204819328510738e-03,2.214046761652430258e-03
-2.449344499145066412e-05,3.543204809870623574e-03,2.214046776788167973e-03
-2.451148140065888167e-05,3.543204800405767158e-03,2.214046791935058225e-03
-2.452951780986499858e-05,3.543204790933941056e-03,2.214046807093103617e-03
-2.454755421906902162e-05,3.543204781455145270e-03,2.214046822262301113e-03
-2.456559062827095419e-05,3.543204771969379364e-03,2.214046837442653747e-03
