accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.545693999720062703e-04,-1.199522189513451907e-15,9.794841363617090124e+00
-1.545694007506904079e-04,-1.199522189531386266e-15,9.794841363763534758e+00
-1.545694015293745725e-04,-1.199522189549320821e-15,9.794841363909981169e+00
-1.545694023080587101e-04,-1.199522189567254982e-15,9.794841364056425803e+00
-1.545694030867428748e-04,-1.199522189585189340e-15,9.794841364202870437e+00
-1.545694038654270124e-04,-1.199522189603123502e-15,9.794841364349313295e+00
-1.545694046441111770e-04,-1.199522189621057860e-15,9.794841364495759706e+00
-1.545694054227953146e-04,-1.199522189638992021e-15,9.794841364642202564e+00
-1.545694062014794522e-04,-1.199522189656925985e-15,9.794841364788645421e+00
-1.545694069801635626e-04,-1.199522189674860343e-15,9.794841364935090056e+00
-1.545694077588477002e-04,-1.199522189692794701e-15,9.794841365081534690e+00
-1.545694085375318649e-04,-1.199522189710729059e-15,9.794841365227979324e+00
-1.545694093162159753e-04,-1.199522189728663220e-15,9.794841365374423958e+00
-1.545694100949001400e-04,-1.199522189746597579e-15,9.794841365520868592e+00
-1.545694108735842505e-04,-1.199522189764531937e-15,9.794841365667313227e+00
-1.545694116522683609e-04,-1.199522189782466098e-15,9.794841365813757861e+00
-1.545694124309525256e-04,-1.199522189800400456e-15,9.794841365960202495e+00
-1.545694132096366361e-04,-1.199522189818334420e-15,9.794841366106645353e+00
-1.545694139883207465e-04,-1.199522189836268778e-15,9.794841366253089987e+00
-1.545694147670049112e-04,-1.199522189854203137e-15,9.794841366399534621e+00
-1.545694155456890217e-04,-1.199522189872137495e-15,9.794841366545979255e+00
-1.545694163243731050e-04,-1.199522189890071656e-15,9.794841366692423890e+00
-1.545694171030572426e-04,-1.199522189908006014e-15,9.794841366838868524e+00
-1.545694178817413531e-04,-1.199522189925940372e-15,9.794841366985313158e+00
-1.545694186604254635e-04,-1.199522189943874533e-15,9.794841367131757792e+00
-1.545694194391095740e-04,-1.199522189961808694e-15,9.794841367278200650e+00
-1.545694202177937116e-04,-1.199522189979743053e-15,9.794841367424645284e+00
-1.545694209964778220e-04,-1.199522189997677214e-15,9.794841367571089918e+00
-1.545694217751619054e-04,-1.199522190015611572e-15,9.794841367717534553e+00
-1.545694225538460159e-04,-1.199522190033545536e-15,9.794841367863977410e+00
-1.545694233325301534e-04,-1.199522190051479894e-15,9.794841368010422045e+00
-1.545694241112142368e-04,-1.199522190069414252e-15,9.794841368156866679e+00
-1.545694248898983201e-04,-1.199522190087348413e-15,9.794841368303311313e+00
-1.545694256685824306e-04,-1.199522190105282969e-15,9.794841368449757724e+00
-1.545694264472665140e-04,-1.199522190123216933e-15,9.794841368596198805e+00
-1.545694272259506515e-04,-1.199522190141151488e-15,9.794841368742645216e+00
-1.545694280046347349e-04,-1.199522190159085452e-15,9.794841368889088074e+00
-1.545694287833188183e-04,-1.199522190177019810e-15,9.794841369035532708e+00
-1.545694295620029287e-04,-1.199522190194953971e-15,9.794841369181977342e+00
-1.545694303406870121e-04,-1.199522190212888132e-15,9.794841369328420200e+00
-1.545694311193710954e-04,-1.199522190230822885e-15,9.794841369474868387e+00
-1.545694318980551788e-04,-1.199522190248757046e-15,9.794841369621311244e+00
-1.545694326767392893e-04,-1.199522190266691207e-15,9.794841369767755879e+00
-1.545694334554233726e-04,-1.199522190284625368e-15,9.794841369914198737e+00
-1.545694342341074560e-04,-1.199522190302559923e-15,9.794841370060645147e+00
-1.545694350127915393e-04,-1.199522190320493887e-15,9.794841370207088005e+00
-1.545694357914756227e-04,-1.199522190338428245e-15,9.794841370353532639e+00
-1.545694365701597061e-04,-1.199522190356362209e-15,9.794841370499975497e+00
-1.545694373488437623e-04,-1.199522190374296962e-15,9.794841370646423684e+00
-1.545694381275278457e-04,-1.199522190392231123e-15,9.794841370792866542e+00
-1.545694389062119290e-04,-1.199522190410165481e-15,9.794841370939311176e+00
-1.545694396848960124e-04,-1.199522190428099642e-15,9.794841371085755810e+00
-1.545694404635800415e-04,-1.199522190446033803e-15,9.794841371232198668e+00
-1.545694412422641249e-04,-1.199522190463968359e-15,9.794841371378645078e+00
-1.545694420209482083e-04,-1.199522190481902323e-15,9.794841371525087936e+00
-1.545694427996322645e-04,-1.199522190499836681e-15,9.794841371671532571e+00
-1.545694435783163479e-04,-1.199522190517770645e-15,9.794841371817975428e+00
-1.545694443570004041e-04,-1.199522190535705397e-15,9.794841371964423615e+00
-1.545694451356844604e-04,-1.199522190553639558e-15,9.794841372110866473e+00
-1.545694459143685437e-04,-1.199522190571573917e-15,9.794841372257311107e+00
-1.545694466930525729e-04,-1.199522190589507880e-15,9.794841372403753965e+00
-1.545694474717366291e-04,-1.199522190607442436e-15,9.794841372550202152e+00
-1.545694482504206854e-04,-1.199522190625376794e-15,9.794841372696646786e+00
-1.545694490291047688e-04,-1.199522190643310561e-15,9.794841372843087868e+00
-1.545694498077888250e-04,-1.199522190661245116e-15,9.794841372989534278e+00
-1.545694505864728813e-04,-1.199522190679179474e-15,9.794841373135978913e+00
-1.545694513651569104e-04,-1.199522190697113833e-15,9.794841373282425323e+00
-1.545694521438409667e-04,-1.199522190715047797e-15,9.794841373428866405e+00
-1.545694529225249958e-04,-1.199522190732981958e-15,9.794841373575311039e+00
-1.545694537012090521e-04,-1.199522190750916513e-15,9.794841373721757449e+00
-1.545694544798930812e-04,-1.199522190768850674e-15,9.794841373868200307e+00
-1.545694552585771375e-04,-1.199522190786785032e-15,9.794841374014644941e+00
-1.545694560372611666e-04,-1.199522190804718996e-15,9.794841374161087799e+00
-1.545694568159451958e-04,-1.199522190822653749e-15,9.794841374307535986e+00
-1.545694575946292520e-04,-1.199522190840587910e-15,9.794841374453978844e+00
-1.545694583733133083e-04,-1.199522190858522071e-15,9.794841374600423478e+00
-1.545694591519972832e-04,-1.199522190876456232e-15,9.794841374746866336e+00
-1.545694599306813395e-04,-1.199522190894390393e-15,9.794841374893310970e+00
-1.545694607093653686e-04,-1.199522190912324751e-15,9.794841375039755604e+00
-1.545694614880494249e-04,-1.199522190930259109e-15,9.794841375186200239e+00
-1.545694622667334540e-04,-1.199522190948193468e-15,9.794841375332644873e+00
-1.545694630454174561e-04,-1.199522190966127432e-15,9.794841375479087731e+00
-1.545694638241014852e-04,-1.199522190984062184e-15,9.794841375625535917e+00
-1.545694646027855415e-04,-1.199522191001996345e-15,9.794841375771978775e+00
-1.545694653814695435e-04,-1.199522191019930506e-15,9.794841375918423410e+00
-1.545694661601535456e-04,-1.199522191037864667e-15,9.794841376064866267e+00
-1.545694669388375747e-04,-1.199522191055799223e-15,9.794841376211312678e+00
-1.545694677175216039e-04,-1.199522191073733187e-15,9.794841376357755536e+00
-1.545694684962056059e-04,-1.199522191091667545e-15,9.794841376504200170e+00
-1.545694692748896351e-04,-1.199522191109601509e-15,9.794841376650643028e+00
-1.545694700535736642e-04,-1.199522191127536064e-15,9.794841376797089438e+00
-1.545694708322576391e-04,-1.199522191145470422e-15,9.794841376943534073e+00
-1.545694716109416412e-04,-1.199522191163404781e-15,9.794841377089978707e+00
-1.545694723896256703e-04,-1.199522191181338942e-15,9.794841377236423341e+00
-1.545694731683096724e-04,-1.199522191199273103e-15,9.794841377382866199e+00
-1.545694739469936744e-04,-1.199522191217207658e-15,9.794841377529312609e+00
-1.545694747256777036e-04,-1.199522191235141622e-15,9.794841377675755467e+00
-1.545694755043616785e-04,-1.199522191253075783e-15,9.794841377822198325e+00
-1.545694762830456806e-04,-1.199522191271010338e-15,9.794841377968644736e+00
-1.545694770617296555e-04,-1.199522191288944302e-15,9.794841378115087593e+00
-1.545694778404136847e-04,-1.199522191306878858e-15,9.794841378261534004e+00
-1.545694786190976596e-04,-1.199522191324813019e-15,9.794841378407976862e+00
-1.545694793977816616e-04,-1.199522191342747377e-15,9.794841378554423272e+00
-1.545694801764656908e-04,-1.199522191360681538e-15,9.794841378700866130e+00
-1.545694809551496386e-04,-1.199522191378615896e-15,9.794841378847310764e+00
-1.545694817338336136e-04,-1.199522191396550057e-15,9.794841378993755399e+00
-1.545694825125176156e-04,-1.199522191414484218e-15,9.794841379140198256e+00
-1.545694832912015905e-04,-1.199522191432418774e-15,9.794841379286644667e+00
-1.545694840698855926e-04,-1.199522191450352738e-15,9.794841379433087525e+00
-1.545694848485695675e-04,-1.199522191468287293e-15,9.794841379579533935e+00
-1.545694856272535696e-04,-1.199522191486221454e-15,9.794841379725976793e+00
-1.545694864059375174e-04,-1.199522191504155812e-15,9.794841379872423204e+00
-1.545694871846215194e-04,-1.199522191522089973e-15,9.794841380018866062e+00
-1.545694879633054944e-04,-1.199522191540024332e-15,9.794841380165310696e+00
-1.545694887419894693e-04,-1.199522191557958296e-15,9.794841380311753554e+00
-1.545694895206734443e-04,-1.199522191575892851e-15,9.794841380458199964e+00
-1.545694902993574463e-04,-1.199522191593827012e-15,9.794841380604642822e+00
-1.545694910780413670e-04,-1.199522191611761173e-15,9.794841380751087456e+00
-1.545694918567253420e-04,-1.199522191629695531e-15,9.794841380897532090e+00
-1.545694926354093169e-04,-1.199522191647630087e-15,9.794841381043978501e+00
-1.545694934140932919e-04,-1.199522191665564051e-15,9.794841381190421359e+00
-1.545694941927772397e-04,-1.199522191683498409e-15,9.794841381336865993e+00
-1.545694949714612417e-04,-1.199522191701432767e-15,9.794841381483310627e+00
-1.545694957501451625e-04,-1.199522191719366928e-15,9.794841381629755261e+00
-1.545694965288291103e-04,-1.199522191737301286e-15,9.794841381776199896e+00
-1.545694973075131123e-04,-1.199522191755235447e-15,9.794841381922642753e+00
-1.545694980861970602e-04,-1.199522191773169608e-15,9.794841382069087388e+00
-1.545694988648810351e-04,-1.199522191791104164e-15,9.794841382215533798e+00
-1.545694996435649829e-04,-1.199522191809038325e-15,9.794841382361976656e+00
-1.545695004222489037e-04,-1.199522191826972683e-15,9.794841382508423067e+00
-1.545695012009328515e-04,-1.199522191844906647e-15,9.794841382654864148e+00
-1.545695019796168264e-04,-1.199522191862841400e-15,9.794841382801312335e+00
-1.545695027583007743e-04,-1.199522191880775166e-15,9.794841382947753416e+00
-1.545695035369847221e-04,-1.199522191898709525e-15,9.794841383094198051e+00
-1.545695043156686157e-04,-1.199522191916643883e-15,9.794841383240642685e+00
-1.545695050943525907e-04,-1.199522191934578241e-15,9.794841383387089095e+00
-1.545695058730365385e-04,-1.199522191952512599e-15,9.794841383533533730e+00
-1.545695066517204592e-04,-1.199522191970446760e-15,9.794841383679976587e+00
-1.545695074304044071e-04,-1.199522191988380921e-15,9.794841383826421222e+00
-1.545695082090883820e-04,-1.199522192006315280e-15,9.794841383972865856e+00
-1.545695089877722756e-04,-1.199522192024249638e-15,9.794841384119310490e+00
-1.545695097664562235e-04,-1.199522192042183799e-15,9.794841384265755124e+00
-1.545695105451401442e-04,-1.199522192060117960e-15,9.794841384412197982e+00
-1.545695113238240649e-04,-1.199522192078052713e-15,9.794841384558646169e+00
-1.545695121025080128e-04,-1.199522192095986676e-15,9.794841384705089027e+00
-1.545695128811919064e-04,-1.199522192113921035e-15,9.794841384851533661e+00
-1.545695136598758271e-04,-1.199522192131855196e-15,9.794841384997976519e+00
-1.545695144385597750e-04,-1.199522192149789357e-15,9.794841385144421153e+00
-1.545695152172437228e-04,-1.199522192167723715e-15,9.794841385290865787e+00
-1.545695159959276435e-04,-1.199522192185658073e-15,9.794841385437310421e+00
-1.545695167746115371e-04,-1.199522192203592037e-15,9.794841385583753279e+00
-1.545695175532954579e-04,-1.199522192221526395e-15,9.794841385730197914e+00
-1.545695183319793786e-04,-1.199522192239460951e-15,9.794841385876644324e+00
-1.545695191106632993e-04,-1.199522192257395112e-15,9.794841386023088958e+00
-1.545695198893471929e-04,-1.199522192275329273e-15,9.794841386169531816e+00
-1.545695206680311137e-04,-1.199522192293263631e-15,9.794841386315976450e+00
-1.545695214467150073e-04,-1.199522192311197989e-15,9.794841386462422861e+00
-1.545695222253989280e-04,-1.199522192329132150e-15,9.794841386608865719e+00
-1.545695230040828217e-04,-1.199522192347066509e-15,9.794841386755310353e+00
-1.545695237827667695e-04,-1.199522192365000472e-15,9.794841386901753211e+00
-1.545695245614506360e-04,-1.199522192382935225e-15,9.794841387048203174e+00
-1.545695253401345296e-04,-1.199522192400869386e-15,9.794841387194646032e+00
-1.545695261188184775e-04,-1.199522192418803547e-15,9.794841387341090666e+00
-1.545695268975023440e-04,-1.199522192436737905e-15,9.794841387487535300e+00
-1.545695276761862376e-04,-1.199522192454672067e-15,9.794841387633978158e+00
-1.545695284548701854e-04,-1.199522192472606425e-15,9.794841387780424569e+00
-1.545695292335540249e-04,-1.199522192490540586e-15,9.794841387926867426e+00
-1.545695300122379185e-04,-1.199522192508474747e-15,9.794841388073310284e+00
-1.545695307909218121e-04,-1.199522192526409105e-15,9.794841388219756695e+00
-1.545695315696057057e-04,-1.199522192544343463e-15,9.794841388366201329e+00
-1.545695323482895994e-04,-1.199522192562277822e-15,9.794841388512645963e+00
-1.545695331269734930e-04,-1.199522192580211785e-15,9.794841388659088821e+00
-1.545695339056573866e-04,-1.199522192598146341e-15,9.794841388805535232e+00
-1.545695346843412802e-04,-1.199522192616080502e-15,9.794841388951978089e+00
-1.545695354630251738e-04,-1.199522192634014663e-15,9.794841389098422724e+00
-1.545695362417089862e-04,-1.199522192651949021e-15,9.794841389244867358e+00
-1.545695370203928798e-04,-1.199522192669883379e-15,9.794841389391311992e+00
-1.545695377990767734e-04,-1.199522192687817540e-15,9.794841389537756626e+00
-1.545695385777606670e-04,-1.199522192705751899e-15,9.794841389684201260e+00
-1.545695393564445335e-04,-1.199522192723686257e-15,9.794841389830645895e+00
-1.545695401351284001e-04,-1.199522192741620418e-15,9.794841389977090529e+00
-1.545695409138122666e-04,-1.199522192759554776e-15,9.794841390123535163e+00
-1.545695416924961331e-04,-1.199522192777488937e-15,9.794841390269978021e+00
-1.545695424711800267e-04,-1.199522192795423098e-15,9.794841390416422655e+00
-1.545695432498638661e-04,-1.199522192813357457e-15,9.794841390562867289e+00
-1.545695440285477056e-04,-1.199522192831291815e-15,9.794841390709311924e+00
-1.545695448072315992e-04,-1.199522192849225976e-15,9.794841390855756558e+00
-1.545695455859154657e-04,-1.199522192867160334e-15,9.794841391002201192e+00
-1.545695463645993322e-04,-1.199522192885094890e-15,9.794841391148647602e+00
-1.545695471432831987e-04,-1.199522192903028853e-15,9.794841391295090460e+00
-1.545695479219670381e-04,-1.199522192920963212e-15,9.794841391441535094e+00
-1.545695487006509047e-04,-1.199522192938897373e-15,9.794841391587977952e+00
-1.545695494793347712e-04,-1.199522192956831928e-15,9.794841391734424363e+00
-1.545695502580185835e-04,-1.199522192974765892e-15,9.794841391880867221e+00
-1.545695510367024500e-04,-1.199522192992700250e-15,9.794841392027311855e+00
-1.545695518153863165e-04,-1.199522193010634214e-15,9.794841392173754713e+00
-1.545695525940701831e-04,-1.199522193028568967e-15,9.794841392320202900e+00
-1.545695533727539954e-04,-1.199522193046503325e-15,9.794841392466647534e+00
-1.545695541514378348e-04,-1.199522193064437486e-15,9.794841392613090392e+00
-1.545695549301216742e-04,-1.199522193082371647e-15,9.794841392759535026e+00
-1.545695557088055407e-04,-1.199522193100306005e-15,9.794841392905979660e+00
-1.545695564874893801e-04,-1.199522193118240364e-15,9.794841393052424294e+00
-1.545695572661731924e-04,-1.199522193136174327e-15,9.794841393198867152e+00
-1.545695580448570318e-04,-1.199522193154108488e-15,9.794841393345310010e+00
-1.545695588235408713e-04,-1.199522193172043241e-15,9.794841393491758197e+00
-1.545695596022247107e-04,-1.199522193189977205e-15,9.794841393638201055e+00
-1.545695603809085501e-04,-1.199522193207911760e-15,9.794841393784647465e+00
-1.545695611595923624e-04,-1.199522193225845921e-15,9.794841393931090323e+00
-1.545695619382762018e-04,-1.199522193243780082e-15,9.794841394077534957e+00
-1.545695627169600412e-04,-1.199522193261714441e-15,9.794841394223979592e+00
-1.545695634956438806e-04,-1.199522193279648404e-15,9.794841394370422449e+00
-1.545695642743276658e-04,-1.199522193297582763e-15,9.794841394516867084e+00
-1.545695650530115053e-04,-1.199522193315517318e-15,9.794841394663313494e+00
-1.545695658316953176e-04,-1.199522193333451676e-15,9.794841394809758128e+00
-1.545695666103791570e-04,-1.199522193351385640e-15,9.794841394956200986e+00
-1.545695673890629422e-04,-1.199522193369319999e-15,9.794841395102645620e+00
-1.545695681677467816e-04,-1.199522193387254357e-15,9.794841395249090255e+00
-1.545695689464305939e-04,-1.199522193405188518e-15,9.794841395395534889e+00
-1.545695697251144333e-04,-1.199522193423122876e-15,9.794841395541979523e+00
-1.545695705037982185e-04,-1.199522193441056840e-15,9.794841395688422381e+00
-1.545695712824820308e-04,-1.199522193458991593e-15,9.794841395834870568e+00
-1.545695720611658431e-04,-1.199522193476925754e-15,9.794841395981313426e+00
