ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
2.078938173531179670e-02,-1.199522186948852877e-15,9.794841342675546514e+00
3.963893761507265856e-02,-1.199522186966787236e-15,9.794841316918244445e+00
5.660353786578037338e-02,-1.199522186984721594e-15,9.794841267847569810e+00
7.187167805034026802e-02,-1.199522187002655558e-15,9.794841197794864840e+00
8.561300417536710228e-02,-1.199522187020589916e-15,9.794841108858349799e+00
9.798019764681427379e-02,-1.199522187038524274e-15,9.794841002926434115e+00
1.091106717300398266e-01,-1.199522187056458435e-15,9.794840881698705815e+00
1.191280983638659946e-01,-1.199522187074392793e-15,9.794840746704817747e+00
1.281437822932328940e-01,-1.199522187092326954e-15,9.794840599321480212e+00
1.362578977885866571e-01,-1.199522187110260918e-15,9.794840440787773161e+00
1.435606016933287932e-01,-1.199522187128195276e-15,9.794840272218893418e+00
1.501330351665209062e-01,-1.199522187146129240e-15,9.794840094618550097e+00
1.560482252513182566e-01,-1.199522187164063204e-15,9.794839908890123681e+00
1.613718962865607065e-01,-1.199522187181997168e-15,9.794839715846688222e+00
1.661632001772043454e-01,-1.199522187199931329e-15,9.794839516220045894e+00
1.704753736377095374e-01,-1.199522187217864701e-15,9.794839310668852050e+00
1.743563297110906629e-01,-1.199522187235798665e-15,9.794839099785939140e+00
1.778491901360608196e-01,-1.199522187253732037e-15,9.794838884104885679e+00
1.809927644774617927e-01,-1.199522187271665409e-15,9.794838664105951054e+00
1.838219813436512695e-01,-1.199522187289598979e-15,9.794838440221401044e+00
1.863682764821512350e-01,-1.199522187307531562e-15,9.794838212840305758e+00
1.886599420657314452e-01,-1.199522187325464343e-15,9.794837982312866842e+00
1.907224410498848388e-01,-1.199522187343396926e-15,9.794837748954297041e+00
1.925786900945550550e-01,-1.199522187361329312e-15,9.794837513048317845e+00
1.942493141936913748e-01,-1.199522187379261698e-15,9.794837274850316078e+00
1.957528758418483616e-01,-1.199522187397193295e-15,9.794837034590161196e+00
1.971060812841249343e-01,-1.199522187415124893e-15,9.794836792474777454e+00
1.983239661411103916e-01,-1.199522187433056293e-15,9.794836548690421196e+00
1.994200624713350078e-01,-1.199522187450987101e-15,9.794836303404753863e+00
2.004065491274761857e-01,-1.199522187468917318e-15,9.794836056768698285e+00
2.012943870769434707e-01,-1.199522187486847732e-15,9.794835808918124442e+00
2.020934411904057038e-01,-1.199522187504777357e-15,9.794835559975334505e+00
2.028125898514647751e-01,-1.199522187522706785e-15,9.794835310050435950e+00
2.034598236053623832e-01,-1.199522187540635818e-15,9.794835059242547715e+00
2.040423339428162341e-01,-1.199522187558564457e-15,9.794834807640913965e+00
2.045665932054722691e-01,-1.199522187576492110e-15,9.794834555325873993e+00
2.050384265008116935e-01,-1.199522187594419763e-15,9.794834302369771706e+00
2.054630764255679642e-01,-1.199522187612346627e-15,9.794834048837739005e+00
2.058452613168010314e-01,-1.199522187630273097e-15,9.794833794788425863e+00
2.061892276778648780e-01,-1.199522187648199172e-15,9.794833540274645145e+00
2.064987973617782302e-01,-1.199522187666124261e-15,9.794833285343951701e+00
2.067774100362579082e-01,-1.199522187684049153e-15,9.794833030039184152e+00
2.070281614022492223e-01,-1.199522187701973256e-15,9.794832774398912534e+00
2.072538375906028407e-01,-1.199522187719896570e-15,9.794832518457887716e+00
2.074569461190844122e-01,-1.199522187737819490e-15,9.794832262247409105e+00
2.076397437536832424e-01,-1.199522187755741621e-15,9.794832005795678143e+00
2.078042615837896456e-01,-1.199522187773662963e-15,9.794831749128100284e+00
2.079523275898547963e-01,-1.199522187791584108e-15,9.794831492267574546e+00
2.080855869542850289e-01,-1.199522187809503675e-15,9.794831235234724431e+00
2.082055203412460642e-01,-1.199522187827423045e-15,9.794830978048157277e+00
2.083134603484869674e-01,-1.199522187845341428e-15,9.794830720724636564e+00
2.084106063139820331e-01,-1.199522187863259221e-15,9.794830463279282640e+00
2.084980376419081072e-01,-1.199522187881176027e-15,9.794830205725727268e+00
2.085767257960243759e-01,-1.199522187899092438e-15,9.794829948076271720e+00
2.086475450937143872e-01,-1.199522187917007470e-15,9.794829690342011119e+00
2.087112824206230621e-01,-1.199522187934921712e-15,9.794829432532962343e+00
2.087686459738310740e-01,-1.199522187952835362e-15,9.794829174658170601e+00
2.088202731307109705e-01,-1.199522187970747830e-15,9.794828916725796475e+00
2.088667375308981278e-01,-1.199522187988659114e-15,9.794828658743222505e+00
2.089085554500645092e-01,-1.199522188006570004e-15,9.794828400717117134e+00
2.089461915363147737e-01,-1.199522188024479513e-15,9.794828142653507541e+00
2.089800639729432474e-01,-1.199522188042388036e-15,9.794827884557850695e+00
2.090105491249149017e-01,-1.199522188060295770e-15,9.794827626435086643e+00
2.090379857206981773e-01,-1.199522188078202518e-15,9.794827368289682923e+00
2.090626786159147654e-01,-1.199522188096107886e-15,9.794827110125693181e+00
2.090849021806241437e-01,-1.199522188114012662e-15,9.794826851946798030e+00
2.091049033478800667e-01,-1.199522188131916254e-15,9.794826593756331690e+00
2.091229043574308333e-01,-1.199522188149818269e-15,9.794826335557321073e+00
2.091391052250499150e-01,-1.199522188167719495e-15,9.794826077352530191e+00
2.091536859649335556e-01,-1.199522188185619538e-15,9.794825819144461931e+00
2.091668085898584495e-01,-1.199522188203518595e-15,9.794825560935407793e+00
2.091786189113236105e-01,-1.199522188221416074e-15,9.794825302727449667e+00
2.091892481596781816e-01,-1.199522188239312764e-15,9.794825044522495361e+00
2.091988144422364804e-01,-1.199522188257207876e-15,9.794824786322287480e+00
2.092074240555814313e-01,-1.199522188275102003e-15,9.794824528128422969e+00
2.092151726666376943e-01,-1.199522188292994354e-15,9.794824269942367323e+00
2.092221463756374911e-01,-1.199522188310885917e-15,9.794824011765470573e+00
2.092284226727898766e-01,-1.199522188328776296e-15,9.794823753598972615e+00
2.092340712992831198e-01,-1.199522188346665098e-15,9.794823495444017425e+00
2.092391550221865681e-01,-1.199522188364552321e-15,9.794823237301661933e+00
2.092437303318628594e-01,-1.199522188382438362e-15,9.794822979172890243e+00
2.092478480696381704e-01,-1.199522188400323022e-15,9.794822721058615400e+00
2.092515539927063128e-01,-1.199522188418206499e-15,9.794822462959684728e+00
2.092548892825417672e-01,-1.199522188436088595e-15,9.794822204876890481e+00
2.092578910024714134e-01,-1.199522188453968719e-15,9.794821946810968072e+00
2.092605925094896679e-01,-1.199522188471847857e-15,9.794821688762622713e+00
2.092630238248915364e-01,-1.199522188489725417e-15,9.794821430732499223e+00
2.092652119678424516e-01,-1.199522188507601202e-15,9.794821172721217550e+00
2.092671812555914057e-01,-1.199522188525475607e-15,9.794820914729363892e+00
2.092689535736625972e-01,-1.199522188543348632e-15,9.794820656757488919e+00
2.092705486190278852e-01,-1.199522188561220078e-15,9.794820398806118433e+00
2.092719841189617791e-01,-1.199522188579089750e-15,9.794820140875755143e+00
2.092732760280115734e-01,-1.199522188596957647e-15,9.794819882966878666e+00
2.092744387052698218e-01,-1.199522188614824557e-15,9.794819625079952630e+00
2.092754850739197980e-01,-1.199522188632689693e-15,9.794819367215414019e+00
2.092764267648266063e-01,-1.199522188650552856e-15,9.794819109373690935e+00
2.092772742457688906e-01,-1.199522188668414245e-15,9.794818851555195494e+00
2.092780369377472693e-01,-1.199522188686274056e-15,9.794818593760327374e+00
2.092787233196626295e-01,-1.199522188704132289e-15,9.794818335989473823e+00
2.092793410225256556e-01,-1.199522188721988747e-15,9.794818078243013204e+00
2.092798969142459498e-01,-1.199522188739843233e-15,9.794817820521307894e+00
2.092803971759423787e-01,-1.199522188757696339e-15,9.794817562824725599e+00
2.092808473706218586e-01,-1.199522188775547275e-15,9.794817305153609155e+00
2.092812525049906058e-01,-1.199522188793396831e-15,9.794817047508308505e+00
2.092816170850843871e-01,-1.199522188811244217e-15,9.794816789889157604e+00
2.092819451663353592e-01,-1.199522188829089631e-15,9.794816532296488631e+00
2.092822403986324964e-01,-1.199522188846933665e-15,9.794816274730635541e+00
2.092825060668759563e-01,-1.199522188864774938e-15,9.794816017191912749e+00
2.092827451274759387e-01,-1.199522188882615027e-15,9.794815759680647105e+00
2.092829602412016321e-01,-1.199522188900452947e-15,9.794815502197149470e+00
2.092831538027453975e-01,-1.199522188918289289e-15,9.794815244741732485e+00
2.092833279673302349e-01,-1.199522188936123068e-15,9.794814987314703458e+00
2.092834846746572386e-01,-1.199522188953955269e-15,9.794814729916373253e+00
2.092836256704570796e-01,-1.199522188971784906e-15,9.794814472547038520e+00
2.092837525258875175e-01,-1.199522188989613359e-15,9.794814215207010122e+00
2.092838666549908244e-01,-1.199522189007439052e-15,9.794813957896577605e+00
