q0 (),q1,q2,q3
3.993761274323547956e-17,6.522307129050041175e-01,7.580205123500485254e-01,4.641536970687617990e-17
3.991330424146335243e-17,6.518337249442459624e-01,7.583619155952578961e-01,4.643627462644939038e-17
3.988898479699193132e-17,6.514365582756463935e-01,7.587031109346925595e-01,4.645716681546552353e-17
3.986465441651248851e-17,6.510392130084823314e-01,7.590440982744651732e-01,4.647804626817563842e-17
3.984031310671691257e-17,6.506416892520404671e-01,7.593848775207807655e-01,4.649891297883645170e-17
3.981596087429792406e-17,6.502439871156213691e-01,7.597254485799325163e-01,4.651976694171007265e-17
3.979159772594932209e-17,6.498461067085429255e-01,7.600658113582987596e-01,4.654060815106383059e-17
3.976722366836615066e-17,6.494480481401435634e-01,7.604059657623405410e-01,4.656143660117010846e-17
3.974283870824486511e-17,6.490498115197848028e-01,7.607459116985985093e-01,4.658225228630618263e-17
3.971844285228351699e-17,6.486513969568539206e-01,7.610856490736912505e-01,4.660305520075408726e-17
3.969403610718186499e-17,6.482528045607663936e-01,7.614251777943127353e-01,4.662384533880047260e-17
3.966961847964150435e-17,6.478540344409675633e-01,7.617644977672309858e-01,4.664462269473652484e-17
3.964518997636598402e-17,6.474550867069347460e-01,7.621036088992857449e-01,4.666538726285783054e-17
3.962075060406091133e-17,6.470559614681787863e-01,7.624425110973881425e-01,4.668613903746433347e-17
3.959630036943403219e-17,6.466566588342453903e-01,7.627812042685178096e-01,4.670687801286018674e-17
3.957183927919532968e-17,6.462571789147170120e-01,7.631196883197232106e-01,4.672760418335374042e-17
3.954736734005706099e-17,6.458575218192131873e-01,7.634579631581195347e-01,4.674831754325744913e-17
3.952288455873388073e-17,6.454576876573923094e-01,7.637960286908882512e-01,4.676901808688781041e-17
3.949839094194283474e-17,6.450576765389522960e-01,7.641338848252761107e-01,4.678970580856533388e-17
3.947388649640346486e-17,6.446574885736315874e-01,7.644715314685943675e-01,4.681038070261446117e-17
3.944937122883783359e-17,6.442571238712095916e-01,7.648089685282181138e-01,4.683104276336355352e-17
3.942484514597055490e-17,6.438565825415077937e-01,7.651461959115856137e-01,4.685169198514484872e-17
3.940030825452886819e-17,6.434558646943902005e-01,7.654832135261978587e-01,4.687232836229440558e-17
3.937576056124263829e-17,6.430549704397640065e-01,7.658200212796177908e-01,4.689295188915209165e-17
3.935120207284441091e-17,6.426538998875798159e-01,7.661566190794703024e-01,4.691356256006156468e-17
3.932663279606940036e-17,6.422526531478321976e-01,7.664930068334415703e-01,4.693416036937022955e-17
3.930205273765556344e-17,6.418512303305603517e-01,7.668291844492787224e-01,4.695474531142922586e-17
3.927746190434359949e-17,6.414496315458481090e-01,7.671651518347895049e-01,4.697531738059340952e-17
3.925286030287696887e-17,6.410478569038247088e-01,7.675009088978419491e-01,4.699587657122132187e-17
3.922824794000189909e-17,6.406459065146642429e-01,7.678364555463644825e-01,4.701642287767520823e-17
3.920362482246742186e-17,6.402437804885867667e-01,7.681717916883451513e-01,4.703695629432096238e-17
3.917899095702537299e-17,6.398414789358582988e-01,7.685069172318318431e-01,4.705747681552813891e-17
3.915434635043041713e-17,6.394390019667907099e-01,7.688418320849319532e-01,4.707798443566993473e-17
3.912969100944002924e-17,6.390363496917420560e-01,7.691765361558122738e-01,4.709847914912319524e-17
3.910502494081454390e-17,6.386335222211169116e-01,7.695110293526988832e-01,4.711896095026838349e-17
3.908034815131714915e-17,6.382305196653664803e-01,7.698453115838768124e-01,4.713942983348957405e-17
3.905566064771385566e-17,6.378273421349882621e-01,7.701793827576901563e-01,4.715988579317447148e-17
3.903096243677358305e-17,6.374239897405269417e-01,7.705132427825420738e-01,4.718032882371437951e-17
3.900625352526807356e-17,6.370204625925736108e-01,7.708468915668944543e-01,4.720075891950420722e-17
3.898153391997197835e-17,6.366167608017665458e-01,7.711803290192679183e-01,4.722117607494245669e-17
3.895680362766280824e-17,6.362128844787909854e-01,7.715135550482418170e-01,4.724158028443122919e-17
3.893206265512095827e-17,6.358088337343792418e-01,7.718465695624542322e-01,4.726197154237622518e-17
3.890731100912971396e-17,6.354046086793105896e-01,7.721793724706016437e-01,4.728234984318670729e-17
3.888254869647521426e-17,6.350002094244113771e-01,7.725119636814394841e-01,4.730271518127556200e-17
3.885777572394655020e-17,6.345956360805555807e-01,7.728443431037812505e-01,4.732306755105922567e-17
3.883299209833562928e-17,6.341908887586636956e-01,7.731765106464992821e-01,4.734340694695773998e-17
3.880819782643731723e-17,6.337859675697040673e-01,7.735084662185244264e-01,4.736373336339472731e-17
3.878339291504930860e-17,6.333808726246917820e-01,7.738402097288457071e-01,4.738404679479737224e-17
3.875857737097225614e-17,6.329756040346896651e-01,7.741717410865109894e-01,4.740434723559645853e-17
3.873375120100965377e-17,6.325701619108072826e-01,7.745030602006264253e-01,4.742463468022635063e-17
3.870891441196791663e-17,6.321645463642018292e-01,7.748341669803564535e-01,4.744490912312496902e-17
3.868406701065634414e-17,6.317587575060776839e-01,7.751650613349243546e-01,4.746517055873383952e-17
3.865920900388713848e-17,6.313527954476864101e-01,7.754957431736114737e-01,4.748541898149805632e-17
3.863434039847537996e-17,6.309466603003267560e-01,7.758262124057577758e-01,4.750565438586629430e-17
3.860946120123905778e-17,6.305403521753450979e-01,7.761564689407618456e-01,4.752587676629080287e-17
3.858457141899904545e-17,6.301338711841345530e-01,7.764865126880804436e-01,4.754608611722741826e-17
3.855967105857911920e-17,6.297272174381358667e-01,7.768163435572289499e-01,4.756628243313555127e-17
3.853476012680592108e-17,6.293203910488366359e-01,7.771459614577812536e-01,4.758646570847820570e-17
3.850983863050901438e-17,6.289133921277720862e-01,7.774753662993697523e-01,4.760663593772195369e-17
3.848490657652082817e-17,6.285062207865241835e-01,7.778045579916853525e-01,4.762679311533696658e-17
3.845996397167667579e-17,6.280988771367221890e-01,7.781335364444773584e-01,4.764693723579697791e-17
3.843501082281478566e-17,6.276913612900427708e-01,7.784623015675536939e-01,4.766706829357931424e-17
3.841004713677625201e-17,6.272836733582094482e-01,7.787908532707810139e-01,4.768718628316490129e-17
3.838507292040505333e-17,6.268758134529929249e-01,7.791191914640842597e-01,4.770729119903823315e-17
3.836008818054804004e-17,6.264677816862107562e-01,7.794473160574473258e-01,4.772738303568740925e-17
3.833509292405498383e-17,6.260595781697281259e-01,7.797752269609121711e-01,4.774746178760409739e-17
3.831008715777848519e-17,6.256512030154565140e-01,7.801029240845800405e-01,4.776752744928358304e-17
3.828507088857404122e-17,6.252426563353548072e-01,7.804304073386103546e-01,4.778758001522470769e-17
3.826004412330005176e-17,6.248339382414290766e-01,7.807576766332214868e-01,4.780761947992994900e-17
3.823500686881775779e-17,6.244250488457318005e-01,7.810847318786902083e-01,4.782764583790532833e-17
3.820995913199128457e-17,6.240159882603628638e-01,7.814115729853523540e-01,4.784765908366050937e-17
3.818490091968763547e-17,6.236067565974687810e-01,7.817381998636021567e-01,4.786765921170871185e-17
3.815983223877667963e-17,6.231973539692430286e-01,7.820646124238930241e-01,4.788764621656679779e-17
3.813475309613114583e-17,6.227877804879259349e-01,7.823908105767365395e-01,4.790762009275517913e-17
3.810966349862665326e-17,6.223780362658046794e-01,7.827167942327037942e-01,4.792758083479791009e-17
3.808456345314164378e-17,6.219681214152129600e-01,7.830425633024241661e-01,4.794752843722262559e-17
3.805945296655746816e-17,6.215580360485315481e-01,7.833681176965860971e-01,4.796746289456055973e-17
3.803433204575831215e-17,6.211477802781878443e-01,7.836934573259368708e-01,4.798738420134657045e-17
3.800920069763122726e-17,6.207373542166559899e-01,7.840185821012827239e-01,4.800729235211910869e-17
3.798405892906613080e-17,6.203267579764567552e-01,7.843434919334885125e-01,4.802718734142023073e-17
3.795890674695578739e-17,6.199159916701575401e-01,7.846681867334786009e-01,4.804706916379561054e-17
3.793374415819580275e-17,6.195050554103722629e-01,7.849926664122356401e-01,4.806693781379452123e-17
3.790857116968466690e-17,6.190939493097616930e-01,7.853169308808019000e-01,4.808679328596986594e-17
3.788338778832369248e-17,6.186826734810327855e-01,7.856409800502782703e-01,4.810663557487814079e-17
3.785819402101705793e-17,6.182712280369394575e-01,7.859648138318247046e-01,4.812646467507947193e-17
3.783298987467177050e-17,6.178596130902815897e-01,7.862884321366603313e-01,4.814628058113759699e-17
3.780777535619770937e-17,6.174478287539061361e-01,7.866118348760632317e-01,4.816608328761985895e-17
3.778255047250757020e-17,6.170358751407059028e-01,7.869350219613707731e-01,4.818587278909724309e-17
3.775731523051690213e-17,6.166237523636205475e-01,7.872579933039792754e-01,4.820564908014433389e-17
3.773206963714410157e-17,6.162114605356359132e-01,7.875807488153443447e-01,4.822541215533935197e-17
3.770681369931038759e-17,6.157989997697840279e-01,7.879032884069805398e-01,4.824516200926412948e-17
3.768154742393982038e-17,6.153863701791435492e-01,7.882256119904618163e-01,4.826489863650413470e-17
3.765627081795929511e-17,6.149735718768392090e-01,7.885477194774214160e-01,4.828462203164845358e-17
3.763098388829853575e-17,6.145606049760419243e-01,7.888696107795516443e-01,4.830433218928981440e-17
3.760568664189010123e-17,6.141474695899690195e-01,7.891912858086042037e-01,4.832402910402455693e-17
3.758037908566937930e-17,6.137341658318840043e-01,7.895127444763900826e-01,4.834371277045266327e-17
3.755506122657458035e-17,6.133206938150963516e-01,7.898339866947793331e-01,4.836338318317773318e-17
3.752973307154673741e-17,6.129070536529618307e-01,7.901550123757017374e-01,4.838304033680702107e-17
3.750439462752971848e-17,6.124932454588822850e-01,7.904758214311462527e-01,4.840268422595139902e-17
3.747904590147018338e-17,6.120792693463055212e-01,7.907964137731612331e-01,4.842231484522538757e-17
3.745368690031765157e-17,6.116651254287255313e-01,7.911167893138544294e-01,4.844193218924714344e-17
3.742831763102442199e-17,6.112508138196821594e-01,7.914369479653931005e-01,4.846153625263844718e-17
3.740293810054563473e-17,6.108363346327613241e-01,7.917568896400037914e-01,4.848112703002474012e-17
3.737754831583922786e-17,6.104216879815949071e-01,7.920766142499728879e-01,4.850070451603510595e-17
3.735214828386596210e-17,6.100068739798606421e-01,7.923961217076459507e-01,4.852026870530225831e-17
3.732673801158938383e-17,6.095918927412820043e-01,7.927154119254281595e-01,4.853981959246255935e-17
3.730131750597588055e-17,6.091767443796286541e-01,7.930344848157844240e-01,4.855935717215603202e-17
3.727588677399462546e-17,6.087614290087157709e-01,7.933533402912389398e-01,4.857888143902633543e-17
3.725044582261759588e-17,6.083459467424044975e-01,7.936719782643756327e-01,4.859839238772076484e-17
3.722499465881956096e-17,6.079302976946014958e-01,7.939903986478382691e-01,4.861789001289030712e-17
3.719953328957813102e-17,6.075144819792596129e-01,7.943086013543300128e-01,4.863737430918956068e-17
3.717406172187366501e-17,6.070984997103767711e-01,7.946265862966137572e-01,4.865684527127680319e-17
3.714857996268933841e-17,6.066823510019970778e-01,7.949443533875120149e-01,4.867630289381394849e-17
3.712308801901111850e-17,6.062660359682099376e-01,7.952619025399074726e-01,4.869574717146660204e-17
3.709758589782777056e-17,6.058495547231504963e-01,7.955792336667418807e-01,4.871517809890398081e-17
3.707207360613085786e-17,6.054329073809996409e-01,7.958963466810171639e-01,4.873459567079899340e-17
3.704655115091469851e-17,6.050160940559833334e-01,7.962132414957951987e-01,4.875399988182820919e-17
3.702101853917643328e-17,6.045991148623734990e-01,7.965299180241973698e-01,4.877339072667184606e-17
3.699547577791596395e-17,6.041819699144872491e-01,7.968463761794047917e-01,4.879276820001378887e-17
3.696992287413599645e-17,6.037646593266874362e-01,7.971626158746589752e-01,4.881213229654160791e-17
3.694435983484198539e-17,6.033471832133817658e-01,7.974786370232609389e-01,4.883148301094652199e-17
3.691878666704219570e-17,6.029295416890240178e-01,7.977944395385715426e-01,4.885082033792341070e-17
3.689320337774765334e-17,6.025117348681128249e-01,7.981100233340118200e-01,4.887014427217084525e-17
3.686760997397216374e-17,6.020937628651923390e-01,7.984253883230627569e-01,4.888945480839106384e-17
3.684200646273229955e-17,6.016756257948518982e-01,7.987405344192651802e-01,4.890875194128997163e-17
3.681639285104741905e-17,6.012573237717262487e-01,7.990554615362199797e-01,4.892803566557714076e-17
3.679076914593963537e-17,6.008388569104953225e-01,7.993701695875881086e-01,4.894730597596583497e-17
3.676513535443382268e-17,6.004202253258840161e-01,7.996846584870905827e-01,4.896656286717299115e-17
3.673949148355763462e-17,6.000014291326625226e-01,7.999989281485085924e-01,4.898580633391922550e-17
3.671383754034148587e-17,5.995824684456463327e-01,8.003129784856831686e-01,4.900503637092882115e-17
3.668817353181855211e-17,5.991633433796959007e-01,8.006268094125156276e-01,4.902425297292976523e-17
3.666249946502476387e-17,5.987440540497166452e-01,8.009404208429675709e-01,4.904345613465371179e-17
3.663681534699881887e-17,5.983246005706591708e-01,8.012538126910605518e-01,4.906264585083601271e-17
3.661112118478215732e-17,5.979049830575190461e-01,8.015669848708765199e-01,4.908182211621569297e-17
3.658541698541897432e-17,5.974852016253366926e-01,8.018799372965573768e-01,4.910098492553546303e-17
3.655970275595623829e-17,5.970652563891977183e-01,8.021926698823055313e-01,4.912013427354174346e-17
3.653397850344363552e-17,5.966451474642323616e-01,8.025051825423835661e-01,4.913927015498462177e-17
3.650824423493363182e-17,5.962248749656160474e-01,8.028174751911143492e-01,4.915839256461788947e-17
