ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
3.200000180363788616e+01,1.200000000030185703e+02,-2.449293598294706846e-17,1.999981221548773780e+00,8.666801732738276323e-03,2.449293598294706414e-16
3.200000360721756465e+01,1.200000000197390762e+02,-4.898587196589413692e-17,1.999839599766125575e+00,2.532933491551866631e-02,2.449293598294706414e-16
3.200000541059166181e+01,1.200000000556718049e+02,-7.347880794884116531e-17,1.999498678580901023e+00,4.477760995442071207e-02,2.449293598294706414e-16
3.200000721356932587e+01,1.200000001127349520e+02,-9.797174393178817522e-17,1.998937175663525467e+00,6.519331062561604939e-02,2.449293598294706414e-16
3.200000901595007008e+01,1.200000001915924344e+02,-1.224646799147351975e-16,1.998152688323923565e+00,8.594087586170652548e-02,2.449293598294706414e-16
3.200001081753329402e+01,1.200000002924692950e+02,-1.469576158976822074e-16,1.997146553762822352e+00,1.067972040518026106e-01,2.449293598294706414e-16
3.200001261811966913e+01,1.200000004154359061e+02,-1.714505518806292173e-16,1.995920100285221821e+00,1.276830187512432158e-01,2.449293598294706414e-16
3.200001441751088294e+01,1.200000005605071891e+02,-1.959434878635762272e-16,1.994474165167293922e+00,1.485691908850078624e-01,2.449293598294706414e-16
3.200001621550922692e+01,1.200000007276771186e+02,-2.204364238465232371e-16,1.992809249636546820e+00,1.694440750307396326e-01,2.449293598294706414e-16
3.200001801191736917e+01,1.200000009169308299e+02,-2.449293598294702470e-16,1.990925689856640535e+00,1.903021215563822921e-01,2.449293598294706414e-16
3.200001980653823352e+01,1.200000011282487691e+02,-2.694222958124172569e-16,1.988823757830173955e+00,2.111399069107160464e-01,2.449293598294706414e-16
3.200002159917499966e+01,1.200000013616081418e+02,-2.939152317953642668e-16,1.986503711025153995e+00,2.319547500770170745e-01,2.449293598294706414e-16
3.200002338963106752e+01,1.200000016169835817e+02,-3.184081677783112767e-16,1.983965814708851694e+00,2.527442305308709725e-01,2.449293598294706414e-16
3.200002517771009991e+01,1.200000018943470934e+02,-3.429011037612582866e-16,1.981210351476109244e+00,2.735060204162085284e-01,2.449293598294706414e-16
3.200002696321600126e+01,1.200000021936682515e+02,-3.673940397442052966e-16,1.978237625164306568e+00,2.942378262295398672e-01,2.449293598294706414e-16
3.200002874595298152e+01,1.200000025149142999e+02,-3.918869757271523065e-16,1.975047962409688829e+00,3.149373686645274284e-01,2.449293598294706414e-16
3.200003052572552775e+01,1.200000028580499389e+02,-4.163799117100993164e-16,1.971641713240304128e+00,3.356023757526734319e-01,2.449293598294706414e-16
3.200003230233847518e+01,1.200000032230376235e+02,-4.408728476930463263e-16,1.968019251282796755e+00,3.562305806360541727e-01,2.449293598294706414e-16
3.200003407559700008e+01,1.200000036098372647e+02,-4.653657836759937799e-16,1.964180973815962128e+00,3.768197209533742376e-01,2.449293598294706414e-16
3.200003584530665535e+01,1.200000040184064858e+02,-4.898587196589412829e-16,1.960127301763286534e+00,3.973675387876792198e-01,2.449293598294706414e-16
3.200003761127334911e+01,1.200000044487004516e+02,-5.143516556418887858e-16,1.955858679660475108e+00,4.178717808093568298e-01,2.449293598294706414e-16
3.200003937330343717e+01,1.200000049006719962e+02,-5.388445916248362888e-16,1.951375575611855817e+00,4.383301984868241408e-01,2.449293598294706414e-16
3.200004113120369453e+01,1.200000053742715806e+02,-5.633375276077837917e-16,1.946678481240977199e+00,4.587405483204228807e-01,2.449293598294706414e-16
3.200004288478132963e+01,1.200000058694472216e+02,-5.878304635907312947e-16,1.941767911637415134e+00,4.791005920840333276e-01,2.449293598294706414e-16
3.200004463384407671e+01,1.200000063861446478e+02,-6.123233995736787976e-16,1.936644405300554483e+00,4.994080970689816490e-01,2.449293598294706414e-16
