ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
1.999999975325988943e+00,3.141592640669979217e-04,2.449293598294706414e-16
1.999999792491571116e+00,9.110618380319711936e-04,2.449293598294706414e-16
1.999999223457108677e+00,1.762433250562900604e-03,2.449293598294706414e-16
1.999997979583729046e+00,2.842826234951037478e-03,2.449293598294706414e-16
1.999995737137653995e+00,4.129337866002651819e-03,2.449293598294706414e-16
1.999992156190189663e+00,5.601354989306462501e-03,2.449293598294706414e-16
1.999986894380087366e+00,7.240325123427083370e-03,2.449293598294706414e-16
1.999979616701511809e+00,9.029550291874325826e-03,2.449293598294706414e-16
1.999970002237858591e+00,1.095400149258248142e-02,2.449293598294706414e-16
1.999957748567388727e+00,1.300015173992678970e-02,2.449293598294706414e-16
1.999942574411505358e+00,1.515582581979892096e-02,2.449293598294706414e-16
1.999924220972828959e+00,1.741006508382707610e-02,2.449293598294706414e-16
1.999902452311813850e+00,1.975300577617293551e-02,2.449293598294706414e-16
1.999877055032492246e+00,2.217576953717630486e-02,2.449293598294706414e-16
1.999847837486012025e+00,2.467036486395898093e-02,2.449293598294706414e-16
1.999814628651695569e+00,2.722959843040136108e-02,2.449293598294706414e-16
1.999777276816799843e+00,2.984699527898692153e-02,2.449293598294706414e-16
1.999735648145890554e+00,3.251672699604495759e-02,2.449293598294706414e-16
1.999689625207070165e+00,3.523354707103739519e-02,2.449293598294706414e-16
1.999639105503894010e+00,3.799273272069594864e-02,2.449293598294706414e-16
1.999584000047541332e+00,4.079003253092847170e-02,2.449293598294706414e-16
1.999524231992864776e+00,4.362161933427730065e-02,2.449293598294706414e-16
1.999459735353581680e+00,4.648404779906220585e-02,2.449293598294706414e-16
1.999390453805565793e+00,4.937421625882918580e-02,2.449293598294706414e-16
1.999316339582498436e+00,5.228933235794331474e-02,2.449293598294706414e-16
1.999237352464688700e+00,5.522688213164170246e-02,2.449293598294706414e-16
1.999153458859398214e+00,5.818460217707672327e-02,2.449293598294706414e-16
1.999064630969282996e+00,6.116045460625782471e-02,2.449293598294706414e-16
1.998970846044412664e+00,6.415260450273732595e-02,2.449293598294706414e-16
1.998872085712616986e+00,6.715939963171438376e-02,2.449293598294706414e-16
1.998768335382526962e+00,7.017935217827436789e-02,2.449293598294706414e-16
1.998659583713535026e+00,7.321112231101647994e-02,2.449293598294706414e-16
1.998545822146934103e+00,7.625350338859730737e-02,2.449293598294706414e-16
1.998427044492656623e+00,7.930540864496740672e-02,2.449293598294706414e-16
1.998303246566281333e+00,8.236585920549670259e-02,2.449293598294706414e-16
1.998174425871277693e+00,8.543397330096347275e-02,2.449293598294706414e-16
1.998040581321790077e+00,8.850895655967747078e-02,2.449293598294706414e-16
1.997901713001617008e+00,9.159009326998199252e-02,2.449293598294706414e-16
1.997757821955390645e+00,9.467673851614297198e-02,2.449293598294706414e-16
1.997608910008309868e+00,9.776831110033529226e-02,2.449293598294706414e-16
1.997454979611118286e+00,1.008642871721564943e-01,2.449293598294706414e-16
1.997296033707326002e+00,1.039641944949527691e-01,2.449293598294706414e-16
1.997132075619987290e+00,1.070676072853084387e-01,2.449293598294706414e-16
1.996963108955611910e+00,1.101741415684130559e-01,2.449293598294706414e-16
1.996789137523049096e+00,1.132834509977419940e-01,2.449293598294706414e-16
1.996610165265421344e+00,1.163952230926462439e-01,2.449293598294706414e-16
1.996426196203395120e+00,1.195091758520762520e-01,2.449293598294706414e-16
1.996237234388273496e+00,1.226250547068467589e-01,2.449293598294706414e-16
1.996043283863569995e+00,1.257426297766022216e-01,2.449293598294706414e-16
1.995844348633885934e+00,1.288616934010252124e-01,2.449293598294706414e-16
1.995640432640048978e+00,1.319820579178794251e-01,2.449293598294706414e-16
1.995431539739605631e+00,1.351035536632065881e-01,2.449293598294706414e-16
1.995217673691868088e+00,1.382260271714766675e-01,2.449293598294706414e-16
1.994998838146821551e+00,1.413493395556990329e-01,2.449293598294706414e-16
1.994775036637282506e+00,1.444733650495063360e-01,2.449293598294706414e-16
1.994546272573787471e+00,1.475979896950188330e-01,2.449293598294706414e-16
1.994312549241747945e+00,1.507231101619146141e-01,2.449293598294706414e-16
1.994073869800485177e+00,1.538486326845894536e-01,2.449293598294706414e-16
