ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
3.200000180363394975e+01,1.200000000045278341e+02,-2.449293598294706846e-17,1.999957748567388727e+00,1.300015173992678970e-02,2.449293598294706414e-16
3.200000360713692515e+01,1.200000000296081879e+02,-4.898587196589413692e-17,1.999639105503894010e+00,3.799273272069594864e-02,2.449293598294706414e-16
3.200000541017735856e+01,1.200000000835038065e+02,-7.347880794884116531e-17,1.998872085712616986e+00,6.715939963171438376e-02,2.449293598294706414e-16
3.200000721232594714e+01,1.200000001690850695e+02,-9.797174393178817522e-17,1.997608910008309868e+00,9.776831110033529226e-02,2.449293598294706414e-16
3.200000901313175916e+01,1.200000002873364338e+02,-1.224646799147351975e-16,1.995844348633885934e+00,1.288616934010252124e-01,2.449293598294706414e-16
3.200001081214382026e+01,1.200000004385791925e+02,-1.469576158976822074e-16,1.993581654601779274e+00,1.601005510147663347e-01,2.449293598294706414e-16
3.200001260891431798e+01,1.200000006228982130e+02,-1.714505518806292173e-16,1.990824127878901173e+00,1.913616781260358279e-01,2.449293598294706414e-16
3.200001440299799071e+01,1.200000008402905820e+02,-1.959434878635762272e-16,1.987574030540420811e+00,2.225971094181291021e-01,2.449293598294706414e-16
3.200001619395130348e+01,1.200000010907175039e+02,-2.204364238465232371e-16,1.983832935572528156e+00,2.537851133098344425e-01,2.449293598294706414e-16
3.200001798133199316e+01,1.200000013741223341e+02,-2.449293598294702470e-16,1.979602111569484624e+00,2.849131093327192943e-01,2.449293598294706414e-16
3.200001976469888376e+01,1.200000016904369460e+02,-2.694222958124172569e-16,1.974882749633352530e+00,3.159717158237563273e-01,2.449293598294706414e-16
3.200002154361190065e+01,1.200000020395839329e+02,-2.939152317953642668e-16,1.969676074834739499e+00,3.469526772106162338e-01,2.449293598294706414e-16
3.200002331763210606e+01,1.200000024214773617e+02,-3.184081677783112767e-16,1.963983396227404921e+00,3.778481432309385712e-01,2.449293598294706414e-16
3.200002508632176301e+01,1.200000028360230715e+02,-3.429011037612582866e-16,1.957806128025123105e+00,4.086504191448663281e-01,2.449293598294706414e-16
3.200002684924448459e+01,1.200000032831188292e+02,-3.673940397442052966e-16,1.951145798126862285e+00,4.393518799912998762e-01,2.449293598294706414e-16
3.200002860596529075e+01,1.200000037626543161e+02,-3.918869757271523065e-16,1.944004051313614756e+00,4.699449419626225977e-01,2.449293598294706414e-16
3.200003035605073620e+01,1.200000042745112125e+02,-4.163799117100993164e-16,1.936382650255606297e+00,5.004220536597827618e-01,2.449293598294706414e-16
3.200003209906900281e+01,1.200000048185632551e+02,-4.408728476930463263e-16,1.928283475628160160e+00,5.307756942620704965e-01,2.449293598294706414e-16
3.200003383459004169e+01,1.200000053946761795e+02,-4.653657836759937799e-16,1.919708525859916248e+00,5.609983740981312472e-01,2.449293598294706414e-16
3.200003556218563006e+01,1.200000060027078632e+02,-4.898587196589412829e-16,1.910659916720783613e+00,5.910826360472181129e-01,2.449293598294706414e-16
3.200003728142951331e+01,1.200000066425082679e+02,-5.143516556418887858e-16,1.901139880830600370e+00,6.210210572238354931e-01,2.449293598294706414e-16
