accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
3.126135724727776427e-02,-1.199522186948852877e-15,9.794841342675546514e+00
5.953569106730841748e-02,-1.199522186966787236e-15,9.794841303966370205e+00
8.498259144375934493e-02,-1.199522186984721594e-15,9.794841230287138600e+00
1.078848017209885213e-01,-1.199522187002655558e-15,9.794841125134874815e+00
1.284967909089182181e-01,-1.199522187020589916e-15,9.794840991656931450e+00
1.470475811164785596e-01,-1.199522187038524274e-15,9.794840832685974163e+00
1.637432922417066394e-01,-1.199522187056458435e-15,9.794840650771464041e+00
1.787694321928361973e-01,-1.199522187074392596e-15,9.794840448207994044e+00
1.922929580872774769e-01,-1.199522187092326954e-15,9.794840227060799265e+00
2.044641313307000718e-01,-1.199522187110260918e-15,9.794839989188680818e+00
2.154181871882067112e-01,-1.199522187128194882e-15,9.794839736264673746e+00
2.252768373983899397e-01,-1.199522187146128649e-15,9.794839469794631270e+00
2.341496225259834252e-01,-1.199522187164062612e-15,9.794839191133929646e+00
2.421351290792475297e-01,-1.199522187181995985e-15,9.794838901502529893e+00
2.493220849156168040e-01,-1.199522187199929357e-15,9.794838601998522520e+00
2.557903451067825573e-01,-1.199522187217862532e-15,9.794838293610306224e+00
2.616117792172670820e-01,-1.199522187235795312e-15,9.794837977227558667e+00
2.668510698551407323e-01,-1.199522187253728093e-15,9.794837653651116582e+00
2.715664313676668939e-01,-1.199522187271660282e-15,9.794837323601839785e+00
2.758102566673829026e-01,-1.199522187289592273e-15,9.794836987728629651e+00
2.796296993755724714e-01,-1.199522187307523673e-15,9.794836646615598497e+00
2.830671977513912752e-01,-1.199522187325454679e-15,9.794836300788572814e+00
2.861609462280793048e-01,-1.199522187343385290e-15,9.794835950720900186e+00
2.889453197955530461e-01,-1.199522187361315112e-15,9.794835596838701974e+00
2.914512559447372531e-01,-1.199522187379244540e-15,9.794835239525594872e+00
2.937065984174646593e-01,-1.199522187397173574e-15,9.794834879126947058e+00
2.957364065813844478e-01,-1.199522187415101227e-15,9.794834515953679599e+00
2.975632338673814270e-01,-1.199522187433028880e-15,9.794834150285741003e+00
2.992073783632519524e-01,-1.199522187450955546e-15,9.794833782375174991e+00
3.006871083480130435e-01,-1.199522187468881622e-15,9.794833412448928911e+00
3.020188652727799350e-01,-1.199522187486806514e-15,9.794833040711349526e+00
3.032174464435565264e-01,-1.199522187504730617e-15,9.794832667346454969e+00
3.042961694357466107e-01,-1.199522187522653931e-15,9.794832292519956241e+00
3.052670200672138456e-01,-1.199522187540576062e-15,9.794831916381086856e+00
3.061407855740355122e-01,-1.199522187558497404e-15,9.794831539064265513e+00
3.069271744686811743e-01,-1.199522187576417563e-15,9.794831160690558036e+00
3.076349244123740556e-01,-1.199522187594336341e-15,9.794830781369022077e+00
3.082718993002145358e-01,-1.199522187612254527e-15,9.794830401197909708e+00
3.088451766377938723e-01,-1.199522187630170939e-15,9.794830020265731463e+00
3.093611261801438861e-01,-1.199522187648086562e-15,9.794829638652261750e+00
3.098254807067933325e-01,-1.199522187666000607e-15,9.794829256429377295e+00
3.102433997193184689e-01,-1.199522187683913469e-15,9.794828873661868940e+00
3.106195267691378992e-01,-1.199522187701825147e-15,9.794828490408146848e+00
3.109580410525286664e-01,-1.199522187719735051e-15,9.794828106720865790e+00
3.112627038461401319e-01,-1.199522187737643377e-15,9.794827722647518442e+00
3.115369002989570313e-01,-1.199522187755550322e-15,9.794827338230943425e+00
3.117836770450654327e-01,-1.199522187773455887e-15,9.794826953509787160e+00
3.120057760551434578e-01,-1.199522187791359874e-15,9.794826568518928411e+00
3.122056651028011776e-01,-1.199522187809262283e-15,9.794826183289849553e+00
3.123855651842880055e-01,-1.199522187827162326e-15,9.794825797850979399e+00
3.125474751962283304e-01,-1.199522187845061383e-15,9.794825412228011174e+00
3.126931941455846076e-01,-1.199522187862958073e-15,9.794825026444144100e+00
3.128243411386227857e-01,-1.199522187880853777e-15,9.794824640520372938e+00
3.129423733709826849e-01,-1.199522187898746917e-15,9.794824254475667402e+00
3.130486023187402100e-01,-1.199522187916638085e-15,9.794823868327208416e+00
3.131442083103638252e-01,-1.199522187934527676e-15,9.794823482090555089e+00
3.132302536414752203e-01,-1.199522187952414900e-15,9.794823095779795707e+00
3.133076943781341051e-01,-1.199522187970300151e-15,9.794822709407712935e+00
3.133773909797944457e-01,-1.199522187988183628e-15,9.794822322985902829e+00
3.134401178599648952e-01,-1.199522188006064541e-15,9.794821936524897410e+00
3.134965719908034409e-01,-1.199522188023943679e-15,9.794821550034271240e+00
3.135473806472523495e-01,-1.199522188041820253e-15,9.794821163522732022e+00
3.135931083767597438e-01,-1.199522188059694658e-15,9.794820776998218292e+00
3.136342632720294232e-01,-1.199522188077566893e-15,9.794820390467970483e+00
3.136713026164944518e-01,-1.199522188095436565e-15,9.794820003938589537e+00
3.137046379652452810e-01,-1.199522188113304067e-15,9.794819617416123947e+00
3.137346397178629176e-01,-1.199522188131169006e-15,9.794819230906101737e+00
3.137616412339709338e-01,-1.199522188149031381e-15,9.794818844413601511e+00
3.137859425372302447e-01,-1.199522188166891191e-15,9.794818457943282652e+00
3.138078136489361736e-01,-1.199522188184748438e-15,9.794818071499440393e+00
