gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-1.352730778271764159e-04,3.543207813446885412e-03,2.214041970068620843e-03
-1.352730777982976340e-04,3.543207761174226120e-03,2.214042053722360161e-03
-1.352730777694188520e-04,3.543207708901564661e-03,2.214042137376099478e-03
-1.352730777405400429e-04,3.543207656628900599e-03,2.214042221029836627e-03
-1.352730777116612339e-04,3.543207604356235236e-03,2.214042304683572476e-03
-1.352730776827824519e-04,3.543207552083568138e-03,2.214042388337307023e-03
-1.352730776539036429e-04,3.543207499810898872e-03,2.214042471991040702e-03
-1.352730776250248338e-04,3.543207447538227438e-03,2.214042555644772647e-03
-1.352730775961460247e-04,3.543207395265553835e-03,2.214042639298503725e-03
-1.352730775672672428e-04,3.543207342992879365e-03,2.214042722952233502e-03
-1.352730775383884337e-04,3.543207290720202293e-03,2.214042806605961977e-03
-1.352730775095096246e-04,3.543207238447522618e-03,2.214042890259689152e-03
-1.352730774806308156e-04,3.543207186174841643e-03,2.214042973913415459e-03
-1.352730774517520065e-04,3.543207133902158499e-03,2.214043057567140031e-03
-1.352730774228732245e-04,3.543207081629473620e-03,2.214043141220863736e-03
-1.352730773939943884e-04,3.543207029356786573e-03,2.214043224874585707e-03
-1.352730773651155793e-04,3.543206977084097792e-03,2.214043308528306810e-03
-1.352730773362367702e-04,3.543206924811406408e-03,2.214043392182025744e-03
-1.352730773073579612e-04,3.543206872538713290e-03,2.214043475835744679e-03
-1.352730772784791521e-04,3.543206820266018436e-03,2.214043559489462312e-03
-1.352730772496003430e-04,3.543206767993321848e-03,2.214043643143177777e-03
-1.352730772207215340e-04,3.543206715720623092e-03,2.214043726796892375e-03
-1.352730771918427249e-04,3.543206663447922601e-03,2.214043810450606106e-03
-1.352730771629639158e-04,3.543206611175219942e-03,2.214043894104318101e-03
-1.352730771340850797e-04,3.543206558902514680e-03,2.214043977758028796e-03
-1.352730771052062977e-04,3.543206506629808118e-03,2.214044061411739057e-03
-1.352730770763274886e-04,3.543206454357099820e-03,2.214044145065447149e-03
-1.352730770474486525e-04,3.543206402084389355e-03,2.214044228719154375e-03
-1.352730770185698705e-04,3.543206349811676720e-03,2.214044312372860299e-03
-1.352730769896910072e-04,3.543206297538962352e-03,2.214044396026564922e-03
-1.352730769608121982e-04,3.543206245266245814e-03,2.214044479680268244e-03
-1.352730769319333891e-04,3.543206192993527542e-03,2.214044563333970699e-03
-1.352730769030545529e-04,3.543206140720806668e-03,2.214044646987671418e-03
-1.352730768741757710e-04,3.543206088448084493e-03,2.214044730641371271e-03
-1.352730768452969077e-04,3.543206036175360150e-03,2.214044814295069823e-03
-1.352730768164180986e-04,3.543205983902634072e-03,2.214044897948767507e-03
-1.352730767875392896e-04,3.543205931629905825e-03,2.214044981602463023e-03
-1.352730767586604805e-04,3.543205879357174976e-03,2.214045065256157237e-03
-1.352730767297816714e-04,3.543205827084442826e-03,2.214045148909851018e-03
-1.352730767009028352e-04,3.543205774811709376e-03,2.214045232563543065e-03
-1.352730766720239991e-04,3.543205722538972889e-03,2.214045316217234244e-03
-1.352730766431451900e-04,3.543205670266235535e-03,2.214045399870923254e-03
-1.352730766142663809e-04,3.543205617993495579e-03,2.214045483524612265e-03
-1.352730765853875448e-04,3.543205565720753021e-03,2.214045567178299107e-03
-1.352730765565087086e-04,3.543205513448009162e-03,2.214045650831985082e-03
-1.352730765276298995e-04,3.543205461175263134e-03,2.214045734485669756e-03
-1.352730764987510634e-04,3.543205408902515372e-03,2.214045818139353129e-03
-1.352730764698722272e-04,3.543205356629765008e-03,2.214045901793036068e-03
-1.352730764409933910e-04,3.543205304357013342e-03,2.214045985446716405e-03
-1.352730764121145820e-04,3.543205252084259509e-03,2.214046069100395874e-03
-1.352730763832357187e-04,3.543205199811503940e-03,2.214046152754074043e-03
-1.352730763543569096e-04,3.543205147538746203e-03,2.214046236407751778e-03
-1.352730763254780734e-04,3.543205095265986732e-03,2.214046320061427344e-03
-1.352730762965992373e-04,3.543205042993225092e-03,2.214046403715101610e-03
-1.352730762677204011e-04,3.543204990720461717e-03,2.214046487368775441e-03
-1.352730762388415920e-04,3.543204938447695306e-03,2.214046571022447538e-03
-1.352730762099627288e-04,3.543204886174928028e-03,2.214046654676118768e-03
-1.352730761810839197e-04,3.543204833902158582e-03,2.214046738329788697e-03
-1.352730761522050835e-04,3.543204781629386967e-03,2.214046821983456023e-03
-1.352730761233262473e-04,3.543204729356613618e-03,2.214046905637123783e-03
-1.352730760944474112e-04,3.543204677083838534e-03,2.214046989290789809e-03
-1.352730760655685750e-04,3.543204624811061281e-03,2.214047072944454100e-03
-1.352730760366897388e-04,3.543204572538281860e-03,2.214047156598117523e-03
-1.352730760078108756e-04,3.543204520265501138e-03,2.214047240251779645e-03
-1.352730759789320665e-04,3.543204467992716947e-03,2.214047323905440467e-03
-1.352730759500532032e-04,3.543204415719932755e-03,2.214047407559099987e-03
-1.352730759211743670e-04,3.543204363447145528e-03,2.214047491212758640e-03
-1.352730758922955038e-04,3.543204311174355699e-03,2.214047574866415125e-03
-1.352730758634166947e-04,3.543204258901565436e-03,2.214047658520071175e-03
-1.352730758345378314e-04,3.543204206628771703e-03,2.214047742173725925e-03
-1.352730758056589681e-04,3.543204154355976670e-03,2.214047825827379374e-03
-1.352730757767801320e-04,3.543204102083179902e-03,2.214047909481031522e-03
-1.352730757479012958e-04,3.543204049810380965e-03,2.214047993134682368e-03
-1.352730757190224325e-04,3.543203997537580294e-03,2.214048076788331914e-03
-1.352730756901435964e-04,3.543203945264776587e-03,2.214048160441980159e-03
-1.352730756612647602e-04,3.543203892991972446e-03,2.214048244095627536e-03
-1.352730756323858969e-04,3.543203840719165703e-03,2.214048327749273178e-03
-1.352730756035070607e-04,3.543203788446356358e-03,2.214048411402917953e-03
-1.352730755746282246e-04,3.543203736173545712e-03,2.214048495056560994e-03
-1.352730755457493884e-04,3.543203683900733765e-03,2.214048578710203167e-03
-1.352730755168705251e-04,3.543203631627918349e-03,2.214048662363844039e-03
-1.352730754879916889e-04,3.543203579355102065e-03,2.214048746017483610e-03
-1.352730754591128257e-04,3.543203527082282745e-03,2.214048829671121880e-03
-1.352730754302339624e-04,3.543203474809462992e-03,2.214048913324758849e-03
-1.352730754013550991e-04,3.543203422536640636e-03,2.214048996978394950e-03
-1.352730753724762629e-04,3.543203370263816113e-03,2.214049080632029317e-03
-1.352730753435973997e-04,3.543203317990988987e-03,2.214049164285662816e-03
-1.352730753147185635e-04,3.543203265718161427e-03,2.214049247939294581e-03
-1.352730752858397002e-04,3.543203213445330398e-03,2.214049331592925912e-03
-1.352730752569608640e-04,3.543203161172498068e-03,2.214049415246555075e-03
-1.352730752280820279e-04,3.543203108899664004e-03,2.214049498900183370e-03
-1.352730751992031375e-04,3.543203056626827770e-03,2.214049582553810364e-03
-1.352730751703243013e-04,3.543203004353989369e-03,2.214049666207436925e-03
-1.352730751414454109e-04,3.543202952081149232e-03,2.214049749861061317e-03
-1.352730751125665477e-04,3.543202899808307361e-03,2.214049833514684408e-03
-1.352730750836876844e-04,3.543202847535463322e-03,2.214049917168306198e-03
-1.352730750548088211e-04,3.543202795262617114e-03,2.214050000821927121e-03
-1.352730750259299849e-04,3.543202742989769172e-03,2.214050084475546309e-03
-1.352730749970511217e-04,3.543202690716918627e-03,2.214050168129164629e-03
-1.352730749681722584e-04,3.543202638444067215e-03,2.214050251782782083e-03
-1.352730749392933951e-04,3.543202586171212767e-03,2.214050335436397801e-03
-1.352730749104145318e-04,3.543202533898357019e-03,2.214050419090012219e-03
-1.352730748815356415e-04,3.543202481625499101e-03,2.214050502743625769e-03
-1.352730748526568053e-04,3.543202429352639449e-03,2.214050586397237584e-03
-1.352730748237779149e-04,3.543202377079777629e-03,2.214050670050848098e-03
-1.352730747948991058e-04,3.543202324806913640e-03,2.214050753704458179e-03
