ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
