gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200001352730777171e+01,1.199999999999999858e+02,-1.836970198721030427e-16,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200002705461550789e+01,1.199999999999999858e+02,-3.673940397442059375e-16,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200004058192322276e+01,1.199999999999999858e+02,-5.510910596163090542e-16,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200005410923090921e+01,1.199999999999999858e+02,-7.347880794884123680e-16,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200006763653856012e+01,1.199999999999999858e+02,-9.184850993605155833e-16,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200008116384618972e+01,1.199999999999999858e+02,-1.102182119232617911e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200009469115378380e+01,1.199999999999999858e+02,-1.285879139104720239e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200010821846134945e+01,1.199999999999999858e+02,-1.469576158976822567e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200012174576888668e+01,1.199999999999999858e+02,-1.653273178848924895e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200013527307640260e+01,1.199999999999999858e+02,-1.836970198721028011e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200014880038387588e+01,1.199999999999999858e+02,-2.020667218593132311e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200016232769133495e+01,1.199999999999999858e+02,-2.204364238465236611e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200017585499875850e+01,1.199999999999999858e+02,-2.388061258337340911e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200018938230614651e+01,1.199999999999999858e+02,-2.571758278209445211e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200020290961351321e+01,1.199999999999999858e+02,-2.755455298081549511e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200021643692085149e+01,1.199999999999999858e+02,-2.939152317953653811e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200022996422815424e+01,1.199999999999999858e+02,-3.122849337825758111e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200024349153544279e+01,1.199999999999999858e+02,-3.306546357697862411e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200025701884268869e+01,1.199999999999999858e+02,-3.490243377569966711e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200027054614990618e+01,1.199999999999999858e+02,-3.673940397442071011e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
3.200028407345710235e+01,1.199999999999999858e+02,-3.857637417314175311e-15,1.500000000000000000e+01,-9.184850993605149917e-16,1.836970198721029983e-15
