gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200009765497735970e+01,1.200000317236632696e+02,-1.396097351027979663e-15,5.055842472777761110e+00,3.230860085249198654e+00,7.347880794884118750e-16
3.200010217261075240e+01,1.200000352179690140e+02,-1.469576158976820200e-15,4.951863952090416632e+00,3.388073700495235485e+00,7.347880794884118750e-16
3.200010659448317796e+01,1.200000388770719155e+02,-1.543054966925660737e-15,4.842998539453770235e+00,3.541943696171446110e+00,7.347880794884118750e-16
3.200011091623077419e+01,1.200000426973608398e+02,-1.616533774874501274e-15,4.729353671933688830e+00,3.692318221086494212e+00,7.347880794884118750e-16
3.200011513358849413e+01,1.200000466750656472e+02,-1.690012582823341810e-15,4.611041503311219536e+00,3.839048873710962262e+00,7.347880794884118750e-16
3.200011924239431238e+01,1.200000508062608731e+02,-1.763491390772182347e-15,4.488178793419128176e+00,3.981990848596066446e+00,7.347880794884118750e-16
3.200012323859335339e+01,1.200000550868695228e+02,-1.836970198721024461e-15,4.360886792920998012e+00,4.121003079266892577e+00,7.347880794884118750e-16
3.200012711824183498e+01,1.200000595126671357e+02,-1.910449006669866970e-15,4.229291123654022044e+00,4.255948377433788288e+00,7.347880794884118750e-16
3.200013087751101182e+01,1.200000640792860054e+02,-1.983927814618709479e-15,4.093521654656330000e+00,4.386693568379230079e+00,7.347880794884118750e-16
3.200013451269094844e+01,1.200000687822194152e+02,-2.057406622567551988e-15,3.953712374002288144e+00,4.513109622384680719e+00,7.347880794884118750e-16
3.200013802019415721e+01,1.200000736168261852e+02,-2.130885430516394497e-15,3.810001256572561168e+00,4.635071782067188728e+00,7.347880794884118750e-16
3.200014139655915102e+01,1.200000785783351063e+02,-2.204364238465237006e-15,3.662530127889621845e+00,4.752459685499796471e+00,7.347880794884118750e-16
3.200014463845386814e+01,1.200000836618497857e+02,-2.277843046414079514e-15,3.511444524153077396e+00,4.865157484994229620e+00,7.347880794884118750e-16
3.200014774267896200e+01,1.200000888623534223e+02,-2.351321854362922023e-15,3.356893548613028688e+00,4.973053961428552938e+00,7.347880794884118750e-16
3.200015070617092050e+01,1.200000941747136949e+02,-2.424800662311764532e-15,3.199029724423168908e+00,5.076042634007030152e+00,7.347880794884118750e-16
3.200015352600514973e+01,1.200000995936880059e+02,-2.498279470260607041e-15,3.038008844118842866e+00,5.174021865343796378e+00,7.347880794884118750e-16
3.200015619939879485e+01,1.200001051139284556e+02,-2.571758278209449550e-15,2.873989815868625453e+00,5.266894961766697136e+00,7.347880794884118750e-16
3.200015872371356096e+01,1.200001107299872132e+02,-2.645237086158292059e-15,2.707134506651140526e+00,5.354570268742271821e+00,7.347880794884118750e-16
3.200016109645823548e+01,1.200001164363219459e+02,-2.718715894107134567e-15,2.537607582511902216e+00,5.436961261327700967e+00,7.347880794884118750e-16
3.200016331529121771e+01,1.200001222273011336e+02,-2.792194702055977076e-15,2.365576346057800095e+00,5.513986629560487351e+00,7.347880794884118750e-16
3.200016537802278549e+01,1.200001280972098243e+02,-2.865673510004819585e-15,2.191210571349633263e+00,5.585570358701572147e+00,7.347880794884118750e-16
3.200016728261727650e+01,1.200001340402550767e+02,-2.939152317953662094e-15,2.014682336355602565e+00,5.651641804252701462e+00,7.347880794884118750e-16
3.200016902719507073e+01,1.200001400505718152e+02,-3.012631125902504603e-15,1.836165853131135339e+00,5.712135761674018042e+00,7.347880794884118750e-16
3.200017061003450181e+01,1.200001461222286281e+02,-3.086109933851347112e-15,1.655837295892617966e+00,5.766992530733070055e+00,7.347880794884118750e-16
3.200017202957347706e+01,1.200001522492334374e+02,-3.159588741800189620e-15,1.473874627154714290e+00,5.816157974421736654e+00,7.347880794884118750e-16
3.200017328441109754e+01,1.200001584255396949e+02,-3.233067549749032129e-15,1.290457422102849083e+00,5.859583572382909722e+00,7.347880794884118750e-16
3.200017437330898673e+01,1.200001646450520667e+02,-3.306546357697874638e-15,1.105766691374181265e+00,5.897226468794240617e+00,7.347880794884118750e-16
3.200017529519252690e+01,1.200001709016326430e+02,-3.380025165646717147e-15,9.199847024219578451e-01,5.929049514661652864e+00,7.347880794884118750e-16
3.200017604915194624e+01,1.200001771891069779e+02,-3.453503973595559656e-15,7.332947996395431378e-01,5.955021304480917266e+00,7.347880794884118750e-16
3.200017663444315730e+01,1.200001835012700298e+02,-3.526982781544402165e-15,5.458812234216384729e-01,5.975116207231094378e+00,7.347880794884118750e-16
3.200017705048856698e+01,1.200001898318924276e+02,-3.600461589493241912e-15,3.579289283412553369e-01,5.989314391669257276e+00,7.347880794884118750e-16
3.200017729687758106e+01,1.200001961747266535e+02,-3.673940397442080477e-15,1.696234006218827473e-01,5.997601845901532336e+00,7.347880794884118750e-16
3.200017737336703760e+01,1.200002025235130390e+02,-3.747419205390919042e-15,-1.884952491502234206e-02,5.999970391211149945e+00,7.347880794884118750e-16
3.200017727988146277e+01,1.200002088719861177e+02,-3.820898013339757606e-15,-2.073038482465670018e-01,5.996417690129846711e+00,7.347880794884118750e-16
3.200017701651310631e+01,1.200002152138807077e+02,-3.894376821288596171e-15,-3.955535877079892626e-01,5.986947248744666439e+00,7.347880794884118750e-16
3.200017658352187055e+01,1.200002215429380641e+02,-3.967855629237434735e-15,-5.834129635341070985e-01,5.971568413237878126e+00,7.347880794884118750e-16
3.200017598133509722e+01,1.200002278529122037e+02,-4.041334437186273300e-15,-7.706965812015176276e-01,5.950296360663416273e+00,7.347880794884118750e-16
3.200017521054704162e+01,1.200002341375759158e+02,-4.114813245135111864e-15,-9.572196143906082089e-01,5.923152083968965087e+00,7.347880794884118750e-16
3.200017427191840369e+01,1.200002403907270008e+02,-4.188292053083950429e-15,-1.142797987386819925e+00,5.890162371278455211e+00,7.347880794884118750e-16
3.200017316637546827e+01,1.200002466061943096e+02,-4.261770861032788993e-15,-1.327248556741154051e+00,5.851359779455414412e+00,7.347880794884118750e-16
3.200017189500929504e+01,1.200002527778439543e+02,-4.335249668981627558e-15,-1.510389292010644979e+00,5.806782601973280222e+00,7.347880794884118750e-16
3.200017045907456037e+01,1.200002588995852335e+02,-4.408728476930466122e-15,-1.692039455400430548e+00,5.756474831124358538e+00,7.347880794884118750e-16
3.200016885998835647e+01,1.200002649653767293e+02,-4.482207284879304687e-15,-1.872019780130135480e+00,5.700486114604746746e+00,7.347880794884118750e-16
3.200016709932879877e+01,1.200002709692322043e+02,-4.555686092828143251e-15,-2.050152647348538970e+00,5.638871706518049365e+00,7.347880794884118750e-16
3.200016517883342715e+01,1.200002769052265847e+02,-4.629164900776981816e-15,-2.226262261421938504e+00,5.571692412846250164e+00,7.347880794884118750e-16
3.200016310039755751e+01,1.200002827675017727e+02,-4.702643708725820381e-15,-2.400174823423215198e+00,5.499014531441551057e+00,7.347880794884118750e-16
3.200016086607234200e+01,1.200002885502723871e+02,-4.776122516674658945e-15,-2.571718702650391375e+00,5.420909786598389069e+00,7.347880794884118750e-16
3.200015847806279368e+01,1.200002942478315049e+02,-4.849601324623497510e-15,-2.740724606005413566e+00,5.337455258270225045e+00,7.347880794884118750e-16
3.200015593872559805e+01,1.200002998545563457e+02,-4.923080132572336074e-15,-2.907025745066000866e+00,5.248733306000930909e+00,7.347880794884118750e-16
3.200015325056676119e+01,1.200003053649137428e+02,-4.996558940521174639e-15,-3.070458000685679423e+00,5.154831487645867405e+00,7.347880794884118750e-16
3.200015041623916545e+01,1.200003107734656282e+02,-5.070037748470013203e-15,-3.230860084959568113e+00,5.055842472962844170e+00,7.347880794884118750e-16
3.200014743853997601e+01,1.200003160748744051e+02,-5.143516556418851768e-15,-3.388073700396067700e+00,4.951863952158267246e+00,7.347880794884118750e-16
3.200014432040779866e+01,1.200003212639082477e+02,-5.216995364367690332e-15,-3.541943696137372033e+00,4.842998539478690745e+00,7.347880794884118750e-16
3.200014106491986610e+01,1.200003263354461609e+02,-5.290474172316528897e-15,-3.692318221074633477e+00,4.729353671942948978e+00,7.347880794884118750e-16
3.200013767528893993e+01,1.200003312844831953e+02,-5.363952980265367461e-15,-3.839048873706676801e+00,4.611041503314788237e+00,7.347880794884118750e-16
3.200013415486019142e+01,1.200003361061352365e+02,-5.437431788214206026e-15,-3.981990848594358479e+00,4.488178793420643409e+00,7.347880794884118750e-16
3.200013050710784768e+01,1.200003407956439077e+02,-5.510910596163044590e-15,-4.121003079266059466e+00,4.360886792921785826e+00,7.347880794884118750e-16
3.200012673563180243e+01,1.200003453483812024e+02,-5.584389404111883155e-15,-4.255948377433257157e+00,4.229291123654556728e+00,7.347880794884118750e-16
3.200012284415404196e+01,1.200003497598541600e+02,-5.657868212060721720e-15,-4.386693568378802865e+00,4.093521654656788300e+00,7.347880794884118750e-16
3.200011883651499289e+01,1.200003540257091572e+02,-5.731347020009560284e-15,-4.513109622384291697e+00,3.953712374002731345e+00,7.347880794884118750e-16
3.200011471666971374e+01,1.200003581417363563e+02,-5.804825827958398849e-15,-4.635071782066817470e+00,3.810001256573012363e+00,7.347880794884118750e-16
3.200011048868397978e+01,1.200003621038737265e+02,-5.878304635907237413e-15,-4.752459685499440312e+00,3.662530127890084586e+00,7.347880794884118750e-16
3.200010615673031111e+01,1.200003659082111369e+02,-5.951783443856075978e-15,-4.865157484993887671e+00,3.511444524153550351e+00,7.347880794884118750e-16
3.200010172508383022e+01,1.200003695509941508e+02,-6.025262251804914542e-15,-4.973053961428226977e+00,3.356893548613512301e+00,7.347880794884118750e-16
3.200009719811802000e+01,1.200003730286278341e+02,-6.098741059753753107e-15,-5.076042634006718401e+00,3.199029724423663179e+00,7.347880794884118750e-16
3.200009258030046766e+01,1.200003763376801516e+02,-6.172219867702591671e-15,-5.174021865343499726e+00,3.038008844119346463e+00,7.347880794884118750e-16
3.200008787618838113e+01,1.200003794748855057e+02,-6.245698675651430236e-15,-5.266894961766418248e+00,2.873989815869137932e+00,7.347880794884118750e-16
3.200008309042416954e+01,1.200003824371478771e+02,-6.319177483600268800e-15,-5.354570268742008032e+00,2.707134506651661887e+00,7.347880794884118750e-16
3.200007822773078914e+01,1.200003852215438656e+02,-6.392656291549107365e-15,-5.436961261327454054e+00,2.537607582512430682e+00,7.347880794884118750e-16
3.200007329290715319e+01,1.200003878253256175e+02,-6.466135099497945929e-15,-5.513986629560257313e+00,2.365576346058336998e+00,7.347880794884118750e-16
3.200006829082330739e+01,1.200003902459235690e+02,-6.539613907446784494e-15,-5.585570358701358984e+00,2.191210571350176828e+00,7.347880794884118750e-16
3.200006322641571899e+01,1.200003924809488609e+02,-6.613092715395623059e-15,-5.651641804252505175e+00,2.014682336356152792e+00,7.347880794884118750e-16
3.200005810468235268e+01,1.200003945281958266e+02,-6.686571523344461623e-15,-5.712135761673838630e+00,1.836165853131691339e+00,7.347880794884118750e-16
3.200005293067773238e+01,1.200003963856441374e+02,-6.760050331293300188e-15,-5.766992530732908406e+00,1.655837295893179295e+00,7.347880794884118750e-16
3.200004770950797450e+01,1.200003980514606781e+02,-6.833529139242138752e-15,-5.816157974421592769e+00,1.473874627155280281e+00,7.347880794884118750e-16
3.200004244632575023e+01,1.200003995240015371e+02,-6.907007947190977317e-15,-5.859583572382785377e+00,1.290457422103419516e+00,7.347880794884118750e-16
3.200003714632517671e+01,1.200004008018134982e+02,-6.980486755139815881e-15,-5.897226468794134036e+00,1.105766691374755251e+00,7.347880794884118750e-16
3.200003181473672953e+01,1.200004018836355897e+02,-7.053965563088654446e-15,-5.929049514661563158e+00,9.199847024225348280e-01,7.347880794884118750e-16
3.200002645682202029e+01,1.200004027684001358e+02,-7.127444371037493799e-15,-5.955021304480846212e+00,7.332947996401226742e-01,7.347880794884118750e-16
3.200002107786868066e+01,1.200004034552340499e+02,-7.200923178986332364e-15,-5.975116207231041088e+00,5.458812234222198967e-01,7.347880794884118750e-16
3.200001568318509015e+01,1.200004039434595171e+02,-7.274401986935170928e-15,-5.989314391669221749e+00,3.579289283418382039e-01,7.347880794884118750e-16
