q0 (),q1,q2,q3
3.699544785255190129e-17,6.041815138586826839e-01,7.968467219681777403e-01,4.879278937346948975e-17
3.691876150431281106e-17,6.029291307504676123e-01,7.977947501033617606e-01,4.885083935453222529e-17
3.684198378942012972e-17,6.016752555115638668e-01,7.987408133462908788e-01,4.890876902064442923e-17
3.676511492433301871e-17,6.004198916770178140e-01,7.996849089976365565e-01,4.896657820651990332e-17
3.668815512306531858e-17,5.991630427419406546e-01,8.006270344000503414e-01,4.902426674944297718e-17
3.661110459744882517e-17,5.979047121658082053e-01,8.015671869343966582e-01,4.908183448903784670e-17
3.653396355737058879e-17,5.966449033763360221e-01,8.025053640163676283e-01,4.913928126706130690e-17
3.645673221098657229e-17,5.953836197729691637e-01,8.034415630934439445e-01,4.919660692721661782e-17
3.637941076491433033e-17,5.941208647300281198e-01,8.043757816421648332e-01,4.925381131498637686e-17
3.630199942440649716e-17,5.928566415995429884e-01,8.053080171656749053e-01,4.931089427748227783e-17
3.622449839350711666e-17,5.915909537138058782e-01,8.062382671915229171e-01,4.936785566331035128e-17
3.614690787519252178e-17,5.903238043876717356e-01,8.071665292696829086e-01,4.942469532244977573e-17
3.606922807149820560e-17,5.890551969206305749e-01,8.080928009707778470e-01,4.948141310614411353e-17
3.599145918363309520e-17,5.877851345986736531e-01,8.090170798844849021e-01,4.953800886680365227e-17
3.591360141208257198e-17,5.865136206959756793e-01,8.099393636181027034e-01,4.959448245791768722e-17
3.583565495670117512e-17,5.852406584764089370e-01,8.108596497952647031e-01,4.965083373397573378e-17
3.575762001679616541e-17,5.839662511949079704e-01,8.117779360547844325e-01,4.970706255039682587e-17
3.567949679120271966e-17,5.826904020986977129e-01,8.126942200496186652e-01,4.976316876346601261e-17
3.560128547835171733e-17,5.814131144284003794e-01,8.136084994459360509e-01,4.981915223027733230e-17
3.552298627633074162e-17,5.801343914190316697e-01,8.145207719222817833e-01,4.987501280868268437e-17
3.544459938293901627e-17,5.788542363008979397e-01,8.154310351688266456e-01,4.993075035724581663e-17
3.536612499573682642e-17,5.775726523004036661e-01,8.163392868866945484e-01,4.998636473520116886e-17
3.528756331209008932e-17,5.762896426407787542e-01,8.172455247873575690e-01,5.004185580241681492e-17
3.520891452921040743e-17,5.750052105427332361e-01,8.181497465920936074e-01,5.009722341936128121e-17
3.513017884419114038e-17,5.737193592250457996e-01,8.190519500314999979e-01,5.015246744707371790e-17
3.505135645403984684e-17,5.724320919050940315e-01,8.199521328450569690e-01,5.020758774713721942e-17
3.497244755570749703e-17,5.711434117993314796e-01,8.208502927807355132e-01,5.026258418165477651e-17
3.489345234611472702e-17,5.698533221237160884e-01,8.217464275946468888e-01,5.031745661322782905e-17
3.481437102217544907e-17,5.685618260940962232e-01,8.226405350507272063e-01,5.037220490493695750e-17
3.473520378081812004e-17,5.672689269265575041e-01,8.235326129204549872e-01,5.042682892032457106e-17
3.465595081900480352e-17,5.659746278377345563e-01,8.244226589825984775e-01,5.048132852337945713e-17
3.457661233374833986e-17,5.646789320450912308e-01,8.253106710229882736e-01,5.053570357852284059e-17
3.449718852212772894e-17,5.633818427671719586e-01,8.261966468343148184e-01,5.058995395059599015e-17
3.441767958130200923e-17,5.620833632238281252e-01,8.270805842159457688e-01,5.064407950484904480e-17
3.433808570852266380e-17,5.607834966364207974e-01,8.279624809737633484e-01,5.069808010693102980e-17
3.425840710114473840e-17,5.594822462280026887e-01,8.288423349200187973e-01,5.075195562288097587e-17
3.417864395663689322e-17,5.581796152234814734e-01,8.297201438732014767e-01,5.080570591911987648e-17
3.409879647259029610e-17,5.568756068497661138e-01,8.305959056579226285e-01,5.085933086244359426e-17
3.401886484672670216e-17,5.555702243358976444e-01,8.314696181048111256e-01,5.091283032001645768e-17
3.393884927690559670e-17,5.542634709131668558e-01,8.323412790504199910e-01,5.096620415936553562e-17
3.385874996113064171e-17,5.529553498152188773e-01,8.332108863371439078e-01,5.101945224837562077e-17
3.377856709755541351e-17,5.516458642781472133e-01,8.340784378131448351e-01,5.107257445528462582e-17
3.369830088448850581e-17,5.503350175405770095e-01,8.349439313322858380e-01,5.112557064867956521e-17
3.361795152039813951e-17,5.490228128437402155e-01,8.358073647540726903e-01,5.117844069749297449e-17
3.353751920391616872e-17,5.477092534315411987e-01,8.366687359436013605e-01,5.123118447099967471e-17
3.345700413384175998e-17,5.463943425506166962e-01,8.375280427715118270e-01,5.128380183881397443e-17
3.337640650914454777e-17,5.450780834503875516e-01,8.383852831139465556e-01,5.133629267088710596e-17
3.329572652896751258e-17,5.437604793831053440e-01,8.392404548525145280e-01,5.138865683750503745e-17
3.321496439262950157e-17,5.424415336038937996e-01,8.400935558742584908e-01,5.144089420928643917e-17
3.313412029962737947e-17,5.411212493707842075e-01,8.409445840716268661e-01,5.149300465718100713e-17
3.305319444963807468e-17,5.397996299447480606e-01,8.417935373424489942e-01,5.154498805246790384e-17
3.297218704252018778e-17,5.384766785897241448e-01,8.426404135899125958e-01,5.159684426675441486e-17
3.289109827831555695e-17,5.371523985726435191e-01,8.434852107225448981e-01,5.164857317197476541e-17
3.280992835725049059e-17,5.358267931634499437e-01,8.443279266541960926e-01,5.170017464038912203e-17
3.272867747973690742e-17,5.344998656351184207e-01,8.451685593040244582e-01,5.175164854458267427e-17
3.264734584637330407e-17,5.331716192636710705e-01,8.460071065964842596e-01,5.180299475746490748e-17
3.256593365794553785e-17,5.318420573281897878e-01,8.468435664613143121e-01,5.185421315226886940e-17
3.248444111542751691e-17,5.305111831108275666e-01,8.476779368335299880e-01,5.190530360255073874e-17
3.240286841998178578e-17,5.291789998968180475e-01,8.485102156534142237e-01,5.195626598218920893e-17
3.232121577295995059e-17,5.278455109744824014e-01,8.493404008665121907e-01,5.200710016538519839e-17
3.223948337590305503e-17,5.265107196352358798e-01,8.501684904236254114e-01,5.205780602666150547e-17
3.215767143054187000e-17,5.251746291735918115e-01,8.509944822808079845e-01,5.210838344086252490e-17
3.207578013879707233e-17,5.238372428871651554e-01,8.518183743993629209e-01,5.215883228315407528e-17
3.199380970277941120e-17,5.224985640766749428e-01,8.526401647458398125e-01,5.220915242902323263e-17
3.191176032478973276e-17,5.211585960459447220e-01,8.534598512920333890e-01,5.225934375427823798e-17
3.182963220731903563e-17,5.198173421019034457e-01,8.542774320149822964e-01,5.230940613504843570e-17
3.174742555304838460e-17,5.184748055545840284e-01,8.550929048969686530e-01,5.235933944778423658e-17
3.166514056484888599e-17,5.171309897171231240e-01,8.559062679255180495e-01,5.240914356925713010e-17
3.158277744578148425e-17,5.157858979057576843e-01,8.567175190934006590e-01,5.245881837655972762e-17
3.150033639909686955e-17,5.144395334398232933e-01,8.575266563986316815e-01,5.250836374710582396e-17
3.141781762823524354e-17,5.130918996417506150e-01,8.583336778444731197e-01,5.255777955863047139e-17
3.133522133682609136e-17,5.117429998370615074e-01,8.591385814394353337e-01,5.260706568919010289e-17
3.125254772868794129e-17,5.103928373543650254e-01,8.599413651972793726e-01,5.265622201716266771e-17
3.116979700782804422e-17,5.090414155253526474e-01,8.607420271370193054e-01,5.270524842124774850e-17
3.108696937844214567e-17,5.076887376847937228e-01,8.615405652829242200e-01,5.275414478046672151e-17
3.100406504491407287e-17,5.063348071705296993e-01,8.623369776645221085e-01,5.280291097416297848e-17
3.092108421181548204e-17,5.049796273234690158e-01,8.631312623166017550e-01,5.285154688200204375e-17
3.083802708390540854e-17,5.036232014875806628e-01,8.639234172792168431e-01,5.290005238397180226e-17
3.075489386612996484e-17,5.022655330098885207e-01,8.647134405976887317e-01,5.294842736038272143e-17
3.067168476362190915e-17,5.009066252404649200e-01,8.655013303226104515e-01,5.299667169186804838e-17
3.058839998170028178e-17,4.995464815324242025e-01,8.662870845098495920e-01,5.304478525938400098e-17
3.050503972586998606e-17,4.981851052419159487e-01,8.670707012205528530e-01,5.309276794421005750e-17
3.042160420182132614e-17,4.968224997281180944e-01,8.678521785211489314e-01,5.314061962794911685e-17
3.033809361542964948e-17,4.954586683532298808e-01,8.686315144833534063e-01,5.318834019252782526e-17
3.025450817275483542e-17,4.940936144824646936e-01,8.694087071841721803e-01,5.323592952019674875e-17
3.017084808004091296e-17,4.927273414840431243e-01,8.701837547059052547e-01,5.328338749353061974e-17
3.008711354371557398e-17,4.913598527291851426e-01,8.709566551361517250e-01,5.333071399542866983e-17
3.000330477038972329e-17,4.899911515921030469e-01,8.717274065678127792e-01,5.337790890911476533e-17
2.991942196685702875e-17,4.886212414499935264e-01,8.724960070990968042e-01,5.342497211813776478e-17
2.983546534009340974e-17,4.872501256830299443e-01,8.732624548335233827e-01,5.347190350637172846e-17
2.975143509725661193e-17,4.858778076743551222e-01,8.740267478799275125e-01,5.351870295801619573e-17
2.966733144568572036e-17,4.845042908100731238e-01,8.747888843524637137e-01,5.356537035759644388e-17
2.958315459290067263e-17,4.831295784792417614e-01,8.755488623706104701e-01,5.361190558996372847e-17
2.949890474660174115e-17,4.817536740738640466e-01,8.763066800591748917e-01,5.365830854029561614e-17
2.941458211466911409e-17,4.803765809888808636e-01,8.770623355482968231e-01,5.370457909409617568e-17
2.933018690516234072e-17,4.789983026221626972e-01,8.778158269734529506e-01,5.375071713719629846e-17
2.924571932631988764e-17,4.776188423745017508e-01,8.785671524754615769e-01,5.379672255575393268e-17
2.916117958655860263e-17,4.762382036496032867e-01,8.793163102004869502e-01,5.384259523625437297e-17
2.907656789447324010e-17,4.748563898540783534e-01,8.800632983000435949e-01,5.388833506551053163e-17
2.899188445883596188e-17,4.734734043974350715e-01,8.808081149310006408e-01,5.393394193066319740e-17
2.890712948859581951e-17,4.720892506920704168e-01,8.815507582555864863e-01,5.397941571918130670e-17
2.882230319287826743e-17,4.707039321532620613e-01,8.822912264413929062e-01,5.402475631886222090e-17
2.873740578098463287e-17,4.693174521991603787e-01,8.830295176613796038e-01,5.406996361783198521e-17
2.865243746239166605e-17,4.679298142507800073e-01,8.837656300938787624e-01,5.411503750454561834e-17
2.856739844675094230e-17,4.665410217319913011e-01,8.844995619225990424e-01,5.415997786778735282e-17
2.848228894388845534e-17,4.651510780695125025e-01,8.852313113366303554e-01,5.420478459667092470e-17
2.839710916380401327e-17,4.637599866929009718e-01,8.859608765304483047e-01,5.424945758063984470e-17
2.831185931667080107e-17,4.623677510345451380e-01,8.866882557039181822e-01,5.429399670946766320e-17
2.822653961283479504e-17,4.609743745296556172e-01,8.874134470622996318e-01,5.433840187325822298e-17
2.814115026281433143e-17,4.595798606162576627e-01,8.881364488162509785e-01,5.438267296244594264e-17
2.805569147729952097e-17,4.581842127351818394e-01,8.888572591818337809e-01,5.442680986779610634e-17
2.797016346715176195e-17,4.567874343300563078e-01,8.895758763805168279e-01,5.447081248040507328e-17
2.788456644340324107e-17,4.553895288472979974e-01,8.902922986391805793e-01,5.451468069170059818e-17
2.779890061725637258e-17,4.539904997361043359e-01,8.910065241901218291e-01,5.455841439344207168e-17
2.771316620008334220e-17,4.525903504484448669e-01,8.917185512710575912e-01,5.460201347772078532e-17
2.762736340342552170e-17,4.511890844390524236e-01,8.924283781251297620e-01,5.464547783696019652e-17
2.754149243899297580e-17,4.497867051654148018e-01,8.931360030009092288e-01,5.468880736391621830e-17
2.745555351866397224e-17,4.483832160877666562e-01,8.938414241524003101e-01,5.473200195167743493e-17
2.736954685448441788e-17,4.469786206690804509e-01,8.945446398390447529e-01,5.477506149366540394e-17
2.728347265866736255e-17,4.455729223750583001e-01,8.952456483257263953e-01,5.481798588363489032e-17
2.719733114359245364e-17,4.441661246741230862e-01,8.959444478827754965e-01,5.486077501567418082e-17
2.711112252180545233e-17,4.427582310374104657e-01,8.966410367859721786e-01,5.490342878420525034e-17
2.702484700601766656e-17,4.413492449387597660e-01,8.973354133165516444e-01,5.494594708398410710e-17
2.693850480910545184e-17,4.399391698547056584e-01,8.980275757612081744e-01,5.498832981010103910e-17
2.685209614410968432e-17,4.385280092644697203e-01,8.987175224120986794e-01,5.503057685798081753e-17
2.676562122423524311e-17,4.371157666499518313e-01,8.994052515668478076e-01,5.507268812338300493e-17
2.667908026285046485e-17,4.357024454957213466e-01,9.000907615285516084e-01,5.511466350240221400e-17
2.659247347348663216e-17,4.342880492890088262e-01,9.007740506057817509e-01,5.515650289146832952e-17
2.650580106983745290e-17,4.328725815196973192e-01,9.014551171125898543e-01,5.519820618734677945e-17
2.641906326575851165e-17,4.314560456803135935e-01,9.021339593685114844e-01,5.523977328713880000e-17
2.633226027526677360e-17,4.300384452660198642e-01,9.028105756985705943e-01,5.528120408828168212e-17
2.624539231254002987e-17,4.286197837746049677e-01,9.034849644332831886e-01,5.532249848854902420e-17
2.615845959191638289e-17,4.272000647064757017e-01,9.041571239086616529e-01,5.536365638605096622e-17
2.607146232789371028e-17,4.257792915646483323e-01,9.048270524662191949e-01,5.540467767923447948e-17
2.598440073512914091e-17,4.243574678547397117e-01,9.054947484529733970e-01,5.544556226688358222e-17
2.589727502843853729e-17,4.229345970849591740e-01,9.061602102214504351e-01,5.548631004811959855e-17
2.581008542279594084e-17,4.215106827660992095e-01,9.068234361296894086e-01,5.552692092240142341e-17
2.572283213333306350e-17,4.200857284115273038e-01,9.074844245412460042e-01,5.556739478952573209e-17
2.563551537533873301e-17,4.186597375371768903e-01,9.081431738251971586e-01,5.560773154962730076e-17
2.554813536425839683e-17,4.172327136615390231e-01,9.087996823561439452e-01,5.564793110317914819e-17
2.546069231569356436e-17,4.158046603056536616e-01,9.094539485142169033e-01,5.568799335099287472e-17
2.537318644540128003e-17,4.143755809931007339e-01,9.101059706850791464e-01,5.572791819421884712e-17
2.528561796929359945e-17,4.129454792499915872e-01,9.107557472599306925e-01,5.576770553434649447e-17
2.519798710343703779e-17,4.115143586049603286e-01,9.114032766355122384e-01,5.580735527320449299e-17
2.511029406405203979e-17,4.100822225891547768e-01,9.120485572141096009e-01,5.584686731296104958e-17
2.502253906751250215e-17,4.086490747362287457e-01,9.126915874035567144e-01,5.588624155612412366e-17
2.493472233034514175e-17,4.072149185823319417e-01,9.133323656172405158e-01,5.592547790554168605e-17
2.484684406922904894e-17,4.057797576661024141e-01,9.139708902741044971e-01,5.596457626440194079e-17
2.475890450099510197e-17,4.043435955286571737e-01,9.146071597986523694e-01,5.600353653623357168e-17
2.467090384262544933e-17,4.029064357135835883e-01,9.152411726209523923e-01,5.604235862490597648e-17
2.458284231125297974e-17,4.014682817669308901e-01,9.158729271766407054e-01,5.608104243462950112e-17
2.449472012416076441e-17,4.000291372372008492e-01,9.165024219069258793e-01,5.611958786995568617e-17
2.440653749878154240e-17,3.985890056753396138e-01,9.171296552585921358e-01,5.615799483577751340e-17
2.431829465269718755e-17,3.971478906347288285e-01,9.177546256840035666e-01,5.619626323732961529e-17
2.422999180363814764e-17,3.957057956711765856e-01,9.183773316411076859e-01,5.623439298018848462e-17
2.414162916948294518e-17,3.942627243429090989e-01,9.189977715934393165e-01,5.627238397027279489e-17
2.405320696825757653e-17,3.928186802105612108e-01,9.196159440101246973e-01,5.631023611384353594e-17
2.396472541813504353e-17,3.913736668371683991e-01,9.202318473658848141e-01,5.634794931750432207e-17
2.387618473743478646e-17,3.899276877881576175e-01,9.208454801410392854e-01,5.638552348820156465e-17
2.378758514462213560e-17,3.884807466313385804e-01,9.214568408215100259e-01,5.642295853322471858e-17
2.369892685830776880e-17,3.870328469368945479e-01,9.220659278988256879e-01,5.646025436020655352e-17
2.361021009724720931e-17,3.855839922773742767e-01,9.226727398701241034e-01,5.649741087712330174e-17
2.352143508034024018e-17,3.841341862276826391e-01,9.232772752381572801e-01,5.653442799229495402e-17
2.343260202663039899e-17,3.826834323650719627e-01,9.238795325112941770e-01,5.657130561438546909e-17
2.334371115530441082e-17,3.812317342691331490e-01,9.244795102035248124e-01,5.660804365240297096e-17
2.325476268569166436e-17,3.797790955217869580e-01,9.250772068344638166e-01,5.664464201570000766e-17
2.316575683726366656e-17,3.783255197072750708e-01,9.256726209293544283e-01,5.668110061397376085e-17
2.307669382963349715e-17,3.768710104121513194e-01,9.262657510190712706e-01,5.671741935726624302e-17
2.298757388255527866e-17,3.754155712252728594e-01,9.268565956401249029e-01,5.675359815596458096e-17
2.289839721592363403e-17,3.739592057377913448e-01,9.274451533346650400e-01,5.678963692080118836e-17
2.280916404977310735e-17,3.725019175431436569e-01,9.280314226504838837e-01,5.682553556285397532e-17
2.271987460427768310e-17,3.710437102370437445e-01,9.286154021410202297e-01,5.686129399354663188e-17
2.263052909975016991e-17,3.695845874174729651e-01,9.291970903653627989e-01,5.689691212464877589e-17
2.254112775664174440e-17,3.681245526846720906e-01,9.297764858882536787e-01,5.693238986827619958e-17
2.245167079554132268e-17,3.666636096411316492e-01,9.303535872800919870e-01,5.696772713689111602e-17
2.236215843717505796e-17,3.652017618915831543e-01,9.309283931169375359e-01,5.700292384330231941e-17
2.227259090240580444e-17,3.637390130429908330e-01,9.315009019805139401e-01,5.703797990066544390e-17
2.218296841223255029e-17,3.622753667045420234e-01,9.320711124582123919e-01,5.707289522248312383e-17
2.209329118778988454e-17,3.608108264876386251e-01,9.326390231430953248e-01,5.710766972260530186e-17
2.200355945034743013e-17,3.593453960058878294e-01,9.332046326338996334e-01,5.714230331522933996e-17
2.191377342130934158e-17,3.578790788750938479e-01,9.337679395350401146e-01,5.717679591490030284e-17
2.182393332221371953e-17,3.564118787132484756e-01,9.343289424566129098e-01,5.721114743651113056e-17
2.173403937473207763e-17,3.549437991405222093e-01,9.348876400143990573e-01,5.724535779530283572e-17
2.164409180066879714e-17,3.534748437792554765e-01,9.354440308298679341e-01,5.727942690686478696e-17
2.155409082196057226e-17,3.520050162539496430e-01,9.359981135301804755e-01,5.731335468713481991e-17
2.146403666067587389e-17,3.505343201912579643e-01,9.365498867481927281e-01,5.734714105239952067e-17
2.137392953901437967e-17,3.490627592199765927e-01,9.370993491224591798e-01,5.738078591929438607e-17
2.128376967930646540e-17,3.475903369710361401e-01,9.376464992972359802e-01,5.741428920480404548e-17
2.119355730401262893e-17,3.461170570774921851e-01,9.381913359224843818e-01,5.744765082626248276e-17
2.110329263572292924e-17,3.446429231745163357e-01,9.387338576538742929e-01,5.748087070135320877e-17
2.101297589715646877e-17,3.431679388993875146e-01,9.392740631527872752e-01,5.751394874810949555e-17
2.092260731116082338e-17,3.416921078914827992e-01,9.398119510863198744e-01,5.754688488491452428e-17
2.083218710071149379e-17,3.402154337922684846e-01,9.403475201272870621e-01,5.757967903050166875e-17
2.074171548891135405e-17,3.387379202452910354e-01,9.408807689542255659e-01,5.761233110395463094e-17
