ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
6.000000000000000000e+00,-3.673940397442059375e-16,7.347880794884118750e-16
5.999999703911870874e+00,1.884955561147647670e-03,7.347880794884118750e-16
5.999997509898982173e+00,5.466370461034494345e-03,7.347880794884118750e-16
5.999990681487112454e+00,1.057459539756273534e-02,7.347880794884118750e-16
5.999975755016993872e+00,1.705694017862811537e-02,7.347880794884118750e-16
5.999948845706365219e+00,2.477597438761823534e-02,7.347880794884118750e-16
5.999905874466851863e+00,3.360799812794682678e-02,7.347880794884118750e-16
5.999842733076321544e+00,4.344166607371420519e-02,7.347880794884118750e-16
5.999755401664579324e+00,5.417674959518856137e-02,7.347880794884118750e-16
5.999640029553901854e+00,6.572302316890145379e-02,7.347880794884118750e-16
5.999492988164217167e+00,7.799926261445425113e-02,7.347880794884118750e-16
5.999310902831160419e+00,9.093234392214208373e-02,7.347880794884118750e-16
5.999090668901331469e+00,1.044564325495750401e-01,7.347880794884118750e-16
5.998829456288419237e+00,1.185122540768907273e-01,7.347880794884118750e-16
5.998524705736302032e+00,1.330464380252612266e-01,7.347880794884118750e-16
5.998174119292436934e+00,1.480109274695355082e-01,7.347880794884118750e-16
5.997775646907957281e+00,1.633624478202813923e-01,7.347880794884118750e-16
5.997327470618448508e+00,1.790620288205267419e-01,7.347880794884118750e-16
5.996827987396393667e+00,1.950745744050558783e-01,7.347880794884118750e-16
5.996275791482378992e+00,2.113684756115943864e-01,7.347880794884118750e-16
5.995669656781241308e+00,2.279152622197806455e-01,7.347880794884118750e-16
5.995008519738377117e+00,2.446892892307862555e-01,7.347880794884118750e-16
5.994291462979965956e+00,2.616674546929641521e-01,7.347880794884118750e-16
5.993517699900643869e+00,2.788289457314248598e-01,7.347880794884118750e-16
5.992686560306479393e+00,2.961550099561002236e-01,7.347880794884118750e-16
5.991797477164681140e+00,3.136287497072841601e-01,7.347880794884118750e-16
5.990849974470052963e+00,3.312349368532260252e-01,7.347880794884118750e-16
5.989843656208486244e+00,3.489598460839807292e-01,7.347880794884118750e-16
5.988778196377068319e+00,3.667911048521148576e-01,7.347880794884118750e-16
5.987653330006546426e+00,3.847175582963646701e-01,7.347880794884118750e-16
5.986468845123323668e+00,4.027291476511513091e-01,7.347880794884118750e-16
5.985224575583513840e+00,4.208168007947757916e-01,7.347880794884118750e-16
5.983920394709884683e+00,4.389723337240056811e-01,7.347880794884118750e-16
5.982556209662895697e+00,4.571883618640398272e-01,7.347880794884118750e-16
5.981131956478964895e+00,4.754582202319288520e-01,7.347880794884118750e-16
5.979647595712020980e+00,4.937758915696909834e-01,7.347880794884118750e-16
5.978103108618030959e+00,5.121359416516593210e-01,7.347880794884118750e-16
5.976498493826151837e+00,5.305334610500441750e-01,7.347880794884118750e-16
5.974833764444388962e+00,5.489640127142197956e-01,7.347880794884118750e-16
5.973108945551838467e+00,5.674235847835444879e-01,7.347880794884118750e-16
5.971324072033764807e+00,5.859085481114775229e-01,7.347880794884118750e-16
5.969479186719758523e+00,6.044156180308445370e-01,7.347880794884118750e-16
5.967574338789047417e+00,6.229418199370335696e-01,7.347880794884118750e-16
5.965609582410597689e+00,6.414844583081176221e-01,7.347880794884118750e-16
5.963584975588990922e+00,6.600410888189166547e-01,7.347880794884118750e-16
5.961500579190127880e+00,6.786094932402413349e-01,7.347880794884118750e-16
5.959356456123639845e+00,6.971876568453356793e-01,7.347880794884118750e-16
5.957152670661472804e+00,7.157737480732848656e-01,7.347880794884118750e-16
5.954889287874428838e+00,7.343661002241158586e-01,7.347880794884118750e-16
5.952566373170594005e+00,7.529631949827857440e-01,7.347880794884118750e-16
5.950183991921460525e+00,7.715636475894822599e-01,7.347880794884118750e-16
5.947742209163284777e+00,7.901661934918789987e-01,7.347880794884118750e-16
5.945241089362719222e+00,8.087696763313918513e-01,7.347880794884118750e-16
5.942680696237170324e+00,8.273730371302269182e-01,7.347880794884118750e-16
5.940061092621503391e+00,8.459753045593206844e-01,7.347880794884118750e-16
5.937382340373815737e+00,8.645755861792232544e-01,7.347880794884118750e-16
5.934644500313966731e+00,8.831730605567540415e-01,7.347880794884118750e-16
5.931847632189358066e+00,9.017669701699585483e-01,7.347880794884118750e-16
5.928991794663247106e+00,9.203566150226170084e-01,7.347880794884118750e-16
5.926077045321504144e+00,9.389413468974233679e-01,7.347880794884118750e-16
5.923103440694304389e+00,9.575205641840224269e-01,7.347880794884118750e-16
5.920071036289749067e+00,9.760937072244740831e-01,7.347880794884118750e-16
5.916979886636857700e+00,9.946602541244302653e-01,7.347880794884118750e-16
5.913830045335755514e+00,1.013219716983487784e+00,7.347880794884118750e-16
5.910621565113198805e+00,1.031771638502822608e+00,7.347880794884118750e-16
5.907354497881907029e+00,1.050315588932395627e+00,7.347880794884118750e-16
5.904028894802379135e+00,1.068851163323780495e+00,7.347880794884118750e-16
5.900644806346133642e+00,1.087377979058064215e+00,7.347880794884118750e-16
5.897202282359463865e+00,1.105895673621313247e+00,7.347880794884118750e-16
5.893701372126979976e+00,1.124403902602862049e+00,7.347880794884118750e-16
5.890142124434362358e+00,1.142902337894123876e+00,7.347880794884118750e-16
5.886524587629817340e+00,1.161390666067887434e+00,7.347880794884118750e-16
5.882848809683903113e+00,1.179868586920036044e+00,7.347880794884118750e-16
5.879114838247417651e+00,1.198335812157443003e+00,7.347880794884118750e-16
5.875322720707133684e+00,1.216792064217431912e+00,7.347880794884118750e-16
5.871472504239243939e+00,1.235237075205621871e+00,7.347880794884118750e-16
5.867564235860401212e+00,1.253670585940322324e+00,7.347880794884118750e-16
5.863597962476301717e+00,1.272092345092823429e+00,7.347880794884118750e-16
5.859573730927798429e+00,1.290502108413961402e+00,7.347880794884118750e-16
5.855491588034523076e+00,1.308899638038354407e+00,7.347880794884118750e-16
5.851351580636082517e+00,1.327284701858507665e+00,7.347880794884118750e-16
5.847153755630841943e+00,1.345657072961811140e+00,7.347880794884118750e-16
5.842898160012389930e+00,1.364016529124127963e+00,7.347880794884118750e-16
5.838584840903733308e+00,1.382362852354303895e+00,7.347880794884118750e-16
5.834213845589317771e+00,1.400695828484510130e+00,7.347880794884118750e-16
5.829785221544957707e+00,1.419015246801812236e+00,7.347880794884118750e-16
5.825299016465775637e+00,1.437320899716856060e+00,7.347880794884118750e-16
5.820755278292228496e+00,1.455612582465938054e+00,7.347880794884118750e-16
5.816154055234342479e+00,1.473890092843124222e+00,7.347880794884118750e-16
5.811495395794220364e+00,1.492153230959401444e+00,7.347880794884118750e-16
5.806779348786944794e+00,1.510401799026162895e+00,7.347880794884118750e-16
5.802005963359952112e+00,1.528635601160574398e+00,7.347880794884118750e-16
5.797175289010976229e+00,1.546854443210643471e+00,7.347880794884118750e-16
5.792287375604635358e+00,1.565058132598009077e+00,7.347880794884118750e-16
5.787342273387772629e+00,1.583246478176675964e+00,7.347880794884118750e-16
5.782340033003601221e+00,1.601419290106095961e+00,7.347880794884118750e-16
5.777280705504749925e+00,1.619576379737164729e+00,7.347880794884118750e-16
5.772164342365277534e+00,1.637717559509825893e+00,7.347880794884118750e-16
5.766990995491727112e+00,1.655842642861131253e+00,7.347880794884118750e-16
5.761760717233281426e+00,1.673951444142698364e+00,7.347880794884118750e-16
5.756473560391086153e+00,1.692043778546633792e+00,7.347880794884118750e-16
5.751129578226804817e+00,1.710119462039064064e+00,7.347880794884118750e-16
5.745728824470443641e+00,1.728178311300512249e+00,7.347880794884118750e-16
5.740271353327524473e+00,1.746220143672438274e+00,7.347880794884118750e-16
5.734757219485622670e+00,1.764244777109322815e+00,7.347880794884118750e-16
5.729186478120350756e+00,1.782252030135731857e+00,7.347880794884118750e-16
5.723559184900792296e+00,1.800241721807874784e+00,7.347880794884118750e-16
5.717875395994466814e+00,1.818213671679190124e+00,7.347880794884118750e-16
5.712135168071825753e+00,1.836167699769565509e+00,7.347880794884118750e-16
5.706338558310335429e+00,1.854103626537829008e+00,7.347880794884118750e-16
5.700485624398173634e+00,1.872021272857166352e+00,7.347880794884118750e-16
5.694576424537572734e+00,1.889920459993191137e+00,7.347880794884118750e-16
5.688611017447826157e+00,1.907801009584387808e+00,7.347880794884118750e-16
5.682589462367998223e+00,1.925662743624695139e+00,7.347880794884118750e-16
5.676511819059349762e+00,1.943505484448013299e+00,7.347880794884118750e-16
5.670378147807514146e+00,1.961329054714436637e+00,7.347880794884118750e-16
5.664188509424421092e+00,1.979133277398050783e+00,7.347880794884118750e-16
5.657942965250019718e+00,1.996917975776124843e+00,7.347880794884118750e-16
5.651641577153784013e+00,2.014682973419561929e+00,7.347880794884118750e-16
5.645284407536047766e+00,2.032428094184483669e+00,7.347880794884118750e-16
5.638871519329157422e+00,2.050153162204834345e+00,7.347880794884118750e-16
5.632402975998474837e+00,2.067858001885895192e+00,7.347880794884118750e-16
5.625878841543233477e+00,2.085542437898630475e+00,7.347880794884118750e-16
5.619299180497263180e+00,2.103206295174771867e+00,7.347880794884118750e-16
5.612664057929589667e+00,2.120849398902560523e+00,7.347880794884118750e-16
5.605973539444926601e+00,2.138471574523103325e+00,7.347880794884118750e-16
