gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-5.410923113087043085e-05,3.543207813447105722e-03,-1.797785958029931352e+00
-5.522236263929808077e-05,3.543207535692502116e-03,-3.417785947425604487e+00
-5.733731195501425319e-05,3.543206063351809175e-03,-4.875785927307500600e+00
-6.035389503519492159e-05,3.543201787822442862e-03,-6.187985898627018422e+00
-6.418194271772101247e-05,3.543192670336915446e-03,-7.368965862240445475e+00
-6.874029723166306548e-05,3.543176422777389797e-03,-8.431847818918491555e+00
-7.395590913846719226e-05,3.543150641685739819e-03,-9.388441569354871064e+00
-7.976302480038607119e-05,3.543112905863641214e-03,-1.024937593417400805e+01
-8.610245538275244513e-05,3.543060845805945033e-03,-1.102421685193798950e+01
-9.292091924745710986e-05,3.542992191488310034e-03,-1.172157366735279638e+01
-1.001704503815632459e-04,3.542904803653123581e-03,-1.234919479065393944e+01
-1.078078662264651702e-04,3.542796692638309954e-03,-1.291405379105349915e+01
-1.157942889307706625e-04,3.542666027917301154e-03,-1.342242688084247604e+01
-1.240947146472579511e-04,3.542511140821183631e-03,-1.387996265108290217e+01
-1.326776260345816679e-04,3.542330522360334459e-03,-1.429174483373073734e+01
-1.415146436121996149e-04,3.542122817624151956e-03,-1.466234878754648108e+01
-1.505802120565506621e-04,3.541886817890900572e-03,-1.499589233541470890e+01
-1.598513179221513309e-04,3.541621451306555066e-03,-1.529608151793167004e+01
-1.693072356270793955e-04,3.541325772777141438e-03,-1.556625177163411600e+01
-1.789292988620482623e-04,3.540998953551401530e-03,-1.580940498940525707e+01
-1.887006948695904487e-04,3.540640270840141393e-03,-1.602824287484009957e+01
-1.986062792978965938e-04,3.540249097717618806e-03,-1.622519696117426591e+01
-2.086324095656391794e-04,3.539824893472707287e-03,-1.640245562831994519e+01
-2.187667948822779045e-04,3.539367194518340531e-03,-1.656198841819822931e+01
-2.289983612553353573e-04,3.538875605923061645e-03,-1.670556791853820755e+01
-2.393171299840918893e-04,3.538349793595139351e-03,-1.683478945829618567e+01
-2.497141082900795417e-04,3.537789477125302760e-03,-1.695108883353293905e+01
-2.601811908703519213e-04,3.537194423276495032e-03,-1.705575826070329271e+01
-2.707110712813945008e-04,3.536564440096892376e-03,-1.714996073461668757e+01
-2.812971621710735675e-04,3.535899371624196593e-03,-1.723474295060173844e+01
-2.919335234745354998e-04,3.535199093144186528e-03,-1.731104693445430698e+01
-3.026147977784933722e-04,3.534463506963707834e-03,-1.737972050939076851e+01
-3.133361521379965332e-04,3.533692538657339389e-03,-1.744152671630597595e+01
-3.240932257013975286e-04,3.532886133747144709e-03,-1.749715229200540278e+01
-3.348820825636492191e-04,3.532044254776053362e-03,-1.754721529961407711e+01
-3.456991693260364666e-04,3.531166878737175985e-03,-1.759227199594463187e+01
-3.565412768925882718e-04,3.530253994823426885e-03,-1.763282301212854009e+01
-3.674055060803317315e-04,3.529305602464269821e-03,-1.766931891618423833e+01
-3.782892366627907334e-04,3.528321709618786103e-03,-1.770216521932841758e+01
-3.891900995041007926e-04,3.527302331296796808e-03,-1.773172688165619704e+01
-4.001059514753383967e-04,3.526247488282265030e-03,-1.775833236725330622e+01
-4.110348528754219333e-04,3.525157206035465715e-03,-1.778227729379698374e+01
-4.219750471066567349e-04,3.524031513752775950e-03,-1.780382771719686019e+01
-4.329249423799246422e-04,3.522870443564946920e-03,-1.782322308777171216e+01
-4.438830952469699845e-04,3.521674029856775717e-03,-1.784067891080852419e+01
-4.548481957774487159e-04,3.520442308692846387e-03,-1.785638914106569786e+01
-4.658190542165771574e-04,3.519175317335693567e-03,-1.787052833782589190e+01
-4.767945889756109064e-04,3.517873093844295970e-03,-1.788325360444360967e+01
-4.877738158221180250e-04,3.516535676742132271e-03,-1.789470633393798948e+01
-4.987558381502824999e-04,3.515163104745320458e-03,-1.790501378002637978e+01
-5.097398382234206255e-04,3.513755416542487485e-03,-1.791429047105448191e+01
-5.207250692916489017e-04,3.512312650618982807e-03,-1.792263948253354044e+01
-5.317108484973318743e-04,3.510834845119004729e-03,-1.793015358242376678e+01
-5.426965504896434081e-04,3.509322037739990435e-03,-1.793691626188945776e+01
-5.536816016774365927e-04,3.507774265654323154e-03,-1.794300266297858926e+01
-5.646654750566734715e-04,3.506191565454066898e-03,-1.794848041353442980e+01
-5.756476855550318912e-04,3.504573973115011724e-03,-1.795341037861603439e+01
-5.866277858420340706e-04,3.502921523976782088e-03,-1.795784733677665201e+01
-5.976053625581903605e-04,3.501234252736204564e-03,-1.796184058871430267e+01
-6.085800329213035455e-04,3.499512193451548812e-03,-1.796543450505731343e+01
-6.195514416722485568e-04,3.497755379555574431e-03,-1.796866901937127992e+01
-6.305192583263086528e-04,3.495963843875573521e-03,-1.797158007186534334e+01
-6.414831746995352038e-04,3.494137618658949614e-03,-1.797420000872781998e+01
-6.524429026826444921e-04,3.492276735603015887e-03,-1.797655794152831277e+01
-6.633981722377128550e-04,3.490381225887937127e-03,-1.797868007067955176e+01
-6.743487295954006576e-04,3.488451120211890407e-03,-1.798058997655310876e+01
-6.852943356326572210e-04,3.486486448827697242e-03,-1.798230888148349393e+01
-6.962347644128669914e-04,3.484487241580274969e-03,-1.798385588557187020e+01
-7.071698018721883378e-04,3.482453527944377389e-03,-1.798524817890938010e+01
-7.180992446374808835e-04,3.480385337062210076e-03,-1.798650123257816347e+01
-7.290228989626447356e-04,3.478282697780562573e-03,-1.798762897055224386e+01
-7.399405797715452463e-04,3.476145638687172957e-03,-1.798864392440834337e+01
-7.508521097968513932e-04,3.473974188146118809e-03,-1.798955737256560639e+01
-7.617573188051985538e-04,3.471768374332056314e-03,-1.799037946560137868e+01
-7.726560429000419545e-04,3.469528225263184777e-03,-1.799111933903536453e+01
-7.835481238944230547e-04,3.467253768832853720e-03,-1.799178521483540294e+01
-7.944334087466553259e-04,3.464945032839746204e-03,-1.799238449277264706e+01
-8.053117490526389951e-04,3.462602045016601078e-03,-1.799292383264122819e+01
-8.161830005891265684e-04,3.460224833057480229e-03,-1.799340922825598810e+01
-8.270470229028508650e-04,3.457813424643557416e-03,-1.799384607405036718e+01
