ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.880318513495271016e-01,-1.199522186948852877e-15,9.794836305959606193e+00
3.576778535293893557e-01,-1.199522187002655558e-15,9.794836073265217991e+00
5.103592543835863138e-01,-1.199522187056458435e-15,9.794835630750581501e+00
6.477725140446867202e-01,-1.199522187110261115e-15,9.794834999398167596e+00
7.714444466320055094e-01,-1.199522187164063796e-15,9.794834198092932098e+00
8.827491848529311902e-01,-1.199522187217866476e-15,9.794833243832481884e+00
9.829234481441216920e-01,-1.199522187271668762e-15,9.794832151916214258e+00
1.073080283998577356e+00,-1.199522187325470653e-15,9.794830936115506148e+00
1.154221435160010190e+00,-1.199522187379272150e-15,9.794829608826795209e+00
1.227248470097770383e+00,-1.199522187433072661e-15,9.794828181209325635e+00
1.292972800434288194e+00,-1.199522187486872186e-15,9.794826663309041948e+00
1.352124696629762202e+00,-1.199522187540670528e-15,9.794825064170046502e+00
1.405361402098384893e+00,-1.199522187594466897e-15,9.794823391934860624e+00
1.453274435912943696e+00,-1.199522187648261492e-15,9.794821653934649319e+00
1.496396165238960574e+00,-1.199522187702053917e-15,9.794819856770365263e+00
1.535205720525419704e+00,-1.199522187755843384e-15,9.794818006385760611e+00
1.570134319176419879e+00,-1.199522187809629892e-15,9.794816108133117538e+00
1.601570056855664115e+00,-1.199522187863412654e-15,9.794814166832331637e+00
1.629862219660498157e+00,-1.199522187917191471e-15,9.794812186824149336e+00
1.655325165078547212e+00,-1.199522187970965950e-15,9.794810172018010519e+00
1.678241814848685953e+00,-1.199522188024735301e-15,9.794808125935157150e+00
1.698866798535914713e+00,-1.199522188078499327e-15,9.794806051747402265e+00
1.717429282748746511e+00,-1.199522188132257042e-15,9.794803952312028272e+00
1.734135517434856055e+00,-1.199522188186008644e-15,9.794801830203203608e+00
1.749171127547160864e+00,-1.199522188239753146e-15,9.794799687740246341e+00
1.762703175543302248e+00,-1.199522188293490942e-15,9.794797527013088256e+00
1.774882017635165177e+00,-1.199522188347220061e-15,9.794795349905156101e+00
1.785842974413460960e+00,-1.199522188400940700e-15,9.794793158114014631e+00
1.795707834409839609e+00,-1.199522188454652267e-15,9.794790953169917103e+00
1.804586207302798728e+00,-1.199522188508354565e-15,9.794788736452510136e+00
1.812576741802997216e+00,-1.199522188562046410e-15,9.794786509205867020e+00
1.819768221750039050e+00,-1.199522188615728000e-15,9.794784272552041315e+00
1.826240552599579070e+00,-1.199522188669398349e-15,9.794782027503234900e+00
1.832065649261718665e+00,-1.199522188723056865e-15,9.794779774972777631e+00
1.837308235155558744e+00,-1.199522188776702956e-15,9.794777515784995003e+00
1.842026561358302228e+00,-1.199522188830336821e-15,9.794775250684116585e+00
1.846273053839442291e+00,-1.199522188883957077e-15,9.794772980342239421e+00
1.850094895971534203e+00,-1.199522188937563528e-15,9.794770705366564911e+00
1.853534552789888767e+00,-1.199522188991155582e-15,9.794768426305868303e+00
1.856630242826294186e+00,-1.199522189044732649e-15,9.794766143656337576e+00
1.859416362759374941e+00,-1.199522189098294135e-15,9.794763857866822576e+00
1.861923869599899417e+00,-1.199522189151839843e-15,9.794761569343574337e+00
1.864180624657573393e+00,-1.199522189205369183e-15,9.794759278454488793e+00
1.866211703111141595e+00,-1.199522189258881169e-15,9.794756985532941940e+00
1.868039672621484737e+00,-1.199522189312375404e-15,9.794754690881250170e+00
1.869684844083406627e+00,-1.199522189365851891e-15,9.794752394773761139e+00
1.871165497302241132e+00,-1.199522189419309247e-15,9.794750097459651528e+00
1.872498084102800719e+00,-1.199522189472747868e-15,9.794747799165445912e+00
1.873697411127424939e+00,-1.199522189526166176e-15,9.794745500097276292e+00
1.874776804354232551e+00,-1.199522189579564565e-15,9.794743200442928455e+00
1.875748257163539767e+00,-1.199522189632942049e-15,9.794740900373662740e+00
1.876622563597643012e+00,-1.199522189686298037e-15,9.794738600045876709e+00
1.877409438294618482e+00,-1.199522189739632331e-15,9.794736299602583074e+00
1.878117624428746524e+00,-1.199522189792943946e-15,9.794733999174752626e+00
1.878754990856889684e+00,-1.199522189846232880e-15,9.794731698882515047e+00
1.879328619550234558e+00,-1.199522189899498149e-15,9.794729398836240719e+00
1.879844884282861450e+00,-1.199522189952739555e-15,9.794727099137524817e+00
1.880309521451451804e+00,-1.199522190005955914e-15,9.794724799880045296e+00
1.880727693813028845e+00,-1.199522190059148016e-15,9.794722501150383565e+00
