ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.200000054109231229e+01,1.199999999999999858e+02,-7.347880794884118380e-18
3.200000108218459616e+01,1.200000000001994778e+02,-1.469576158976823676e-17
3.200000162327668107e+01,1.200000000007779590e+02,-2.204364238465235514e-17
3.200000216436815492e+01,1.200000000018970496e+02,-2.939152317953647352e-17
3.200000270545827874e+01,1.200000000037021550e+02,-3.673940397442058882e-17
3.200000324654597250e+01,1.200000000063241288e+02,-4.408728476930470412e-17
3.200000378762980091e+01,1.200000000098808073e+02,-5.143516556418881942e-17
3.200000432870792366e+01,1.200000000144781325e+02,-5.878304635907293472e-17
3.200000486977818070e+01,1.200000000202115302e+02,-6.613092715395705001e-17
3.200000541083802830e+01,1.200000000271668625e+02,-7.347880794884116531e-17
3.200000595188461716e+01,1.200000000354213512e+02,-8.082668874372528061e-17
3.200000649291477828e+01,1.200000000450445015e+02,-8.817456953860939591e-17
3.200000703392508683e+01,1.200000000560989264e+02,-9.552245033349351121e-17
3.200000757491184089e+01,1.200000000686408157e+02,-1.028703311283776265e-16
3.200000811587109695e+01,1.200000000827208311e+02,-1.102182119232617418e-16
3.200000865679875517e+01,1.200000000983844899e+02,-1.175660927181458694e-16
3.200000919769046703e+01,1.200000001156727762e+02,-1.249139735130299971e-16
3.200000973854176323e+01,1.200000001346225105e+02,-1.322618543079141247e-16
3.200001027934801101e+01,1.200000001552668323e+02,-1.396097351027982523e-16
3.200001082010447107e+01,1.200000001776354992e+02,-1.469576158976823799e-16
3.200001136080625486e+01,1.200000002017552418e+02,-1.543054966925665076e-16
3.200001190144842411e+01,1.200000002276501760e+02,-1.616533774874506352e-16
3.200001244202592687e+01,1.200000002553418739e+02,-1.690012582823347628e-16
3.200001298253365434e+01,1.200000002848497331e+02,-1.763491390772188904e-16
3.200001352296641954e+01,1.200000003161911764e+02,-1.836970198721030181e-16
3.200001406331900711e+01,1.200000003493818070e+02,-1.910449006669871457e-16
3.200001460358615191e+01,1.200000003844356655e+02,-1.983927814618712733e-16
3.200001514376254619e+01,1.200000004213653142e+02,-2.057406622567554009e-16
3.200001568384284667e+01,1.200000004601820365e+02,-2.130885430516395286e-16
3.200001622382171007e+01,1.200000005008958226e+02,-2.204364238465236562e-16
3.200001676369375758e+01,1.200000005435157675e+02,-2.277843046414077838e-16
3.200001730345358197e+01,1.200000005880499003e+02,-2.351321854362918868e-16
3.200001784309580444e+01,1.200000006345053833e+02,-2.424800662311759897e-16
3.200001838261498932e+01,1.200000006828886114e+02,-2.498279470260600927e-16
3.200001892200574360e+01,1.200000007332053258e+02,-2.571758278209441957e-16
3.200001946126263164e+01,1.200000007854605428e+02,-2.645237086158282987e-16
3.200002000038023908e+01,1.200000008396587674e+02,-2.718715894107124016e-16
3.200002053935313739e+01,1.200000008958039501e+02,-2.792194702055965046e-16
3.200002107817589803e+01,1.200000009538996153e+02,-2.865673510004806076e-16
3.200002161684312085e+01,1.200000010139488182e+02,-2.939152317953647106e-16
3.200002215534937733e+01,1.200000010759542306e+02,-3.012631125902488135e-16
3.200002269368925312e+01,1.200000011399182256e+02,-3.086109933851329165e-16
3.200002323185734809e+01,1.200000012058427643e+02,-3.159588741800170195e-16
3.200002376984826213e+01,1.200000012737296800e+02,-3.233067549749011224e-16
3.200002430765658801e+01,1.200000013435803794e+02,-3.306546357697852254e-16
3.200002484527693980e+01,1.200000014153961416e+02,-3.380025165646693284e-16
3.200002538270393870e+01,1.200000014891779756e+02,-3.453503973595534314e-16
3.200002591993218459e+01,1.200000015649267624e+02,-3.526982781544375343e-16
3.200002645695631998e+01,1.200000016426431273e+02,-3.600461589493216373e-16
3.200002699377095894e+01,1.200000017223275819e+02,-3.673940397442057403e-16
3.200002753037075820e+01,1.200000018039804814e+02,-3.747419205390898433e-16
3.200002806675035316e+01,1.200000018876020249e+02,-3.820898013339739462e-16
3.200002860290439344e+01,1.200000019731923544e+02,-3.894376821288580492e-16
3.200002913882752864e+01,1.200000020607514415e+02,-3.967855629237421522e-16
3.200002967451442260e+01,1.200000021502791725e+02,-4.041334437186262551e-16
3.200003020995973912e+01,1.200000022417753058e+02,-4.114813245135103581e-16
3.200003074515816337e+01,1.200000023352395999e+02,-4.188292053083944611e-16
3.200003128010434494e+01,1.200000024306716284e+02,-4.261770861032785641e-16
3.200003181479299030e+01,1.200000025280709792e+02,-4.335249668981626670e-16
3.200003234921877748e+01,1.200000026274370839e+02,-4.408728476930467700e-16
3.200003288337639873e+01,1.200000027287694024e+02,-4.482207284879309223e-16
3.200003341726054629e+01,1.200000028320672811e+02,-4.555686092828150746e-16
3.200003395086592661e+01,1.200000029373299952e+02,-4.629164900776992268e-16
3.200003448418725327e+01,1.200000030445568484e+02,-4.702643708725833791e-16
3.200003501721923271e+01,1.200000031537470022e+02,-4.776122516674675314e-16
3.200003554995657851e+01,1.200000032648996040e+02,-4.849601324623516837e-16
3.200003608239401842e+01,1.200000033780138153e+02,-4.923080132572358359e-16
3.200003661452627313e+01,1.200000034930886414e+02,-4.996558940521199882e-16
3.200003714634807039e+01,1.200000036101231871e+02,-5.070037748470041405e-16
3.200003767785415221e+01,1.200000037291164148e+02,-5.143516556418882928e-16
3.200003820903925345e+01,1.200000038500672872e+02,-5.216995364367724451e-16
3.200003873989811609e+01,1.200000039729747385e+02,-5.290474172316565973e-16
3.200003927042548924e+01,1.200000040978376887e+02,-5.363952980265407496e-16
3.200003980061612197e+01,1.200000042246549441e+02,-5.437431788214249019e-16
3.200004033046477758e+01,1.200000043534254246e+02,-5.510910596163090542e-16
3.200004085996621228e+01,1.200000044841478797e+02,-5.584389404111932064e-16
3.200004138911518936e+01,1.200000046168211298e+02,-5.657868212060773587e-16
3.200004191790647923e+01,1.200000047514439103e+02,-5.731347020009615110e-16
3.200004244633485939e+01,1.200000048880149421e+02,-5.804825827958456633e-16
3.200004297439510026e+01,1.200000050265329605e+02,-5.878304635907298155e-16
3.200004350208199355e+01,1.200000051669966439e+02,-5.951783443856139678e-16
3.200004402939030967e+01,1.200000053094045995e+02,-6.025262251804981201e-16
3.200004455631485456e+01,1.200000054537555201e+02,-6.098741059753822724e-16
3.200004508285040572e+01,1.200000056000479844e+02,-6.172219867702664247e-16
3.200004560899178330e+01,1.200000057482806142e+02,-6.245698675651505769e-16
3.200004613473377191e+01,1.200000058984519313e+02,-6.319177483600347292e-16
3.200004666007118459e+01,1.200000060505604722e+02,-6.392656291549188815e-16
3.200004718499883438e+01,1.200000062046048157e+02,-6.466135099498030338e-16
3.200004770951153432e+01,1.200000063605834129e+02,-6.539613907446871860e-16
3.200004823360411166e+01,1.200000065184947715e+02,-6.613092715395713383e-16
3.200004875727138653e+01,1.200000066783373427e+02,-6.686571523344554906e-16
3.200004928050818620e+01,1.200000068401095348e+02,-6.760050331293396429e-16
3.200004980330934501e+01,1.200000070038098130e+02,-6.833529139242237951e-16
3.200005032566969732e+01,1.200000071694365431e+02,-6.907007947191079474e-16
3.200005084758409879e+01,1.200000073369881051e+02,-6.980486755139920997e-16
3.200005136904738379e+01,1.200000075064628646e+02,-7.053965563088762520e-16
3.200005189005440087e+01,1.200000076778591449e+02,-7.127444371037604042e-16
3.200005241060002703e+01,1.200000078511752548e+02,-7.200923178986445565e-16
3.200005293067910372e+01,1.200000080264095175e+02,-7.274401986935287088e-16
3.200005345028650083e+01,1.200000082035601991e+02,-7.347880794884128611e-16
3.200005396941709535e+01,1.200000083826255661e+02,-7.421359602832970134e-16
3.200005448806575714e+01,1.200000085636037994e+02,-7.494838410781811656e-16
3.200005500622737031e+01,1.200000087464932079e+02,-7.568317218730653179e-16
3.200005552389681185e+01,1.200000089312919300e+02,-7.641796026679494702e-16
3.200005604106898005e+01,1.200000091179981467e+02,-7.715274834628336225e-16
3.200005655773876612e+01,1.200000093066100533e+02,-7.788753642577177747e-16
3.200005707390107546e+01,1.200000094971257596e+02,-7.862232450526019270e-16
3.200005758955080637e+01,1.200000096895434183e+02,-7.935711258474860793e-16
3.200005810468287137e+01,1.200000098838611109e+02,-8.009190066423702316e-16
3.200005861929219009e+01,1.200000100800769047e+02,-8.082668874372543838e-16
3.200005913337366792e+01,1.200000102781888955e+02,-8.156147682321385361e-16
3.200005964692226001e+01,1.200000104781951222e+02,-8.229626490270226884e-16
