ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
3.200000180362843594e+01,1.200000000060371121e+02,-2.449293598294706846e-17,1.999924886547725489e+00,1.733344071636438305e-02,2.449293598294706414e-16
3.200000360702402702e+01,1.200000000394767881e+02,-4.898587196589413692e-17,1.999358424792737399e+00,5.065460699979489750e-02,2.449293598294706414e-16
3.200000540959738515e+01,1.200000001113310901e+02,-7.347880794884116531e-17,1.997994965646769705e+00,8.953277193387668142e-02,2.449293598294706414e-16
3.200000721058547271e+01,1.200000002254143965e+02,-9.797174393178817522e-17,1.995749832249671840e+00,1.303173322141253088e-01,2.449293598294706414e-16
3.200000900918716695e+01,1.200000003830177775e+02,-1.224646799147351975e-16,1.992614165856122721e+00,1.717229921399820447e-01,2.449293598294706414e-16
3.200001080460169334e+01,1.200000005845394782e+02,-1.469576158976822074e-16,1.988594357206717511e+00,2.132896680235635278e-01,2.449293598294706414e-16
3.200001259603454429e+01,1.200000008300539776e+02,-1.714505518806292173e-16,1.983697046722569635e+00,2.548451035907008944e-01,2.449293598294706414e-16
3.200001438269648446e+01,1.200000011195102729e+02,-1.959434878635762272e-16,1.977927195519773917e+00,2.963174129599569495e-01,2.449293598294706414e-16
3.200001616380227887e+01,1.200000014528011434e+02,-2.204364238465232371e-16,1.971288705436977207e+00,3.376697200173662816e-01,2.449293598294706414e-16
3.200001793857000365e+01,1.200000018297872657e+02,-2.449293598294702470e-16,1.963785102531140137e+00,3.788773826408214362e-01,2.449293598294706414e-16
3.200001970622091818e+01,1.200000022503057124e+02,-2.694222958124172569e-16,1.955419939709734489e+00,4.199200630900817854e-01,2.449293598294706414e-16
3.200002146597956454e+01,1.200000027141727941e+02,-2.939152317953642668e-16,1.946196993916708973e+00,4.607789718179048921e-01,2.449293598294706414e-16
3.200002321707399489e+01,1.200000032211853664e+02,-3.184081677783112767e-16,1.936120353933358462e+00,5.014359132381396300e-01,2.449293598294706414e-16
3.200002495873612673e+01,1.200000037711211576e+02,-3.429011037612582866e-16,1.925194456796088804e+00,5.418729588396272723e-01,2.449293598294706414e-16
