ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
-1.803641037695666798e-05,3.543207813447031996e-03,-1.197785958029931264e+00
-1.877849807486611943e-05,3.543207710545022166e-03,-2.277785955669695994e+00
-2.018846455951262751e-05,3.543207093114877394e-03,-3.249785951195288014e+00
-2.219952132105504567e-05,3.543205244581708411e-03,-4.124585944818126571e+00
-2.475155766947250121e-05,3.543201257348756617e-03,-4.911905936728492073e+00
-2.779047235655569790e-05,3.543194113140858605e-03,-5.620493927097641951e+00
-3.126757206053978460e-05,3.543182742546275524e-03,-6.258223116079713932e+00
-3.513903008836281476e-05,3.543166068376442900e-03,-6.832179383813444140e+00
-3.936539929124808254e-05,3.543143036507372112e-03,-7.348740022423698726e+00
-4.391117377538671297e-05,3.543112637101069554e-03,-7.813644594822873657e+00
-4.874439452311616814e-05,3.543073918493386699e-03,-8.232058707632134542e+00
-5.383629452428089044e-05,3.543025995546175439e-03,-8.608631406810543396e+00
-5.916097945582157242e-05,3.542968053872008055e-03,-8.947546833721272463e+00
-6.469514034368567773e-05,3.542899351029882640e-03,-9.252570715591179606e+00
-7.041779499846034644e-05,3.542819215544137229e-03,-9.527092206924459461e+00
-7.631005533812167813e-05,3.542727044403762640e-03,-9.774161546774896792e+00
-8.235491800128813631e-05,3.542622299545288792e-03,-9.996523950290910676e+00
-8.853707591532764985e-05,3.542504503700868480e-03,-1.019665011110609321e+01
-9.484274871847622637e-05,3.542373235898015234e-03,-1.037676365349068597e+01
-1.012595301463130532e-04,3.542228126822784609e-03,-1.053886583928792042e+01
-1.077762506828460696e-04,3.542068854200273228e-03,-1.068475780415672283e+01
-1.143828539472489629e-04,3.541895138301364918e-03,-1.081606057019013001e+01
-1.210702854408351981e-04,3.541706737650194767e-03,-1.093423305727188932e+01
-1.278303924169455375e-04,3.541503444980431507e-03,-1.104058829329738955e+01
-1.346558337605713708e-04,3.541285083468672865e-03,-1.113630800337248949e+01
-1.415399988761934164e-04,3.541051503258388876e-03,-1.122245574009247093e+01
-1.484769346827219600e-04,3.540802578277027404e-03,-1.129998870079310258e+01
-1.554612799047284315e-04,3.540538203341062062e-03,-1.136976836307658623e+01
-1.624882059303757995e-04,3.540258291538361281e-03,-1.143257005678491289e+01
-1.695533635795204615e-04,3.539962771873583075e-03,-1.148909157877588605e+01
-1.766528351911767045e-04,3.539651587160131709e-03,-1.153996094622153912e+01
-1.837830914986536774e-04,3.539324692140908765e-03,-1.158574337457671888e+01
-1.909409528138781827e-04,3.538982051819733379e-03,-1.162694755775078725e+01
-1.981235540902621711e-04,3.538623639985325441e-03,-1.166403132026218969e+01
-2.053283134765522349e-04,3.538249437910338888e-03,-1.169740670417753314e+01
-2.125529040128330642e-04,3.537859433208635166e-03,-1.172744454735677522e+01
-2.197952281547358594e-04,3.537453618834961438e-03,-1.175447860387388666e+01
-2.270533948432788775e-04,3.537031992212279295e-03,-1.177880925239545640e+01
-2.343256988660055566e-04,3.536594554473027931e-03,-1.180070683372141715e+01
-2.416106022804997370e-04,3.536141309801774102e-03,-1.182041465457172613e+01
-2.489067176942352778e-04,3.535672264867751984e-03,-1.183815169099434961e+01
-2.562127932152998867e-04,3.535187428336889360e-03,-1.185411502143247198e+01
-2.635276989070579326e-04,3.534686810453865902e-03,-1.186848201648496648e+01
-2.708504145964988935e-04,3.534170422685737646e-03,-1.188141230969083040e+01
-2.781800189010292298e-04,3.533638277419504873e-03,-1.189304957123516715e+01
-2.855156793519686887e-04,3.533090387706829330e-03,-1.190352310428458971e+01
-2.928566435051789692e-04,3.532526767049821038e-03,-1.191294928168905187e+01
-3.002022309401922184e-04,3.531947429222528304e-03,-1.192143283901352291e+01
-3.075518260590692212e-04,3.531352388123346585e-03,-1.192906803826648954e+01
-3.149048716050722074e-04,3.530741657654132108e-03,-1.193593971525559461e+01
-3.222608628292271144e-04,3.530115251622297553e-03,-1.194212422220773462e+01
-3.296193422400389510e-04,3.529473183662628494e-03,-1.194769027612711554e+01
-3.369798948780778898e-04,3.528815467175944014e-03,-1.195269972231754707e+01
-3.443421440629907348e-04,3.528142115282106080e-03,-1.195720822155245067e+01
-3.517057475657259106e-04,3.527453140785165048e-03,-1.196126586852793139e+01
-3.590703941634666935e-04,3.526748556148751306e-03,-1.196491774847048717e+01
-3.664358005390342841e-04,3.526028373480043394e-03,-1.196820443808397982e+01
-3.738017084903272184e-04,3.525292604520884488e-03,-1.197116245640188659e+01
-3.811678824188041693e-04,3.524541260644806478e-03,-1.197382467055435740e+01
-3.885341070691265722e-04,3.523774352858870078e-03,-1.197622066095853022e+01
-3.959001854948495974e-04,3.522991891809440588e-03,-1.197837704998984343e+01
-4.032659372275637687e-04,3.522193887791071846e-03,-1.198031779778620098e+01
-4.106311966291563225e-04,3.521380350757862595e-03,-1.198206446847172479e+01
-4.179958114088742796e-04,3.520551290336678546e-03,-1.198363646975814056e+01
-4.253596412887236124e-04,3.519706715841788673e-03,-1.198505126858600356e+01
-4.327225568023679607e-04,3.518846636290500277e-03,-1.198632458520182631e+01
-4.400844382141816673e-04,3.517971060419431556e-03,-1.198747056782748288e+01
-4.474451745464388085e-04,3.517079996701171461e-03,-1.198850194986266970e+01
-4.548046627038327327e-04,3.516173453361065744e-03,-1.198943019136711996e+01
-4.621628066855888901e-04,3.515251438393960075e-03,-1.199026560639461181e+01
-4.695195168764096220e-04,3.514313959580717649e-03,-1.199101747759354275e+01
-4.768747094083729352e-04,3.513361024504416293e-03,-1.199169415934749416e+01
-4.842283055866852012e-04,3.512392640566109735e-03,-1.199230317060169249e+01
-4.915802313729004730e-04,3.511408815000082763e-03,-1.199285127840684950e+01
-4.989304169198684972e-04,3.510409554888546061e-03,-1.199334457310862412e+01
-5.062787961532202617e-04,3.509394867175723038e-03,-1.199378853601811024e+01
-5.136253063947539450e-04,3.508364758681324289e-03,-1.199418810031530747e+01
-5.209698880235182506e-04,3.507319236113359828e-03,-1.199454770586222807e+01
-5.283124841708264439e-04,3.506258306080317719e-03,-1.199487134853469072e+01
-5.356530404458088954e-04,3.505181975102685237e-03,-1.199516262462093863e+01
-5.429915046884416924e-04,3.504090249623836861e-03,-1.199542477078040292e+01
-5.503278267473131653e-04,3.502983136020295166e-03,-1.199566070000658868e+01
-5.576619582796433399e-04,3.501860640611374580e-03,-1.199587303399365368e+01
-5.649938525713362998e-04,3.500722769668236645e-03,-1.199606413226634771e+01
-5.723234643750560024e-04,3.499569529422385823e-03,-1.199623611839696302e+01
-5.796507497645280458e-04,3.498400926073596314e-03,-1.199639090360056670e+01
-5.869756660034406532e-04,3.497216965797347085e-03,-1.199653020797073211e+01
-5.942981714274776220e-04,3.496017654751726496e-03,-1.199665557959168893e+01
-6.016182253381858807e-04,3.494802999083895020e-03,-1.199676841173924480e+01
-6.089357879074726743e-04,3.493573004936068298e-03,-1.199686995836164449e+01
-6.162508200916854686e-04,3.492327678451116833e-03,-1.199696134801231828e+01
-6.235632835543041073e-04,3.491067025777726349e-03,-1.199704359638935713e+01
-6.308731405963897846e-04,3.489791053075215563e-03,-1.199711761762105944e+01
-6.381803540940137864e-04,3.488499766517980539e-03,-1.199718423442290138e+01
-6.454848874419618103e-04,3.487193172299622897e-03,-1.199724418723882202e+01
-6.527867045030947852e-04,3.485871276636762738e-03,-1.199729814246837556e+01
-6.600857695627908046e-04,3.484534085772563166e-03,-1.199734669987117108e+01
-6.673820472879653199e-04,3.483181605979985933e-03,-1.199739039923086992e+01
-6.746755026902102187e-04,3.481813843564797711e-03,-1.199742972635277383e+01
-6.819661010926378374e-04,3.480430804868342616e-03,-1.199746511846166364e+01
-6.892538081000591137e-04,3.479032496270097891e-03,-1.199749696905985807e+01
-6.965385895721662793e-04,3.477618924190017946e-03,-1.199752563229944968e+01
-7.038204115994102289e-04,3.476190095090707973e-03,-1.199755142691732956e+01
-7.110992404813128989e-04,3.474746015479411934e-03,-1.199757463977671534e+01
-7.183750427069668073e-04,3.473286691909845299e-03,-1.199759552905451265e+01
-7.256477849374952643e-04,3.471812130983869052e-03,-1.199761432710993425e+01
-7.329174339902931688e-04,3.470322339353040537e-03,-1.199763124306630324e+01
-7.401839568248523658e-04,3.468817323720024218e-03,-1.199764646513460242e+01
-7.474473205300283425e-04,3.467297090839895329e-03,-1.199766016270473479e+01
-7.547074923125899693e-04,3.465761647521319478e-03,-1.199767248822761800e+01
-7.619644394869358418e-04,3.464211000627652904e-03,-1.199768357890909520e+01
-7.692181294658517830e-04,3.462645157077930396e-03,-1.199769355823442929e+01
-7.764685297522105163e-04,3.461064123847780796e-03,-1.199770253734036984e+01
-7.837156079315137644e-04,3.459467907970260100e-03,-1.199771061625000002e+01
-7.909593316652014207e-04,3.457856516536609529e-03,-1.199771788498410352e+01
-7.981996686846401902e-04,3.456229956696949424e-03,-1.199772442456139920e+01
-8.054365867857283829e-04,3.454588235660916318e-03,-1.199773030789874184e+01
-8.126700538240602635e-04,3.452931360698234097e-03,-1.199773560062131139e+01
-8.199000377105846891e-04,3.451259339139242221e-03,-1.199774036179177905e+01
-8.271265064077132573e-04,3.449572178375372340e-03,-1.199774464456655743e+01
-8.343494279258334033e-04,3.447869885859581977e-03,-1.199774849678643562e+01
-8.415687703201871987e-04,3.446152469106747007e-03,-1.199775196150812206e+01
-8.487845016880697733e-04,3.444419935694021610e-03,-1.199775507748266890e+01
-8.559965901663317469e-04,3.442672293261158332e-03,-1.199775787958603956e+01
-8.632050039291382917e-04,3.440909549510799519e-03,-1.199776039920660331e+01
-8.704097111859715984e-04,3.439131712208748359e-03,-1.199776266459390683e+01
-8.776106801798444360e-04,3.437338789184197878e-03,-1.199776470117255123e+01
-8.848078791857072424e-04,3.435530788329948636e-03,-1.199776653182468067e+01
-8.920012765090319391e-04,3.433707717602602159e-03,-1.199776817714424659e+01
-8.991908404845454748e-04,3.431869585022731799e-03,-1.199776965566580600e+01
-9.063765394751109291e-04,3.430016398675037135e-03,-1.199777098407047582e+01
-9.135583418707299373e-04,3.428148166708477971e-03,-1.199777217737126911e+01
-9.207362160876592832e-04,3.426264897336400109e-03,-1.199777324907990383e+01
-9.279101305676332005e-04,3.424366598836641167e-03,-1.199777421135694233e+01
-9.350800537771744711e-04,3.422453279551625118e-03,-1.199777507514689923e+01
-9.422459542069879217e-04,3.420524947888444259e-03,-1.199777585029984373e+01
-9.494078003714315509e-04,3.418581612318933368e-03,-1.199777654568084984e+01
-9.565655608080509721e-04,3.416623281379728688e-03,-1.199777716926849713e+01
-9.637192040771784757e-04,3.414649963672324734e-03,-1.199777772824351452e+01
-9.708686987615815309e-04,3.412661667863111595e-03,-1.199777822906856706e+01
-9.780140134661619196e-04,3.410658402683423504e-03,-1.199777867756006522e+01
-9.851551168177023581e-04,3.408640176929559652e-03,-1.199777907895278695e+01
-9.922919774646449947e-04,3.406606999462809780e-03,-1.199777943795804269e+01
-9.994245640769130589e-04,3.404558879209473258e-03,-1.199777975881602110e+01
-1.006552845345760373e-03,3.402495825160873830e-03,-1.199778004534290332e+01
-1.013676789983648839e-03,3.400417846373360916e-03,-1.199778030097326109e+01
-1.020796366724155630e-03,3.398324951968320021e-03,-1.199778052879821999e+01
-1.027911544321899028e-03,3.396217151132166229e-03,-1.199778073159979819e+01
-1.035022291552488557e-03,3.394094453116339432e-03,-1.199778091188183105e+01
-1.042128577212493318e-03,3.391956867237302595e-03,-1.199778107189777110e+01
-1.049230370119424429e-03,3.389804402876520507e-03,-1.199778121367574002e+01
-1.056327639111736541e-03,3.387637069480451107e-03,-1.199778133904105992e+01
-1.063420353048841497e-03,3.385454876560532039e-03,-1.199778144963651982e+01
-1.070508480811134143e-03,3.383257833693150297e-03,-1.199778154694064902e+01
-1.077591991300027230e-03,3.381045950519630944e-03,-1.199778163228413419e+01
-1.084670853437999126e-03,3.378819236746203724e-03,-1.199778170686459866e+01
-1.091745036168649974e-03,3.376577702143987014e-03,-1.199778177175991445e+01
-1.098814508456765230e-03,3.374321356548953994e-03,-1.199778182794017667e+01
-1.105879239288385480e-03,3.372050209861898826e-03,-1.199778187627847892e+01
-1.112939197670885592e-03,3.369764272048418000e-03,-1.199778191756061929e+01
-1.119994352633055159e-03,3.367463553138867402e-03,-1.199778195249382051e+01
-1.127044673225188710e-03,3.365148063228333691e-03,-1.199778198171459920e+01
-1.134090128519178297e-03,3.362817812476594833e-03,-1.199778200579582510e+01
-1.141130687608610424e-03,3.360472811108090180e-03,-1.199778202525308934e+01
-1.148166319608867744e-03,3.358113069411879266e-03,-1.199778204055043851e+01
-1.155196993657230543e-03,3.355738597741602346e-03,-1.199778205210552073e+01
-1.162222678912988192e-03,3.353349406515446132e-03,-1.199778206029423266e+01
-1.169243344557546705e-03,3.350945506216101728e-03,-1.199778206545488857e+01
-1.176258959794541925e-03,3.348526907390719960e-03,-1.199778206789197732e+01
-1.183269493849952933e-03,3.346093620650877117e-03,-1.199778206787955526e+01
-1.190274915972221095e-03,3.343645656672526376e-03,-1.199778206566428018e+01
-1.197275195432366502e-03,3.341183026195958337e-03,-1.199778206146815407e+01
-1.204270301524110057e-03,3.338705740025758092e-03,-1.199778205549098509e+01
-1.211260203563989044e-03,3.336213809030753180e-03,-1.199778204791261516e+01
-1.218244870891488970e-03,3.333707244143985400e-03,-1.199778203889490769e+01
-1.225224272869157192e-03,3.331186056362645757e-03,-1.199778202858355058e+01
-1.232198378882737137e-03,3.328650256748043237e-03,-1.199778201710967629e+01
-1.239167158341285182e-03,3.326099856425551900e-03,-1.199778200459130773e+01
-1.246130580677304225e-03,3.323534866584564474e-03,-1.199778199113467991e+01
-1.253088615346864684e-03,3.320955298478448555e-03,-1.199778197683540704e+01
-1.260041231829736336e-03,3.318361163424493696e-03,-1.199778196177956247e+01
-1.266988399629514952e-03,3.315752472803866740e-03,-1.199778194604461312e+01
-1.273930088273749796e-03,3.313129238061564112e-03,-1.199778192970029167e+01
-1.280866267314073300e-03,3.310491470706358481e-03,-1.199778191280936568e+01
-1.287796906326332683e-03,3.307839182310751917e-03,-1.199778189542833573e+01
-1.294721974910717239e-03,3.305172384510929057e-03,-1.199778187760806780e+01
-1.301641442691887137e-03,3.302491089006702029e-03,-1.199778185939434039e+01
-1.308555279319106564e-03,3.299795307561460573e-03,-1.199778184082837029e+01
-1.315463454466372960e-03,3.297085052002124341e-03,-1.199778182194726384e+01
-1.322365937832546256e-03,3.294360334219090421e-03,-1.199778180278442008e+01
-1.329262699141481579e-03,3.291621166166179124e-03,-1.199778178336991630e+01
-1.336153708142160008e-03,3.288867559860586282e-03,-1.199778176373082061e+01
-1.343038934608816728e-03,3.286099527382826003e-03,-1.199778174389151175e+01
-1.349918348341075033e-03,3.283317080876684696e-03,-1.199778172387393660e+01
-1.356791919164074918e-03,3.280520232549162096e-03,-1.199778170369785713e+01
-1.363659616928606863e-03,3.277708994670419651e-03,-1.199778168338107243e+01
-1.370521411511240210e-03,3.274883379573729353e-03,-1.199778166293960879e+01
-1.377377272814456080e-03,3.272043399655419522e-03,-1.199778164238789913e+01
-1.384227170766777915e-03,3.269189067374816265e-03,-1.199778162173893392e+01
-1.391071075322901796e-03,3.266320395254195767e-03,-1.199778160100443358e+01
-1.397908956463826983e-03,3.263437395878722273e-03,-1.199778158019493723e+01
-1.404740784196989055e-03,3.260540081896401259e-03,-1.199778155931994839e+01
-1.411566528556389795e-03,3.257628466018016537e-03,-1.199778153838803263e+01
-1.418386159602727081e-03,3.254702561017078655e-03,-1.199778151740689935e+01
-1.425199647423527590e-03,3.251762379729769819e-03,-1.199778149638349767e+01
-1.432006962133274518e-03,3.248807935054883172e-03,-1.199778147532410166e+01
-1.438808073873541152e-03,3.245839239953770758e-03,-1.199778145423435483e+01
-1.445602952813121195e-03,3.242856307450285840e-03,-1.199778143311935530e+01
-1.452391569148156914e-03,3.239859150630725222e-03,-1.199778141198369319e+01
-1.459173893102270981e-03,3.236847782643768965e-03,-1.199778139083151629e+01
-1.465949894926699181e-03,3.233822216700430081e-03,-1.199778136966656028e+01
-1.472719544900416393e-03,3.230782466073989483e-03,-1.199778134849219491e+01
-1.479482813330269732e-03,3.227728544099941772e-03,-1.199778132731147373e+01
-1.486239670551105837e-03,3.224660464175933220e-03,-1.199778130612714122e+01
-1.492990086925904654e-03,3.221578239761711034e-03,-1.199778128494168783e+01
-1.499734032845905429e-03,3.218481884379051361e-03,-1.199778126375735532e+01
-1.506471478730739407e-03,3.215371411611712450e-03,-1.199778124257617762e+01
-1.513202395028556474e-03,3.212246835105369170e-03,-1.199778122139998970e+01
-1.519926752216157638e-03,3.209108168567550989e-03,-1.199778120023045069e+01
-1.526644520799122539e-03,3.205955425767589070e-03,-1.199778117906907227e+01
-1.533355671311939115e-03,3.202788620536549478e-03,-1.199778115791721333e+01
-1.540060174318131541e-03,3.199607766767175072e-03,-1.199778113677611380e+01
-1.546758000410393798e-03,3.196412878413822187e-03,-1.199778111564689276e+01
-1.553449120210710025e-03,3.193203969492403819e-03,-1.199778109453057162e+01
-1.560133504370495028e-03,3.189981054080326308e-03,-1.199778107342807765e+01
-1.566811123570710507e-03,3.186744146316425590e-03,-1.199778105234025283e+01
-1.573481948522003184e-03,3.183493260400905179e-03,-1.199778103126786810e+01
-1.580145949964828402e-03,3.180228410595276316e-03,-1.199778101021161980e+01
