ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
1.999999956135091628e+00,4.188790174159645976e-04,2.449293598294706414e-16
1.999999631096131214e+00,1.214749084700172651e-03,2.449293598294706414e-16
1.999998619479373518e+00,2.349910764201392031e-03,2.449293598294706414e-16
1.999996408149321780e+00,3.790433987197135840e-03,2.449293598294706414e-16
1.999992421580145674e+00,5.505780778876250871e-03,2.449293598294706414e-16
1.999986055456315359e+00,7.468465725198075722e-03,2.449293598294706414e-16
1.999976701139946522e+00,9.653750430653015857e-03,2.449293598294706414e-16
1.999963763072784229e+00,1.203936857763372031e-02,2.449293598294706414e-16
1.999946670748770527e+00,1.460527852896498918e-02,2.449293598294706414e-16
1.999924886547725489e+00,1.733344071636438305e-02,2.449293598294706414e-16
1.999897910444881743e+00,2.020761733098169061e-02,2.449293598294706414e-16
1.999865282391160237e+00,2.321319207961327832e-02,2.449293598294706414e-16
1.999826582984118861e+00,2.633700799374806556e-02,2.449293598294706414e-16
1.999781432910590739e+00,2.956722148029509306e-02,2.449293598294706414e-16
1.999729491531936576e+00,3.289317098460056016e-02,2.449293598294706414e-16
1.999670454895871252e+00,3.630525880005566752e-02,2.449293598294706414e-16
1.999604053390278802e+00,3.979484470590344963e-02,2.449293598294706414e-16
1.999530049200643145e+00,4.335415024739451562e-02,2.449293598294706414e-16
1.999448233690644727e+00,4.697617259165091236e-02,2.449293598294706414e-16
1.999358424792737399e+00,5.065460699979489750e-02,2.449293598294706414e-16
1.999260464470181464e+00,5.438377705230301729e-02,2.449293598294706414e-16
1.999154216292536868e+00,5.815857185121655476e-02,2.449293598294706414e-16
1.999039563151766341e+00,6.197438950078752035e-02,2.449293598294706414e-16
1.998916405134888663e+00,6.582708623821446892e-02,2.449293598294706414e-16
1.998784657560765510e+00,6.971293064914954596e-02,2.449293598294706414e-16
1.998644249182473187e+00,7.362856245933382948e-02,2.449293598294706414e-16
1.998495120552311377e+00,7.757095544469083670e-02,2.449293598294706414e-16
1.998337222543432601e+00,8.153738404805258022e-02,2.449293598294706414e-16
1.998170515020031512e+00,8.552539333193530380e-02,2.449293598294706414e-16
1.997994965646769705e+00,8.953277193387668142e-02,2.449293598294706414e-16
1.997810548827423816e+00,9.355752772421767338e-02,2.449293598294706414e-16
1.997617244762494249e+00,9.759786589624215580e-02,2.449293598294706414e-16
1.997415038615576455e+00,1.016521692455960857e-01,2.449293598294706414e-16
1.997203919778576031e+00,1.057189804202214589e-01,2.449293598294706414e-16
1.996983881226294111e+00,1.097969859439076740e-01,2.449293598294706414e-16
1.996754918951436641e+00,1.138850018362476124e-01,2.449293598294706414e-16
1.996517031471702897e+00,1.179819606694984951e-01,2.449293598294706414e-16
1.996270219401226287e+00,1.220868999187859072e-01,2.449293598294706414e-16
1.996014485079266265e+00,1.261989514764348119e-01,2.449293598294706414e-16
1.995749832249671840e+00,1.303173322141253088e-01,2.449293598294706414e-16
1.995476265785226744e+00,1.344413354881877076e-01,2.449293598294706414e-16
1.995193791451552512e+00,1.385703234938100159e-01,2.449293598294706414e-16
1.994902415705778864e+00,1.427037203833448897e-01,2.449293598294706414e-16
1.994602145525681491e+00,1.468410060723785160e-01,2.449293598294706414e-16
1.994292988265444766e+00,1.509817106648435048e-01,2.449293598294706414e-16
1.993974951534627893e+00,1.551254094353285429e-01,2.449293598294706414e-16
1.993648043097289824e+00,1.592717183129088721e-01,2.449293598294706414e-16
1.993312270788580198e+00,1.634202898163925610e-01,2.449293598294706414e-16
1.992967642446412668e+00,1.675708093958717393e-01,2.449293598294706414e-16
1.992614165856122721e+00,1.717229921399820447e-01,2.449293598294706414e-16
1.992251848706261930e+00,1.758765798123272106e-01,2.449293598294706414e-16
1.991880698553910811e+00,1.800313381841730231e-01,2.449293598294706414e-16
