ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
3.200000182820471650e+01,1.199999999999999858e+02,-2.482650381809939955e-17,2.082762119217999697e+00,-1.275323981342840652e-16,2.550647962685681304e-16
3.200000376791091838e+01,1.199999999999999858e+02,-5.116716633457714866e-17,2.241883797826302427e+00,-1.372757908534146532e-16,2.745515817068293064e-16
3.200000586397031554e+01,1.199999999999999858e+02,-7.963106107116368508e-17,2.427630408489538816e+00,-1.486494904634747664e-16,2.972989809269495329e-16
3.200000813202172623e+01,1.199999999999999858e+02,-1.104305588333222126e-16,2.622660558929457597e+00,-1.605916429371484169e-16,3.211832858742968338e-16
3.200001057751808275e+01,1.199999999999999858e+02,-1.436397087422244014e-16,2.820927679537316823e+00,-1.727320026685772905e-16,3.454640053371545809e-16
3.200001320236068381e+01,1.199999999999999858e+02,-1.792843301299312195e-16,3.020323461853983815e+00,-1.849414729974567072e-16,3.698829459949134143e-16
3.200001600721247996e+01,1.199999999999999858e+02,-2.173734256408700271e-16,3.220112784174678389e+00,-1.971750407016495829e-16,3.943500814032991657e-16
3.200001899230463209e+01,1.199999999999999858e+02,-2.579101343030565358e-16,3.420039325410094477e+00,-2.094170106410772612e-16,4.188340212821545223e-16
3.200002215771774416e+01,1.199999999999999858e+02,-3.008955506278828240e-16,3.620013711922647648e+00,-2.216619102587799656e-16,4.433238205175599312e-16
3.200002550347991104e+01,1.199999999999999858e+02,-3.463300562478736144e-16,3.820004781051799636e+00,-2.339078313921335900e-16,4.678156627842671800e-16
3.200002902960093110e+01,1.199999999999999858e+02,-3.942137842300623977e-16,4.020001667049682759e+00,-2.461541087059708784e-16,4.923082174119417568e-16
3.200003273608422205e+01,1.199999999999999858e+02,-4.445467809720548030e-16,4.220000581264282680e+00,-2.584005102122637095e-16,5.168010204245274190e-16
3.200003662293098472e+01,1.199999999999999858e+02,-4.973290626516954953e-16,4.420000202674324363e+00,-2.706469550217881666e-16,5.412939100435763332e-16
3.200004069014161701e+01,1.199999999999999858e+02,-5.525606349098502908e-16,4.620000070668167425e+00,-2.828934149302158597e-16,5.657868298604317195e-16
3.200004493771627523e+01,1.199999999999999858e+02,-6.102414997133674474e-16,4.820000024640465952e+00,-2.951398801033054982e-16,5.902797602066109964e-16
3.200004936565500202e+01,1.199999999999999858e+02,-6.703716577480443766e-16,5.020000008591599894e+00,-3.073863471120694342e-16,6.147726942241388683e-16
3.200005397395781870e+01,1.199999999999999858e+02,-7.329511092530038498e-16,5.220000002995705657e+00,-3.196328147608932670e-16,6.392656295217865341e-16
3.200005876262473947e+01,1.199999999999999858e+02,-7.979798543116231400e-16,5.420000001044538607e+00,-3.318792826328922595e-16,6.637585652657845189e-16
3.200006373165575013e+01,1.199999999999999858e+02,-8.654578929529739410e-16,5.620000000364209214e+00,-3.441257505827076470e-16,6.882515011654152941e-16
3.200006888105085778e+01,1.199999999999999858e+02,-9.353852251871926222e-16,5.820000000126992035e+00,-3.563722185596558069e-16,7.127444371193116137e-16
3.200007421081006243e+01,1.199999999999999858e+02,-1.007761851017814070e-15,6.020000000044280597e+00,-3.686186865460647262e-16,7.372373730921294524e-16
3.200007972093336406e+01,1.199999999999999858e+02,-1.082587770446070582e-15,6.220000000015440733e+00,-3.808651545357723167e-16,7.617303090715446334e-16
3.200008541142076268e+01,1.199999999999999858e+02,-1.159862983472391695e-15,6.420000000005384067e+00,-3.931116225266300664e-16,7.862232450532601328e-16
3.200009128227226540e+01,1.199999999999999858e+02,-1.239587490096927291e-15,6.620000000001879492e+00,-4.053580905178890012e-16,8.107161810357780024e-16
3.200009733348785090e+01,1.199999999999999858e+02,-1.321761290319729634e-15,6.820000000000656648e+00,-4.176045585092876630e-16,8.352091170185753260e-16
3.200010356506754050e+01,1.199999999999999858e+02,-1.406384384140816865e-15,7.020000000000230500e+00,-4.298510265007350862e-16,8.597020530014701724e-16
3.200010997701131998e+01,1.199999999999999858e+02,-1.493456771560195495e-15,7.220000000000082352e+00,-4.420974944921995686e-16,8.841949889843991372e-16
3.200011656931920356e+01,1.199999999999999858e+02,-1.582978452577867888e-15,7.420000000000031015e+00,-4.543439624836699674e-16,9.086879249673399348e-16
3.200012334199116992e+01,1.199999999999999858e+02,-1.674949427193834243e-15,7.620000000000012541e+00,-4.665904304751423384e-16,9.331808609502846767e-16
3.200013029502722617e+01,1.199999999999999858e+02,-1.769369695408095349e-15,7.820000000000006501e+00,-4.788368984666154982e-16,9.576737969332309964e-16
3.200013742842738651e+01,1.199999999999999858e+02,-1.866239257220650810e-15,8.020000000000003126e+00,-4.910833664580888552e-16,9.821667329161777105e-16
3.200014474219162963e+01,1.199999999999999858e+02,-1.965558112631501021e-15,8.219999999999998863e+00,-5.033298344495621137e-16,1.006659668899124227e-15
3.200015223631996264e+01,1.199999999999999858e+02,-2.067326261640646377e-15,8.419999999999994600e+00,-5.155763024410353721e-16,1.031152604882070744e-15
