ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.000000000000000000e+00,-1.224646799147353207e-16,2.449293598294706414e-16
2.001999999999999780e+00,-1.225871445946500434e-16,2.451742891893000869e-16
2.005799999999999805e+00,-1.228198274864880437e-16,2.456396549729760875e-16
2.011219999999999786e+00,-1.231517067690569692e-16,2.463034135381139384e-16
2.018097999999999725e+00,-1.235728628032837445e-16,2.471457256065674891e-16
2.026288199999999762e+00,-1.240743679140025749e-16,2.481487358280051499e-16
2.035659379999999796e+00,-1.246481871935642647e-16,2.492963743871285295e-16
2.046093441999999651e+00,-1.252870892250844960e-16,2.505741784501689919e-16
2.057484097799999745e+00,-1.259845657333674687e-16,2.519691314667349374e-16
2.069735688019999742e+00,-1.267347592707368669e-16,2.534695185414737338e-16
2.082762119217999697e+00,-1.275323981342840652e-16,2.550647962685681304e-16
2.096485907296199880e+00,-1.283727377913912936e-16,2.567454755827825872e-16
2.110837316566579691e+00,-1.292515081627025021e-16,2.585030163254050042e-16
2.125753584909921834e+00,-1.301648661767973470e-16,2.603297323535946940e-16
2.141178226418929853e+00,-1.311093530693974523e-16,2.622187061387949046e-16
2.157060403777036672e+00,-1.320818559526522723e-16,2.641637119053045446e-16
2.173354363399333078e+00,-1.330795732274963404e-16,2.661591464549926808e-16
2.190018927059399712e+00,-1.340999834547707318e-16,2.681999669095414636e-16
2.207017034353459639e+00,-1.351408173392324290e-16,2.702816346784648580e-16
2.224315330918113620e+00,-1.362000325151626890e-16,2.724000650303253781e-16
2.241883797826302427e+00,-1.372757908534146532e-16,2.745515817068293064e-16
2.259695418043672355e+00,-1.383664380377561683e-16,2.767328760755123366e-16
2.277725876239305336e+00,-1.394704851835782744e-16,2.789409703671565487e-16
2.295953288615374621e+00,-1.405865922947328999e-16,2.811731845894657999e-16
2.314357959753837068e+00,-1.417135533746867684e-16,2.834271067493735368e-16
2.332922163778453406e+00,-1.428502830265600122e-16,2.857005660531200244e-16
2.351629947400608156e+00,-1.439958043931606765e-16,2.879916087863213531e-16
2.370466952660547300e+00,-1.451492383030159947e-16,2.902984766060319894e-16
2.389420257394492708e+00,-1.463097935018005136e-16,2.926195870036010272e-16
2.408478231655043267e+00,-1.474767578606213034e-16,2.949535157212426067e-16
2.427630408489538816e+00,-1.486494904634747664e-16,2.972989809269495329e-16
2.446867367640584767e+00,-1.498274144859576084e-16,2.996548289719152168e-16
2.466180630876526170e+00,-1.510100107861069037e-16,3.020200215722138074e-16
2.485562567788873523e+00,-1.521968121361559971e-16,3.043936242723119942e-16
2.505006311009986053e+00,-1.533873980311149409e-16,3.067747960622298817e-16
2.524505679908987332e+00,-1.545813900164927006e-16,3.091627800329854013e-16
2.544055111918088752e+00,-1.557784474832474516e-16,3.115568949664949031e-16
2.563649600726279676e+00,-1.569782638832414230e-16,3.139565277664828460e-16
2.583284640653651820e+00,-1.581805633231507520e-16,3.163611266463015041e-16
2.602956176588286485e+00,-1.593850974989838808e-16,3.187701949979677615e-16
2.622660558929457597e+00,-1.605916429371484169e-16,3.211832858742968338e-16
2.642394503036511910e+00,-1.617999985114112739e-16,3.235999970228225478e-16
2.662155052732860572e+00,-1.630099832081625432e-16,3.260199664163250865e-16
2.681939547459574413e+00,-1.642214341151534306e-16,3.284428682303068612e-16
2.701745592713616695e+00,-1.654342046113599741e-16,3.308684092227199482e-16
2.721571033442255150e+00,-1.666481627378605860e-16,3.332963254757211720e-16
2.741413930098029361e+00,-1.678631897316258693e-16,3.357263794632517386e-16
2.761272537088226287e+00,-1.690791787059293765e-16,3.381583574118587531e-16
2.781145283379403477e+00,-1.702960334627172459e-16,3.405920669254344919e-16
2.801030755041463038e+00,-1.715136674237410930e-16,3.430273348474821861e-16
2.820927679537316823e+00,-1.727320026685772905e-16,3.454640053371545809e-16
2.840834911583585143e+00,-1.739509690688445810e-16,3.479019381376891620e-16
2.860751420425226677e+00,-1.751705035089998899e-16,3.503410070179997798e-16
2.880676278382703792e+00,-1.763905491850543906e-16,3.527810983701087812e-16
2.900608650544433509e+00,-1.776110549734181960e-16,3.552221099468363920e-16
2.920547785489989945e+00,-1.788319748628603559e-16,3.576639497257207119e-16
2.940493006940990917e+00,-1.800532674432730275e-16,3.601065348865460550e-16
2.960443706246891793e+00,-1.812748954455591571e-16,3.625497908911183142e-16
2.980399335622202717e+00,-1.824968253275314359e-16,3.649936506550628719e-16
3.000359402059982195e+00,-1.837190269012211775e-16,3.674380538024423551e-16
3.020323461853983815e+00,-1.849414729974567072e-16,3.698829459949134143e-16
3.040291115668585231e+00,-1.861641391639834263e-16,3.723282783279668525e-16
3.060262004101726774e+00,-1.873870033937722036e-16,3.747740067875444071e-16
3.080235803691553809e+00,-1.886100458804968259e-16,3.772200917609936517e-16
3.100212223322398319e+00,-1.898332487984637210e-16,3.796664975969274420e-16
3.120191000990158336e+00,-1.910565961045486814e-16,3.821131922090973627e-16
3.140171900891142620e+00,-1.922800733599398635e-16,3.845601467198797270e-16
3.160154710802028255e+00,-1.935036675697066773e-16,3.870073351394133545e-16
3.180139239721825550e+00,-1.947273670384115422e-16,3.894547340768230845e-16
3.200125315749642763e+00,-1.959511612401606582e-16,3.919023224803213165e-16
3.220112784174678389e+00,-1.971750407016495829e-16,3.943500814032991657e-16
3.240101505757210454e+00,-1.983989968969043624e-16,3.967979937938087249e-16
3.260091355181489181e+00,-1.996230221525483843e-16,3.992460443050967686e-16
3.280082219663340126e+00,-2.008471095625427587e-16,4.016942191250855175e-16
3.300073997697006156e+00,-2.020712529114524135e-16,4.041425058229048271e-16
3.320066597927305629e+00,-2.032954466053858576e-16,4.065908932107717152e-16
3.340059938134575024e+00,-2.045196856098406825e-16,4.090393712196813650e-16
3.360053944321117481e+00,-2.057439653937647698e-16,4.114879307875295396e-16
3.380048549889005827e+00,-2.069682818792111883e-16,4.139365637584223766e-16
3.400043694900105162e+00,-2.081926313960277001e-16,4.163852627920554001e-16
3.420039325410094477e+00,-2.094170106410772612e-16,4.188340212821545223e-16
3.440035392869084774e+00,-2.106414166415366135e-16,4.212828332830732270e-16
3.460031853582176353e+00,-2.118658467218647805e-16,4.237316934437295610e-16
3.480028668223958732e+00,-2.130902984740748683e-16,4.261805969481497366e-16
3.500025801401562831e+00,-2.143147697309786897e-16,4.286295394619573795e-16
3.520023221261406654e+00,-2.155392585421068592e-16,4.310785170842137183e-16
3.540020899135265964e+00,-2.167637631520369344e-16,4.335275263040738687e-16
3.560018809221739300e+00,-2.179882819808887568e-16,4.359765639617775136e-16
3.580016928299565304e+00,-2.192128136067701025e-16,4.384256272135402050e-16
3.600015235469608665e+00,-2.204373567499780659e-16,4.408747134999561318e-16
3.620013711922647648e+00,-2.216619102587799656e-16,4.433238205175599312e-16
