ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.200000018036410410e+01,1.199999999999999858e+02,-2.449293598294706384e-18
3.200000036090857236e+01,1.199999999999999858e+02,-4.901036490187707653e-18
3.200000054179572828e+01,1.199999999999999858e+02,-7.357433039917469514e-18
3.200000072317168076e+01,1.199999999999999858e+02,-9.820467175298609021e-18
3.200000090516790152e+01,1.199999999999999858e+02,-1.229192443136428453e-17
3.200000108790272435e+01,1.199999999999999858e+02,-1.477341178964433763e-17
3.200000127148265960e+01,1.199999999999999858e+02,-1.726637553351562268e-17
3.200000145600357371e+01,1.199999999999999858e+02,-1.977211731801731383e-17
3.200000164155170523e+01,1.199999999999999858e+02,-2.229180863268466320e-17
3.200000182820471650e+01,1.199999999999999858e+02,-2.482650381809939955e-17
3.200000201603247518e+01,1.199999999999999858e+02,-2.737715178078508061e-17
3.200000220509787852e+01,1.199999999999999858e+02,-2.994460653661290895e-17
3.200000239545752123e+01,1.199999999999999858e+02,-3.252963669986696195e-17
3.200000258716234214e+01,1.199999999999999858e+02,-3.513293402340290618e-17
3.200000278025818545e+01,1.199999999999999858e+02,-3.775512108479085695e-17
3.200000297478631950e+01,1.199999999999999858e+02,-4.039675820384390387e-17
3.200000317078387724e+01,1.199999999999999858e+02,-4.305834966839383068e-17
3.200000336828427550e+01,1.199999999999999858e+02,-4.574034933748924828e-17
3.200000356731759865e+01,1.199999999999999858e+02,-4.844316568427389414e-17
3.200000376791091838e+01,1.199999999999999858e+02,-5.116716633457714866e-17
3.200000397008860631e+01,1.199999999999999858e+02,-5.391268215164544124e-17
3.200000417387256846e+01,1.199999999999999858e+02,-5.668001091240056756e-17
3.200000437928256503e+01,1.199999999999999858e+02,-5.946942061607212960e-17
3.200000458633633826e+01,1.199999999999999858e+02,-6.228115246196678513e-17
3.200000479504988959e+01,1.199999999999999858e+02,-6.511542352946052000e-17
3.200000500543760040e+01,1.199999999999999858e+02,-6.797242918999172271e-17
3.200000521751240967e+01,1.199999999999999858e+02,-7.085234527785493427e-17
3.200000543128599162e+01,1.199999999999999858e+02,-7.375533004391525022e-17
3.200000564676881254e+01,1.199999999999999858e+02,-7.668152591395126148e-17
3.200000586397031554e+01,1.199999999999999858e+02,-7.963106107116368508e-17
3.200000608289900583e+01,1.199999999999999858e+02,-8.260405088043318485e-17
3.200000630356252884e+01,1.199999999999999858e+02,-8.560059917015233849e-17
3.200000652596775552e+01,1.199999999999999858e+02,-8.862079938587447460e-17
3.200000675012088891e+01,1.199999999999999858e+02,-9.166473562859759257e-17
3.200000697602749966e+01,1.199999999999999858e+02,-9.473248358921988941e-17
3.200000720369259710e+01,1.199999999999999858e+02,-9.782411138954974490e-17
3.200000743312071450e+01,1.199999999999999858e+02,-1.009396803392146910e-16
3.200000766431588772e+01,1.199999999999999858e+02,-1.040792456168795224e-16
3.200000789728179740e+01,1.199999999999999858e+02,-1.072428568833425335e-16
3.200000813202172623e+01,1.199999999999999858e+02,-1.104305588333222126e-16
3.200000836853863717e+01,1.199999999999999858e+02,-1.136423916920651745e-16
3.200000860683519477e+01,1.199999999999999858e+02,-1.168783916622934010e-16
3.200000884691380065e+01,1.199999999999999858e+02,-1.201385913264566435e-16
3.200000908877661487e+01,1.199999999999999858e+02,-1.234230200087597239e-16
3.200000933242557721e+01,1.199999999999999858e+02,-1.267317041009869254e-16
3.200000957786243561e+01,1.199999999999999858e+02,-1.300646673557441469e-16
3.200000982508876746e+01,1.199999999999999858e+02,-1.334219311503766584e-16
3.200001007410599385e+01,1.199999999999999858e+02,-1.368035147244952420e-16
3.200001032491537956e+01,1.199999999999999858e+02,-1.402094353937495844e-16
3.200001057751808275e+01,1.199999999999999858e+02,-1.436397087422244014e-16
3.200001083191511952e+01,1.199999999999999858e+02,-1.470943487955959590e-16
3.200001108810744199e+01,1.199999999999999858e+02,-1.505733681769728526e-16
3.200001134609587439e+01,1.199999999999999858e+02,-1.540767782471528622e-16
3.200001160588117699e+01,1.199999999999999858e+02,-1.576045892308539604e-16
3.200001186746401061e+01,1.199999999999999858e+02,-1.611568103303223125e-16
3.200001213084500762e+01,1.199999999999999858e+02,-1.647334498275795216e-16
3.200001239602469383e+01,1.199999999999999858e+02,-1.683345151764449787e-16
3.200001266300358793e+01,1.199999999999999858e+02,-1.719600130853561505e-16
3.200001293178210915e+01,1.199999999999999858e+02,-1.756099495919067891e-16
3.200001320236068381e+01,1.199999999999999858e+02,-1.792843301299312195e-16
3.200001347473964586e+01,1.199999999999999858e+02,-1.829831595898803517e-16
3.200001374891933636e+01,1.199999999999999858e+02,-1.867064423731600217e-16
3.200001402490003954e+01,1.199999999999999858e+02,-1.904541824410354623e-16
3.200001430268202540e+01,1.199999999999999858e+02,-1.942263833586454028e-16
3.200001458226552131e+01,1.199999999999999858e+02,-1.980230483346146698e-16
3.200001486365074754e+01,1.199999999999999858e+02,-2.018441802567056469e-16
3.200001514683789594e+01,1.199999999999999858e+02,-2.056897817239044520e-16
3.200001543182712993e+01,1.199999999999999858e+02,-2.095598550752985964e-16
3.200001571861861294e+01,1.199999999999999858e+02,-2.134544024160668204e-16
3.200001600721247996e+01,1.199999999999999858e+02,-2.173734256408700271e-16
3.200001629760885891e+01,1.199999999999999858e+02,-2.213169264549030222e-16
3.200001658980785635e+01,1.199999999999999858e+02,-2.252849063928411036e-16
3.200001688380958598e+01,1.199999999999999858e+02,-2.292773668358920540e-16
3.200001717961412595e+01,1.199999999999999858e+02,-2.332943090271429126e-16
3.200001747722157575e+01,1.199999999999999858e+02,-2.373357340853719431e-16
3.200001777663198510e+01,1.199999999999999858e+02,-2.414016430174796766e-16
3.200001807784544638e+01,1.199999999999999858e+02,-2.454920367296764873e-16
3.200001838086200223e+01,1.199999999999999858e+02,-2.496069160375517615e-16
3.200001868568172370e+01,1.199999999999999858e+02,-2.537462816751359862e-16
3.200001899230463209e+01,1.199999999999999858e+02,-2.579101343030565358e-16
3.200001930073079848e+01,1.199999999999999858e+02,-2.620984745158780716e-16
3.200001961096025127e+01,1.199999999999999858e+02,-2.663113028487088088e-16
3.200001992299301889e+01,1.199999999999999858e+02,-2.705486197831461113e-16
3.200002023682914398e+01,1.199999999999999858e+02,-2.748104257526276314e-16
3.200002055246864785e+01,1.199999999999999858e+02,-2.790967211472472067e-16
3.200002086991156602e+01,1.199999999999999858e+02,-2.834075063180893552e-16
3.200002118915791272e+01,1.199999999999999858e+02,-2.877427815811300939e-16
3.200002151020771635e+01,1.199999999999999858e+02,-2.921025472207478626e-16
3.200002183306098402e+01,1.199999999999999858e+02,-2.964868034928832573e-16
