ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.200000009018205560e+01,1.199999999999999858e+02,-1.224646799147353192e-18
3.200000018036410410e+01,1.200000000000055422e+02,-2.449293598294706384e-18
3.200000027054615259e+01,1.200000000000215863e+02,-3.673940397442059190e-18
3.200000036072820109e+01,1.200000000000526796e+02,-4.898587196589412767e-18
3.200000045091024958e+01,1.200000000001028440e+02,-6.123233995736766344e-18
3.200000054109226966e+01,1.200000000001756604e+02,-7.347880794884119921e-18
3.200000063127428973e+01,1.200000000002744542e+02,-8.572527594031473498e-18
3.200000072145627428e+01,1.200000000004021672e+02,-9.797174393178827075e-18
3.200000081163822330e+01,1.200000000005614282e+02,-1.102182119232618065e-17
3.200000090182012258e+01,1.200000000007546248e+02,-1.224646799147353423e-17
3.200000099200196502e+01,1.200000000009839312e+02,-1.347111479062088781e-17
3.200000108218372930e+01,1.200000000012512515e+02,-1.469576158976823984e-17
3.200000117236540120e+01,1.200000000015583339e+02,-1.592040838891559342e-17
3.200000126254695942e+01,1.200000000019067414e+02,-1.714505518806294700e-17
3.200000135272840396e+01,1.200000000022978810e+02,-1.836970198721030057e-17
3.200000144290969217e+01,1.200000000027330316e+02,-1.959434878635765415e-17
3.200000153309081696e+01,1.200000000032133158e+02,-2.081899558550500773e-17
3.200000162327174991e+01,1.200000000037397569e+02,-2.204364238465236130e-17
3.200000171345247679e+01,1.200000000043133355e+02,-2.326828918379971488e-17
3.200000180363297630e+01,1.200000000049348188e+02,-2.449293598294706846e-17
3.200000189381321292e+01,1.200000000056049458e+02,-2.571758278209442203e-17
3.200000198399318663e+01,1.200000000063244556e+02,-2.694222958124177561e-17
3.200000207417285480e+01,1.200000000070939024e+02,-2.816687638038912919e-17
3.200000216435220324e+01,1.200000000079138402e+02,-2.939152317953647968e-17
3.200000225453119640e+01,1.200000000087847809e+02,-3.061616997868383018e-17
3.200000234470982008e+01,1.200000000097071648e+02,-3.184081677783118067e-17
3.200000243488805296e+01,1.200000000106813616e+02,-3.306546357697853117e-17
3.200000252506586662e+01,1.200000000117077406e+02,-3.429011037612588167e-17
3.200000261524323264e+01,1.200000000127866286e+02,-3.551475717527323216e-17
3.200000270542012260e+01,1.200000000139183243e+02,-3.673940397442058266e-17
3.200000279559652938e+01,1.200000000151030974e+02,-3.796405077356793315e-17
3.200000288577241037e+01,1.200000000163411471e+02,-3.918869757271528365e-17
3.200000297594774423e+01,1.200000000176326864e+02,-4.041334437186263414e-17
3.200000306612250256e+01,1.200000000189779286e+02,-4.163799117100998464e-17
3.200000315629667114e+01,1.200000000203770441e+02,-4.286263797015733513e-17
3.200000324647022865e+01,1.200000000218301750e+02,-4.408728476930468563e-17
3.200000333664313246e+01,1.200000000233374777e+02,-4.531193156845203612e-17
3.200000342681536125e+01,1.200000000248990233e+02,-4.653657836759938662e-17
3.200000351698690082e+01,1.200000000265149964e+02,-4.776122516674673712e-17
3.200000360715771563e+01,1.200000000281854540e+02,-4.898587196589408761e-17
3.200000369732779149e+01,1.200000000299105096e+02,-5.021051876504143811e-17
3.200000378749708574e+01,1.200000000316902202e+02,-5.143516556418878860e-17
3.200000387766559129e+01,1.200000000335246710e+02,-5.265981236333613910e-17
3.200000396783326551e+01,1.200000000354139473e+02,-5.388445916248348959e-17
3.200000405800010128e+01,1.200000000373580491e+02,-5.510910596163084009e-17
3.200000414816606309e+01,1.200000000393570900e+02,-5.633375276077819675e-17
3.200000423833112961e+01,1.200000000414110986e+02,-5.755839955992554724e-17
3.200000432849526533e+01,1.200000000435201031e+02,-5.878304635907289774e-17
3.200000441865846312e+01,1.200000000456841747e+02,-6.000769315822024823e-17
3.200000450882068748e+01,1.200000000479033133e+02,-6.123233995736759873e-17
3.200000459898190996e+01,1.200000000501775901e+02,-6.245698675651494922e-17
3.200000468914211638e+01,1.200000000525069765e+02,-6.368163355566229972e-17
3.200000477930126408e+01,1.200000000548915580e+02,-6.490628035480965022e-17
3.200000486945935307e+01,1.200000000573312917e+02,-6.613092715395700071e-17
3.200000495961634073e+01,1.200000000598262773e+02,-6.735557395310435121e-17
3.200000504977220572e+01,1.200000000623764436e+02,-6.858022075225170170e-17
3.200000513992691964e+01,1.200000000649818759e+02,-6.980486755139905220e-17
3.200000523008046116e+01,1.200000000676425742e+02,-7.102951435054640269e-17
3.200000532023281608e+01,1.200000000703585386e+02,-7.225416114969375319e-17
3.200000541038393465e+01,1.200000000731297973e+02,-7.347880794884110368e-17
3.200000550053382398e+01,1.200000000759563221e+02,-7.470345474798845418e-17
3.200000559068242723e+01,1.200000000788381556e+02,-7.592810154713580467e-17
3.200000568082973729e+01,1.200000000817753119e+02,-7.715274834628315517e-17
3.200000577097573284e+01,1.200000000847677768e+02,-7.837739514543050567e-17
3.200000586112037837e+01,1.200000000878155646e+02,-7.960204194457785616e-17
3.200000595126365255e+01,1.200000000909186895e+02,-8.082668874372520666e-17
3.200000604140552696e+01,1.200000000940771372e+02,-8.205133554287255715e-17
3.200000613154598739e+01,1.200000000972909220e+02,-8.327598234201990765e-17
3.200000622168499831e+01,1.200000001005600438e+02,-8.450062914116725814e-17
3.200000631182253841e+01,1.200000001038845454e+02,-8.572527594031460864e-17
3.200000640195858637e+01,1.200000001072643556e+02,-8.694992273946195913e-17
3.200000649209312087e+01,1.200000001106995313e+02,-8.817456953860930963e-17
3.200000658222610639e+01,1.200000001141900725e+02,-8.939921633775666012e-17
3.200000667235752161e+01,1.200000001177359508e+02,-9.062386313690401062e-17
3.200000676248734521e+01,1.200000001213372087e+02,-9.184850993605136112e-17
3.200000685261554878e+01,1.200000001249938038e+02,-9.307315673519871161e-17
3.200000694274210389e+01,1.200000001287057643e+02,-9.429780353434606211e-17
3.200000703286699633e+01,1.200000001324730903e+02,-9.552245033349341260e-17
3.200000712299019767e+01,1.200000001362957676e+02,-9.674709713264076310e-17
3.200000721311167950e+01,1.200000001401738103e+02,-9.797174393178811359e-17
3.200000730323141340e+01,1.200000001441072044e+02,-9.919639073093546409e-17
3.200000739334938515e+01,1.200000001480959781e+02,-1.004210375300828146e-16
3.200000748346556634e+01,1.200000001521401174e+02,-1.016456843292301651e-16
3.200000757357992853e+01,1.200000001562395937e+02,-1.028703311283775156e-16
3.200000766369245753e+01,1.200000001603944497e+02,-1.040949779275248661e-16
3.200000775380311069e+01,1.200000001646046570e+02,-1.053196247266722166e-16
3.200000784391187381e+01,1.200000001688702440e+02,-1.065442715258195671e-16
3.200000793401872556e+01,1.200000001731911681e+02,-1.077689183249669176e-16
3.200000802412363754e+01,1.200000001775674576e+02,-1.089935651241142681e-16
3.200000811422658131e+01,1.200000001819991127e+02,-1.102182119232616185e-16
3.200000820432753557e+01,1.200000001864861190e+02,-1.114428587224089690e-16
3.200000829442647898e+01,1.200000001910284766e+02,-1.126675055215563195e-16
3.200000838452338314e+01,1.200000001956262139e+02,-1.138921523207036700e-16
3.200000847461821962e+01,1.200000002002792883e+02,-1.151167991198510205e-16
3.200000856471096711e+01,1.200000002049877139e+02,-1.163414459189983710e-16
3.200000865480160428e+01,1.200000002097514908e+02,-1.175660927181457215e-16
