accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
5.158703111672910228e-03,-1.199522186948852877e-15,9.794841814867666585e+00
9.871092086738027932e-03,-1.199522186957820056e-15,9.794841808464951782e+00
1.411224215915226655e-02,-1.199522186966787236e-15,9.794841796233894726e+00
1.792927721918071218e-02,-1.199522186975754217e-15,9.794841778757326978e+00
2.136460876806195106e-02,-1.199522186984721594e-15,9.794841756559804935e+00
2.445640715691069916e-02,-1.199522186993688576e-15,9.794841730113422074e+00
2.723902570173021218e-02,-1.199522187002655558e-15,9.794841699843068739e+00
2.974338238692341568e-02,-1.199522187011622737e-15,9.794841666131146596e+00
3.199730339845292815e-02,-1.199522187020589916e-15,9.794841629321821230e+00
3.402583230368516620e-02,-1.199522187029557095e-15,9.794841589724837760e+00
3.585150831324981219e-02,-1.199522187038524274e-15,9.794841547618972299e+00
3.749461671671368984e-02,-1.199522187047491453e-15,9.794841503255126369e+00
3.897341427468684755e-02,-1.199522187056458435e-15,9.794841456859110451e+00
4.030433207171838644e-02,-1.199522187065425811e-15,9.794841408634162860e+00
4.150215808390248645e-02,-1.199522187074392596e-15,9.794841358763187955e+00
4.258020148972389146e-02,-1.199522187083359775e-15,9.794841307410818487e+00
4.355044054981890844e-02,-1.199522187092326954e-15,9.794841254725209723e+00
4.442365569876018105e-02,-1.199522187101293739e-15,9.794841200839712769e+00
4.520954932766311357e-02,-1.199522187110260918e-15,9.794841145874348953e+00
4.591685358853156429e-02,-1.199522187119227703e-15,9.794841089937129652e+00
4.655342741816900082e-02,-1.199522187128194882e-15,9.794841033125274876e+00
4.712634385969856343e-02,-1.199522187137161667e-15,9.794840975526280857e+00
4.764196865193105757e-02,-1.199522187146128451e-15,9.794840917218897047e+00
4.810603095979622962e-02,-1.199522187155095433e-15,9.794840858274003637e+00
4.852368703173082914e-02,-1.199522187164062218e-15,9.794840798755389599e+00
4.889957749132795711e-02,-1.199522187173029200e-15,9.794840738720468565e+00
4.923787889982139676e-02,-1.199522187181995985e-15,9.794840678220916530e+00
4.954235016232154398e-02,-1.199522187190962769e-15,9.794840617303243846e+00
4.981637429342777174e-02,-1.199522187199929357e-15,9.794840556009305033e+00
5.006299600627951013e-02,-1.199522187208896142e-15,9.794840494376781947e+00
5.028495554270225043e-02,-1.199522187217862729e-15,9.794840432439581690e+00
5.048471912033894449e-02,-1.199522187226828922e-15,9.794840370228222071e+00
