gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000090182012258e+01,1.200000000007546248e+02,-1.224646799147353423e-17,9.999976526908418428e-01,2.166705519112246785e-03,1.224646799147353207e-16
3.200000180363297630e+01,1.200000000049348188e+02,-2.449293598294706846e-17,9.999799497697597905e-01,6.332460696174913549e-03,1.224646799147353207e-16
3.200000270542012260e+01,1.200000000139183243e+02,-3.673940397442058266e-17,9.999373328590274168e-01,1.119510405376897798e-02,1.224646799147353207e-16
3.200000360715771563e+01,1.200000000281854540e+02,-4.898587196589408761e-17,9.998671381318027240e-01,1.630049337040560126e-02,1.224646799147353207e-16
3.200000450882068748e+01,1.200000000479033133e+02,-6.123233995736759873e-17,9.997690593737039721e-01,2.149018192149909634e-02,1.224646799147353207e-16
3.200000541038393465e+01,1.200000000731297973e+02,-7.347880794884110368e-17,9.996432555870646830e-01,2.670882923855752086e-02,1.224646799147353207e-16
3.200000631182253841e+01,1.200000001038845454e+02,-8.572527594031460864e-17,9.994898824256829295e-01,3.193704633641886864e-02,1.224646799147353207e-16
3.200000721311167950e+01,1.200000001401738103e+02,-9.797174393178811359e-17,9.993090319274731126e-01,3.716797960848283733e-02,1.224646799147353207e-16
3.200000811422658131e+01,1.200000001819991127e+02,-1.102182119232616185e-16,9.991007518809785770e-01,4.239914611007347678e-02,1.224646799147353207e-16
3.200000901514253115e+01,1.200000002293601398e+02,-1.224646799147351235e-16,9.988650671958450022e-01,4.762958676956955545e-02,1.224646799147353207e-16
3.200000991583482346e+01,1.200000002822559253e+02,-1.347111479062086285e-16,9.986019925163094335e-01,5.285887382887163866e-02,1.224646799147353207e-16
3.200001081627875266e+01,1.200000003406850766e+02,-1.469576158976821334e-16,9.983115384269023451e-01,5.808676478950732663e-02,1.224646799147353207e-16
3.200001171644963449e+01,1.200000004046460873e+02,-1.592040838891556384e-16,9.979937142473457312e-01,6.331308176662338305e-02,1.224646799147353207e-16
3.200001261632279181e+01,1.200000004741371669e+02,-1.714505518806291433e-16,9.976485292271157768e-01,6.853766943056077698e-02,1.224646799147353207e-16
3.200001351587356169e+01,1.200000005491564252e+02,-1.836970198721026483e-16,9.972759930385752813e-01,7.376038034692818102e-02,1.224646799147353207e-16
3.200001441507725986e+01,1.200000006297018302e+02,-1.959434878635761532e-16,9.968761159755118451e-01,7.898106986853110911e-02,1.224646799147353207e-16
3.200001531390925891e+01,1.200000007157711508e+02,-2.081899558550496582e-16,9.964489090315047370e-01,8.419959435724118368e-02,1.224646799147353207e-16
3.200001621234491012e+01,1.200000008073620137e+02,-2.204364238465231631e-16,9.959943839303007085e-01,8.941581056670436234e-02,1.224646799147353207e-16
3.200001711035957896e+01,1.200000009044719604e+02,-2.326828918379968900e-16,9.955125531373225645e-01,9.462957542972223746e-02,1.224646799147353207e-16
3.200001800792863804e+01,1.200000010070982768e+02,-2.449293598294706414e-16,9.950034298638480434e-01,9.984074598668810085e-02,1.224646799147353207e-16
3.200001890502748836e+01,1.200000011152381774e+02,-2.571758278209443929e-16,9.944670280683611807e-01,1.050491793631976589e-01,1.224646799147353207e-16
3.200001980163154514e+01,1.200000012288887206e+02,-2.694222958124181444e-16,9.939033624568154313e-01,1.102547327647937364e-01,1.224646799147353207e-16
3.200002069771620938e+01,1.200000013480467231e+02,-2.816687638038918959e-16,9.933124484824723543e-01,1.154572634776856871e-01,1.224646799147353207e-16
3.200002159325691764e+01,1.200000014727089734e+02,-2.939152317953656473e-16,9.926943023455678805e-01,1.206566288715475166e-01,1.224646799147353207e-16
3.200002248822913486e+01,1.200000016028720182e+02,-3.061616997868393988e-16,9.920489409929019731e-01,1.258526864030387049e-01,1.224646799147353207e-16
3.200002338260830470e+01,1.200000017385323190e+02,-3.184081677783131503e-16,9.913763821173865454e-01,1.310452936195786455e-01,1.224646799147353207e-16
3.200002427636992053e+01,1.200000018796861525e+02,-3.306546357697869018e-16,9.906766441575641791e-01,1.362343081632042263e-01,1.224646799147353207e-16
3.200002516948947573e+01,1.200000020263296534e+02,-3.429011037612606532e-16,9.899497462971051931e-01,1.414195877744558738e-01,1.224646799147353207e-16
3.200002606194247790e+01,1.200000021784587574e+02,-3.551475717527344047e-16,9.891957084642818421e-01,1.466009902962719658e-01,1.224646799147353207e-16
3.200002695370447015e+01,1.200000023360693433e+02,-3.673940397442081562e-16,9.884145513314221976e-01,1.517783736778841042e-01,1.224646799147353207e-16
3.200002784475100270e+01,1.200000024991570626e+02,-3.796405077356819076e-16,9.876062963143437123e-01,1.569515959787115833e-01,1.224646799147353207e-16
