ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
9.881749191102804364e-01,1.533307837369611848e-01,1.224646799147353207e-16
9.880944998464432638e-01,1.538481698727905689e-01,1.224646799147353207e-16
9.880138096908950285e-01,1.543655138302716390e-01,1.224646799147353207e-16
9.879328486657573682e-01,1.548828154675715718e-01,1.224646799147353207e-16
9.878516167932259728e-01,1.554000746428692292e-01,1.224646799147353207e-16
9.877701140955713610e-01,1.559172912143550749e-01,1.224646799147353207e-16
9.876883405951376593e-01,1.564344650402312298e-01,1.224646799147353207e-16
9.876062963143437123e-01,1.569515959787115833e-01,1.224646799147353207e-16
9.875239812756824165e-01,1.574686838880217377e-01,1.224646799147353207e-16
9.874413955017208311e-01,1.579857286263991190e-01,1.224646799147353207e-16
9.873585390151002894e-01,1.585027300520929494e-01,1.224646799147353207e-16
9.872754118385365096e-01,1.590196880233643861e-01,1.224646799147353207e-16
9.871920139948191508e-01,1.595366023984864934e-01,1.224646799147353207e-16
9.871083455068122570e-01,1.600534730357442148e-01,1.224646799147353207e-16
9.870244063974540349e-01,1.605702997934345400e-01,1.224646799147353207e-16
9.869401966897568546e-01,1.610870825298665043e-01,1.224646799147353207e-16
9.868557164068072485e-01,1.616038211033611893e-01,1.224646799147353207e-16
9.867709655717660233e-01,1.621205153722517778e-01,1.224646799147353207e-16
9.866859442078680376e-01,1.626371651948835817e-01,1.224646799147353207e-16
9.866006523384224236e-01,1.631537704296141533e-01,1.224646799147353207e-16
9.865150899868124768e-01,1.636703309348132296e-01,1.224646799147353207e-16
9.864292571764955442e-01,1.641868465688628431e-01,1.224646799147353207e-16
9.863431539310031360e-01,1.647033171901572390e-01,1.224646799147353207e-16
9.862567802739409251e-01,1.652197426571031247e-01,1.224646799147353207e-16
9.861701362289888584e-01,1.657361228281195031e-01,1.224646799147353207e-16
9.860832218199008237e-01,1.662524575616378120e-01,1.224646799147353207e-16
9.859960370705049826e-01,1.667687467161020065e-01,1.224646799147353207e-16
9.859085820047034376e-01,1.672849901499684211e-01,1.224646799147353207e-16
9.858208566464724543e-01,1.678011877217060466e-01,1.224646799147353207e-16
9.857328610198624608e-01,1.683173392897963638e-01,1.224646799147353207e-16
9.856445951489980484e-01,1.688334447127334825e-01,1.224646799147353207e-16
9.855560590580777491e-01,1.693495038490241689e-01,1.224646799147353207e-16
9.854672527713742580e-01,1.698655165571879289e-01,1.224646799147353207e-16
9.853781763132343219e-01,1.703814826957569251e-01,1.224646799147353207e-16
9.852888297080786284e-01,1.708974021232761153e-01,1.224646799147353207e-16
9.851992129804022502e-01,1.714132746983032529e-01,1.224646799147353207e-16
9.851093261547739788e-01,1.719291002794089418e-01,1.224646799147353207e-16
9.850191692558368795e-01,1.724448787251767201e-01,1.224646799147353207e-16
9.849287423083079585e-01,1.729606098942029491e-01,1.224646799147353207e-16
9.848380453369782739e-01,1.734762936450970072e-01,1.224646799147353207e-16
9.847470783667129357e-01,1.739919298364812905e-01,1.224646799147353207e-16
9.846558414224508837e-01,1.745075183269912122e-01,1.224646799147353207e-16
9.845643345292055537e-01,1.750230589752752586e-01,1.224646799147353207e-16
9.844725577120637672e-01,1.755385516399950441e-01,1.224646799147353207e-16
9.843805109961869526e-01,1.760539961798253117e-01,1.224646799147353207e-16
9.842881944068099243e-01,1.765693924534540160e-01,1.224646799147353207e-16
9.841956079692421033e-01,1.770847403195823788e-01,1.224646799147353207e-16
9.841027517088664078e-01,1.776000396369248335e-01,1.224646799147353207e-16
9.840096256511399186e-01,1.781152902642091640e-01,1.224646799147353207e-16
9.839162298215937685e-01,1.786304920601764490e-01,1.224646799147353207e-16
9.838225642458328091e-01,1.791456448835812565e-01,1.224646799147353207e-16
9.837286289495360547e-01,1.796607485931914772e-01,1.224646799147353207e-16
9.836344239584564608e-01,1.801758030477885186e-01,1.224646799147353207e-16
9.835399492984208125e-01,1.806908081061672777e-01,1.224646799147353207e-16
9.834452049953299468e-01,1.812057636271361960e-01,1.224646799147353207e-16
9.833501910751583086e-01,1.817206694695172875e-01,1.224646799147353207e-16
9.832549075639548386e-01,1.822355254921462220e-01,1.224646799147353207e-16
9.831593544878417523e-01,1.827503315538722972e-01,1.224646799147353207e-16
9.830635318730156502e-01,1.832650875135584667e-01,1.224646799147353207e-16
9.829674397457468515e-01,1.837797932300815340e-01,1.224646799147353207e-16
9.828710781323795054e-01,1.842944485623319584e-01,1.224646799147353207e-16
9.827744470593315906e-01,1.848090533692140769e-01,1.224646799147353207e-16
9.826775465530952491e-01,1.853236075096460489e-01,1.224646799147353207e-16
9.825803766402362305e-01,1.858381108425599670e-01,1.224646799147353207e-16
9.824829373473941141e-01,1.863525632269018018e-01,1.224646799147353207e-16
9.823852287012826423e-01,1.868669645216315123e-01,1.224646799147353207e-16
9.822872507286889432e-01,1.873813145857230744e-01,1.224646799147353207e-16
9.821890034564745298e-01,1.878956132781645083e-01,1.224646799147353207e-16
9.820904869115741898e-01,1.884098604579579062e-01,1.224646799147353207e-16
9.819917011209968738e-01,1.889240559841194877e-01,1.224646799147353207e-16
9.818926461118253624e-01,1.894381997156796282e-01,1.224646799147353207e-16
9.817933219112160437e-01,1.899522915116829136e-01,1.224646799147353207e-16
9.816937285463992469e-01,1.904663312311881407e-01,1.224646799147353207e-16
9.815938660446790198e-01,1.909803187332684282e-01,1.224646799147353207e-16
9.814937344334332403e-01,1.914942538770111891e-01,1.224646799147353207e-16
9.813933337401136159e-01,1.920081365215181857e-01,1.224646799147353207e-16
9.812926639922455729e-01,1.925219665259055579e-01,1.224646799147353207e-16
9.811917252174281456e-01,1.930357437493039341e-01,1.224646799147353207e-16
9.810905174433344200e-01,1.935494680508583198e-01,1.224646799147353207e-16
9.809890406977110899e-01,1.940631392897283480e-01,1.224646799147353207e-16
