gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.018205188478225571e-06,3.543207813446921841e-03,-2.977859580299313524e-01
-9.203727115244797463e-06,3.543207802827507205e-03,-5.677859577307192707e-01
-9.556218773207975705e-06,3.543207759025136187e-03,-8.107859571672354493e-01
-1.005898317834894319e-05,3.543207637356356968e-03,-1.029485956365907340e+00
-1.069699302874979774e-05,3.543207381188542577e-03,-1.226315955350519182e+00
-1.145672372711502806e-05,3.543206926962288745e-03,-1.403462954142477237e+00
-1.232600310142447398e-05,3.543206207913542852e-03,-1.562895252761046905e+00
-1.329387615453677960e-05,3.543205156784199131e-03,-1.706384321223567202e+00
-1.435048334014167663e-05,3.543203707750154467e-03,-1.835524482545642710e+00
-1.548695101245616692e-05,3.543201797748009741e-03,-1.951750627441320107e+00
-1.669529283223031535e-05,3.543199367343314969e-03,-2.056354157553236917e+00
-1.796832103327209403e-05,3.543196361252775282e-03,-2.150497334359772861e+00
-1.929956656327879135e-05,3.543192728608440204e-03,-2.235226193191464539e+00
-2.068320721136946352e-05,3.543188423032536585e-03,-2.311482165845797798e+00
-2.211400292348205583e-05,3.543183402576241970e-03,-2.380112540940509280e+00
-2.358723758671549535e-05,3.543177629563465381e-03,-2.441879878231561829e+00
-2.509866663558360414e-05,3.543171070371102516e-03,-2.497470481499322936e+00
-2.664446989790250766e-05,3.543163695169614796e-03,-2.547502024146122590e+00
-2.822120915625390392e-05,3.543155477641840231e-03,-2.592530412234057557e+00
-2.982578995340696146e-05,3.543146394693284622e-03,-2.633055961219016972e+00
-3.145542721724297599e-05,3.543136426163485692e-03,-2.669528955011299054e+00
-3.310761432320379782e-05,3.543125554545286261e-03,-2.702354649130173314e+00
-3.478009525047757880e-05,3.543113764716655963e-03,-2.731897773542981689e+00
-3.647083952252573119e-05,3.543101043688054799e-03,-2.758486585220333520e+00
-3.817801965350751275e-05,3.543087380367136545e-03,-2.782416515435774951e+00
-3.989999085000160136e-05,3.543072765341597364e-03,-2.803953452335500085e+00
-4.163527274249134914e-05,3.543057190680351781e-03,-2.823336695251081885e+00
-4.338253294363475195e-05,3.543040649752705103e-03,-2.840781613580936948e+00
-4.514057225064274404e-05,3.543023137064851402e-03,-2.856482039783640126e+00
-4.690831132735560433e-05,3.543004648112807551e-03,-2.870612423071908559e+00
-4.868477871805308379e-05,3.542985179250753795e-03,-2.883329767737188742e+00
-5.046910005982563991e-05,3.542964727573672326e-03,-2.894775377641781500e+00
-5.226048837365825697e-05,3.542943290813133344e-03,-2.905076426261758105e+00
-5.405823532635711147e-05,3.542920867245140035e-03,-2.914347369725582393e+00
-5.586170336624212069e-05,3.542897455608864585e-03,-2.922691218548873149e+00
-5.767031864523105926e-05,3.542873055035313315e-03,-2.930200682195685857e+00
-5.948356464867963263e-05,3.542847664984862324e-03,-2.936959199183671210e+00
-6.130097646221007953e-05,3.542821285192762452e-03,-2.943041864178715272e+00
-6.312213561182623541e-05,3.542793915621778728e-03,-2.948516262380114217e+00
-6.494666541999502259e-05,3.542765556421140303e-03,-2.953443220467236063e+00
-6.677422682609907641e-05,3.542736207891131282e-03,-2.957877482451512385e+00
-6.860451462482725885e-05,3.542705870452609023e-03,-2.961868317943230355e+00
-7.043725408070851607e-05,3.542674544620926479e-03,-2.965460069591649539e+00
-7.227219788117847247e-05,3.542642230983687399e-03,-2.968692645781102701e+00
-7.410912339433083659e-05,3.542608930181866903e-03,-2.971601964057489997e+00
-7.594783020088096521e-05,3.542574642893879348e-03,-2.974220350212121389e+00
-7.778813787292650325e-05,3.542539369822210113e-03,-2.976576897457176685e+00
-7.962988397482418615e-05,3.542503111682276072e-03,-2.978697789683616648e+00
-8.147292226397357339e-05,3.542465869193215516e-03,-2.980606592393307164e+00
-8.331712107151718015e-05,3.542427643070346008e-03,-2.982324514537926685e+00
-8.516236184496587820e-05,3.542388434019059021e-03,-2.983870644173986175e+00
-8.700853783656128904e-05,3.542348242729940599e-03,-2.985262160552346167e+00
-8.885555292279565898e-05,3.542307069874941084e-03,-2.986514524998780562e+00
-9.070332054198075079e-05,3.542264916104459482e-03,-2.987641652706485740e+00
-9.255176273805530761e-05,3.542221782045156409e-03,-2.988656067349338752e+00
-9.440080930001467599e-05,3.542177668298431004e-03,-2.989569040233829966e+00
-9.625039698739256615e-05,3.542132575439420859e-03,-2.990390715535799604e+00
-9.810046883319592493e-05,3.542086504016442143e-03,-2.991130223013504175e+00
-9.995097351654591772e-05,3.542039454550822627e-03,-2.991795779449374582e+00
-1.018018647980546563e-04,3.541991427537008810e-03,-2.992394779947599837e+00
-1.036531010116645328e-04,3.541942423442927604e-03,-2.992933880101948940e+00
-1.055046446073019012e-04,3.541892442710554024e-03,-2.993419069946813504e+00
-1.073564617392685041e-04,3.541841485756608114e-03,-2.993855740513147179e+00
-1.092085218957925213e-04,3.541789552973396722e-03,-2.994248743728809004e+00
-1.110607975656245709e-04,3.541736644729722924e-03,-2.994602446328870293e+00
-1.129132639379749182e-04,3.541682761371860513e-03,-2.994920778374896564e+00
-1.147658986324579867e-04,3.541627903224583117e-03,-2.995207276922296380e+00
-1.166186814560428946e-04,3.541572070592191590e-03,-2.995465125320937894e+00
-1.184715941843085513e-04,3.541515263759579570e-03,-2.995697188585702442e+00
-1.203246203645730750e-04,3.541457482993266501e-03,-2.995906045229983050e+00
-1.221777451387132433e-04,3.541398728542443676e-03,-2.996094015915833797e+00
-1.240309550837018942e-04,3.541339000639976906e-03,-2.996263189239103397e+00
-1.258842380680892659e-04,3.541278299503398778e-03,-2.996415444936055383e+00
-1.277375831228403519e-04,3.541216625335857991e-03,-2.996552474769327734e+00
-1.295909803250870152e-04,3.541153978327044819e-03,-2.996675801325294319e+00
-1.314444206935055687e-04,3.541090358654068460e-03,-2.996786794931689979e+00
-1.332978960941575298e-04,3.541025766482297932e-03,-2.996886688883480421e+00
-1.351513991557459391e-04,3.540960201966167863e-03,-2.996976593146130963e+00
-1.370049231933479449e-04,3.540893665249940023e-03,-2.997057506688562079e+00
-1.388584621397719846e-04,3.540826156468422810e-03,-2.997130328582801706e+00
-1.407120104837824659e-04,3.540757675747654293e-03,-2.997195867993675655e+00
-1.425655632144995756e-04,3.540688223205540591e-03,-2.997254853169526445e+00
-1.444191157713628341e-04,3.540617798952468663e-03,-2.997307939533863763e+00
-1.462726639990945569e-04,3.540546403091861857e-03,-2.997355716967844863e+00
-1.481262041071705886e-04,3.540474035720722005e-03,-2.997398716364512605e+00
-1.499797326333417787e-04,3.540400696930119488e-03,-2.997437415527604454e+00
-1.518332464108057762e-04,3.540326386805665079e-03,-2.997472244480485326e+00
-1.536867425386597829e-04,3.540251105427935814e-03,-2.997503590244183336e+00
-1.555402183553108476e-04,3.540174852872887429e-03,-2.997531801137623297e+00
-1.573936714145412899e-04,3.540097629212224720e-03,-2.997557190647838432e+00
-1.592470994639729755e-04,3.540019434513752387e-03,-2.997580040913159216e+00
-1.611005004256815375e-04,3.539940268841703340e-03,-2.997600605858080414e+00
-1.629538723787491512e-04,3.539860132257041398e-03,-2.997619114014650865e+00
-1.648072135435650154e-04,3.539779024817733648e-03,-2.997635771061712529e+00
-1.666605222676940511e-04,3.539696946579018889e-03,-2.997650762110223965e+00
-1.685137970131589391e-04,3.539613897593640087e-03,-2.997664253760047526e+00
-1.703670363449945227e-04,3.539529877912071625e-03,-2.997676395951059725e+00
-1.722202389209469926e-04,3.539444887582720526e-03,-2.997687323629149692e+00
-1.740734034822025763e-04,3.539358926652118147e-03,-2.997697158245616667e+00
-1.759265288450433281e-04,3.539271995165097981e-03,-2.997706009106631875e+00
-1.777796138933395982e-04,3.539184093164947885e-03,-2.997713974587747909e+00
-1.796326575717895990e-04,3.539095220693570104e-03,-2.997721143226963481e+00
-1.814856588798386295e-04,3.539005377791608342e-03,-2.997727594708475163e+00
-1.833386168662058603e-04,3.538914564498581768e-03,-2.997733400748062937e+00
-1.851915306239554967e-04,3.538822780852996907e-03,-2.997738625889927455e+00
-1.870443992860645866e-04,3.538730026892456491e-03,-2.997743328223849257e+00
-1.888972220214323169e-04,3.538636302653754007e-03,-2.997747560030630698e+00
