gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-3.607282075391355280e-05,3.543207813447031996e-03,-1.197785958029931264e+00
-3.681490844500682509e-05,3.543207685354125922e-03,-2.277785953309461320e+00
-3.822487489282810484e-05,3.543207026334006197e-03,-3.249785944360644940e+00
-4.023593154871903961e-05,3.543205121451765104e-03,-4.124585931606321587e+00
-4.278796767494204333e-05,3.543201064586725020e-03,-4.911905915427052349e+00
-4.582688197055740314e-05,3.543193838792373269e-03,-5.620493896165350556e+00
-4.930398105892777274e-05,3.543182375852982607e-03,-6.258223074129493746e+00
-5.317543819206012963e-05,3.543165599656677642e-03,-6.832179329596950623e+00
-5.740180616766260921e-05,3.543142457048815887e-03,-7.348739954817458120e+00
-6.194757904083416972e-05,3.543111939064158729e-03,-7.813644512815806742e+00
-6.678079774589456500e-05,3.543073094824435946e-03,-8.232058610314323843e+00
-7.187269522812828710e-05,3.543025039899167731e-03,-8.608631293363140813e+00
-7.719737712355817082e-05,3.542966960538249457e-03,-8.947546703407390112e+00
-8.273153442089403113e-05,3.542898114874684905e-03,-9.252570567747719466e+00
-8.845418489709969644e-05,3.542817831949834299e-03,-9.527092040954743268e+00
-9.434644044000386619e-05,3.542725509218427448e-03,-9.774161362142034903e+00
-1.003912976613671612e-04,3.542620609036571840e-03,-9.996523746511833508e+00
-1.065734494647735300e-04,3.542502654514459448e-03,-1.019664988774619196e+01
-1.128791154675172628e-04,3.542371225020239309e-03,-1.037676341015897030e+01
-1.192958893868415062e-04,3.542225951546940175e-03,-1.053886557563267345e+01
-1.258126016907887127e-04,3.542066512096328414e-03,-1.068475751986158073e+01
-1.324191959847104420e-04,3.541892627188683411e-03,-1.081606026497056838e+01
-1.391066177580239677e-04,3.541704055572971258e-03,-1.093423273087204706e+01
-1.458667142538963731e-04,3.541500590185587844e-03,-1.104058794548720535e+01
-1.526921443486781193e-04,3.541282054385955138e-03,-1.113630763394514211e+01
-1.595762974395667695e-04,3.541048298482448592e-03,-1.122245534886207174e+01
-1.665132204393878499e-04,3.540799196551291158e-03,-1.129998828759260121e+01
-1.734975520676807642e-04,3.540534643543213639e-03,-1.136976792775590539e+01
-1.805244637084980539e-04,3.540254552667259236e-03,-1.143256959920925908e+01
-1.875896061783897603e-04,3.539958853037501046e-03,-1.148909109882423785e+01
-1.946890618137617429e-04,3.539647487566150146e-03,-1.153996044378527230e+01
-2.018193013459192197e-04,3.539320411085390434e-03,-1.158574284955837896e+01
-2.089771450853055877e-04,3.538977588679721297e-03,-1.162694701006298992e+01
-2.161597279842967611e-04,3.538618994210821628e-03,-1.166403074982661714e+01
-2.233644681909850705e-04,3.538244609017339448e-03,-1.169740611092404237e+01
-2.305890387451260421e-04,3.537854420772862298e-03,-1.172744393122258622e+01
-2.378313421022968017e-04,3.537448422486225152e-03,-1.175447796480286478e+01
-2.450894872036933885e-04,3.537026611629403346e-03,-1.177880859033744443e+01
-2.523617688372304171e-04,3.536588989379272751e-03,-1.180070614863166689e+01
-2.596466490610238272e-04,3.536135559960722902e-03,-1.182041394641034948e+01
-2.669427404832128798e-04,3.535666330079607986e-03,-1.183815095972585141e+01
-2.742487912126584273e-04,3.535181308435139062e-03,-1.185411426702532367e+01
-2.815636713135862912e-04,3.534680505302278865e-03,-1.186848123891121176e+01
-2.888863606139167373e-04,3.534163932175662503e-03,-1.188141150892574771e+01
-2.962159377320426330e-04,3.533631601467438540e-03,-1.189304874725694816e+01
-3.035515702003116034e-04,3.533083526252223019e-03,-1.190352225707405864e+01
-3.108925055756454805e-04,3.532519720053114379e-03,-1.191294841122942216e+01
-3.182380634386589870e-04,3.531940196663372993e-03,-1.192143194529015382e+01
-3.255876281925112049e-04,3.531344969999007394e-03,-1.192906712126669433e+01
-3.329406425815718763e-04,3.530734053978051411e-03,-1.193593877496845401e+01
-3.402966018579796012e-04,3.530107462422799047e-03,-1.194212325862391744e+01
-3.476550485313522677e-04,3.529465208981751902e-03,-1.194768928923874718e+01
-3.550155676433712471e-04,3.528807307068397309e-03,-1.195269871211805857e+01
