ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
9.000000000000000000e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.001200000000000045e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.003479999999998995e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.006731999999999516e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.010858799999999746e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.015772920000000568e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.021395627999999078e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.027656065200000057e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.034490458679999847e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.041841412812000556e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.049657271530800529e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.057891544377720550e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.066502389939948614e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.075452150945953633e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.084706935851357912e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.094236242266222803e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.104012618039600113e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.114011356235640449e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.124210220612076228e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.134589198550868616e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.145130278695782522e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.155817250826204656e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.166635525743583912e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.177571973169224862e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.188614775852302330e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.199753298267071955e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.210977968440363384e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.222280171596327136e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.233652154436694559e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.245086938993026138e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.256578245093723467e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.268120420584349972e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.279708378525914725e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.291337540673323758e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.303003786605991365e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.314703407945391689e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.326433067150851741e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.338189760435766118e+01,0.000000000000000000e+00,1.800000000000000000e+02
9.349970784392189671e+01,0.000000000000000000e+00,1.800000000000000000e+02
