gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200008064247359130e+01,1.200003822980390993e+02,-6.282438079625773787e-15,-2.675155653808264589e+00,1.357771051355005421e+00,3.673940397442059375e-16
3.200007822139310321e+01,1.200003837148776569e+02,-6.319177483600193070e-15,-2.696152567234518571e+00,1.315584027797051636e+00,3.673940397442059375e-16
3.200007578164676403e+01,1.200003850869150313e+02,-6.355916887574612352e-15,-2.716484245358204763e+00,1.273072403565745692e+00,3.673940397442059375e-16
3.200007332383652425e+01,1.200003864138127199e+02,-6.392656291549031634e-15,-2.736145671641974975e+00,1.230246667768250868e+00,3.673940397442059375e-16
3.200007084856882500e+01,1.200003876952433473e+02,-6.429395695523450917e-15,-2.755131994923094130e+00,1.187117387014060554e+00,3.673940397442059375e-16
3.200006835645439907e+01,1.200003889308906935e+02,-6.466135099497870199e-15,-2.773438530610391251e+00,1.143695202807843314e+00,3.673940397442059375e-16
3.200006584810812882e+01,1.200003901204499215e+02,-6.502874503472289481e-15,-2.791060761840111759e+00,1.099990828923811836e+00,3.673940397442059375e-16
3.200006332414892540e+01,1.200003912636275345e+02,-6.539613907446708763e-15,-2.807994340590387328e+00,1.056015048762259489e+00,3.673940397442059375e-16
3.200006078519952979e+01,1.200003923601414471e+02,-6.576353311421128046e-15,-2.824235088754043055e+00,1.011778712688917503e+00,3.673940397442059375e-16
3.200005823188639198e+01,1.200003934097211129e+02,-6.613092715395547328e-15,-2.839778999169485729e+00,9.672927353577893683e-01,3.673940397442059375e-16
3.200005566483950759e+01,1.200003944121075676e+02,-6.649832119369966610e-15,-2.854622236609408503e+00,9.225680930181237027e-01,3.673940397442059375e-16
3.200005308469224730e+01,1.200003953670535140e+02,-6.686571523344385892e-15,-2.868761138727077942e+00,8.776158208061886068e-01,3.673940397442059375e-16
3.200005049208123609e+01,1.200003962743233359e+02,-6.723310927318805175e-15,-2.882192216959960529e+00,8.324470100225167535e-01,3.673940397442059375e-16
3.200004788764614716e+01,1.200003971336931556e+02,-6.760050331293224457e-15,-2.894912157390476359e+00,7.870728053952941172e-01,3.673940397442059375e-16
3.200004527202959537e+01,1.200003979449509188e+02,-6.796789735267643739e-15,-2.906917821563656190e+00,7.415044023305634724e-01,3.673940397442059375e-16
3.200004264587695246e+01,1.200003987078965224e+02,-6.833529139242063021e-15,-2.918206247261511344e+00,6.957530441499261142e-01,3.673940397442059375e-16
