ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
-1.803641037695666798e-05,3.543207813446921841e-03,-2.977859580299313524e-01
-1.822193230303646556e-05,3.543207797065012123e-03,-5.677859574315071711e-01
-1.857442395885505802e-05,3.543207745450259721e-03,-8.107859563045396456e-01
-1.907718835884804386e-05,3.543207614124201620e-03,-1.029485954701883310e+00
-1.971519819931816724e-05,3.543207346638704326e-03,-1.226315952671107157e+00
-2.047492888107265287e-05,3.543206879600405666e-03,-1.403462950255022879e+00
-2.134420823016103719e-05,3.543206146394696412e-03,-1.562895247492162243e+00
-2.231208124753940970e-05,3.543205079897969109e-03,-1.706384314417202619e+00
-2.336868838506494126e-05,3.543203614407173553e-03,-1.835524474061354550e+00
-2.450515599522027108e-05,3.543201686967862966e-03,-1.951750617152707479e+00
-2.571349773713663500e-05,3.543199238243644779e-03,-2.056354145346543039e+00
-2.698652584312812361e-05,3.543196213039479913e-03,-2.150497320132613410e+00
-2.831777125952661837e-05,3.543192560566855651e-03,-2.235226176851696334e+00
-2.970141177421337233e-05,3.543188234519490699e-03,-2.311482147310492063e+00
-3.113220733201238423e-05,3.543183193012912607e-03,-2.380112520135031495e+00
-3.260544181902657202e-05,3.543177398428947172e-03,-2.441879855088742168e+00
-3.411687066888460156e-05,3.543170817196619835e-03,-2.497470455958708424e+00
-3.566267370862030917e-05,3.543163419533310651e-03,-2.547501996153307413e+00
-3.723941272012776813e-05,3.543155179164091638e-03,-2.592530381740077772e+00
-3.884399324557484507e-05,3.543146073032478992e-03,-2.633055928179806049e+00
-4.047363021231981995e-05,3.543136081012223954e-03,-2.669528919387198496e+00
-4.212581699535196660e-05,3.543125185626966756e-03,-2.702354610885493003e+00
-4.379829757346995759e-05,3.543113371782396614e-03,-2.731897732645600652e+00
-4.548904146980196206e-05,3.543100626513924923e-03,-2.758486541641345546e+00
-4.719622119822386799e-05,3.543086938751662321e-03,-2.782416469149166183e+00
-4.891819196507497499e-05,3.543072299103521439e-03,-2.803953403317859472e+00
-5.065347340063798998e-05,3.543056699656616654e-03,-2.823336643481342723e+00
-5.240073311740418567e-05,3.543040133796634700e-03,-2.840781559040140181e+00
-5.415877191244724984e-05,3.543022596044513063e-03,-2.856481982454724289e+00
-5.592651044949595800e-05,3.543004081909544457e-03,-2.870612362939521489e+00
-5.770297727274069577e-05,3.542984587757859200e-03,-2.883329704787516157e+00
-5.948729801920165755e-05,3.542964110695199110e-03,-2.894775311862392009e+00
-6.127868570980998342e-05,3.542942648462818478e-03,-2.905076357641465989e+00
-6.307643201133189027e-05,3.542920199345437476e-03,-2.914347298254324592e+00
-6.487989937205923487e-05,3.542896762090081818e-03,-2.922691144217594239e+00
-6.668851394389168567e-05,3.542872335834826823e-03,-2.930200604996238578e+00
