ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000090182052048e+01,1.199999999999999858e+02,-1.224646799147353423e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000180364103386e+01,1.199999999999999858e+02,-2.449293598294706846e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000270546156145e+01,1.199999999999999858e+02,-3.673940397442058266e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000360728207482e+01,1.199999999999999858e+02,-4.898587196589408761e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000450910259531e+01,1.199999999999999858e+02,-6.123233995736759873e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000541092310868e+01,1.199999999999999858e+02,-7.347880794884110368e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000631274362917e+01,1.199999999999999858e+02,-8.572527594031460864e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000721456414965e+01,1.199999999999999858e+02,-9.797174393178811359e-17,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000811638466303e+01,1.199999999999999858e+02,-1.102182119232616185e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000901820518351e+01,1.199999999999999858e+02,-1.224646799147351235e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200000992002569689e+01,1.199999999999999858e+02,-1.347111479062086285e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001082184621737e+01,1.199999999999999858e+02,-1.469576158976821334e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001172366673075e+01,1.199999999999999858e+02,-1.592040838891556384e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001262548725123e+01,1.199999999999999858e+02,-1.714505518806291433e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001352730777171e+01,1.199999999999999858e+02,-1.836970198721026483e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001442912828509e+01,1.199999999999999858e+02,-1.959434878635761532e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001533094880557e+01,1.199999999999999858e+02,-2.081899558550496582e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
3.200001623276931895e+01,1.199999999999999858e+02,-2.204364238465231631e-16,1.000000000000000000e+00,-6.123233995736766036e-17,1.224646799147353207e-16
