0,-1.27221029604e-09,-1.80642970525e-10
0.1,-1.10196100855e-09,0.0999999997425
0.2,-1.27259944249e-09,0.19999999955
0.3,-8.52803022644e-10,0.300000000492
0.4,-8.98667890104e-10,0.400000000611
0.5,-1.22303368821e-09,0.500000000376
0.6,-1.08173822677e-09,0.599999999778
0.7,-1.2813304584e-09,0.699999999459
0.8,-8.90487850125e-10,0.800000001065
0.9,-9.02919738976e-10,0.900000000819
1,-8.5296483765e-10,1.00000000033
1.1,-1.14389769879e-09,1.09999999973
1.2,-9.06782426924e-10,1.20000000051
1.3,-1.07294167995e-09,1.29999999982
1.4,-1.11432740812e-09,1.40000000024
1.5,-1.03093950043e-09,1.50000000097
1.6,-8.85164885833e-10,1.60000000067
1.7,-1.08027792267e-09,1.70000000026
1.8,-1.27539101502e-09,1.80000000024
1.9,-1.28334370908e-09,1.8999999999
2,-8.25635171342e-10,2.00000000077
2.1,-1.17447557235e-09,2.09999999992
2.2,-9.3288121672e-10,2.19999999981
2.3,-1.09456133046e-09,2.29999999982
2.4,-1.19385468178e-09,2.40000000038
2.5,-1.16837439723e-09,2.49999999967
2.6,-1.08050735026e-09,2.59999999991
2.7,-8.67866778442e-10,2.70000000085
2.8,-1.12088738291e-09,2.79999999979
2.9,-1.18674770011e-09,2.89999999959
3,-1.12783449246e-09,3.0000000005
3.1,-1.06892128482e-09,3.09999999982
3.2,-8.22847678883e-10,3.2000000004
3.3,-1.1048222337e-09,3.29999999961
3.4,-1.1996362792e-09,3.40000000047
3.5,-1.16967691088e-09,3.50000000045
3.6,-1.13971743154e-09,3.60000000004
3.7,-9.84984427355e-10,3.70000000034
3.8,-1.23352594805e-09,3.79999999997
3.9,-8.91632656597e-10,3.89999999995
4,-8.90627016581e-10,4.00000000021
4.1,-8.89621376565e-10,4.09999999967
4.2,-1.16711673659e-09,4.20000000036
4.3,-9.1656393586e-10,4.30000000085
4.4,-1.13167253346e-09,4.39999999972
4.5,-1.15962084379e-09,4.50000000024
4.6,-1.12518216966e-09,4.60000000053
4.7,-9.65969970679e-10,4.69999999994
4.8,-1.27241905901e-09,4.79999999972
4.9,-9.26046572758e-10,4.90000000039
5,-1.04533537382e-09,4.99999999984
5.1,-1.03985065003e-09,5.1
5.2,-9.09592179354e-10,5.20000000008
5.3,-1.18260845561e-09,5.29999999988
5.4,-9.27576460086e-10,5.40000000066
5.5,-1.01343222703e-09,5.50000000054
5.6,-1.03690123154e-09,5.60000000018
5.7,-9.35596711216e-10,5.70000000013
5.8,-1.23756671577e-09,5.79999999981
5.9,-9.49101908176e-10,5.90000000062
6,-1.06391140342e-09,6.00000000037
6.1,-1.11633435829e-09,6.09999999988
6.2,-1.04398356626e-09,6.19999999971
6.3,-8.46859249393e-10,6.30000000063
6.4,-1.11539621983e-09,6.39999999995
6.5,-1.196772903e-09,6.50000000012
6.6,-1.27814936413e-09,6.59999999991
6.7,-1.23475252245e-09,6.70000000039
6.8,-1.12896869631e-09,6.79999999985
6.9,-8.98411567363e-10,6.90000000002
7,-1.00874197884e-09,7.00000000086
7.1,-1.11907239031e-09,7.09999999972
7.2,-1.04224251452e-09,7.20000000064
7.3,-9.03025876298e-10,7.30000000092
7.4,-1.22947030334e-09,7.39999999958
7.5,-9.6548014028e-10,7.50000000017
7.6,-9.79990755212e-10,7.6000000008
7.7,-9.94501370144e-10,7.70000000104
7.8,-8.8423846023e-10,7.8000000004
7.9,-1.11486331278e-09,7.90000000044
8,-1.2831014029e-09,8.00000000024
8.1,-9.85678205723e-10,8.10000000007
8.2,-9.6675600858e-10,8.19999999955
8.3,-8.8544682697e-10,8.30000000036
8.4,-1.20741217025e-09,8.40000000051
8.5,-9.38942923412e-10,8.50000000022
8.6,-1.07374797942e-09,8.60000000005
8.7,-1.08377951058e-09,8.70000000019
8.8,-1.03142427932e-09,8.80000000088
8.9,-9.16682285634e-10,8.89999999975
9,-1.20521459479e-09,8.99999999914
9.1,-1.24419985426e-09,9.10000000034
9.2,-8.7991081088e-10,9.20000000023
9.3,-1.25978383281e-09,9.29999999973
9.4,-1.11160902705e-09,9.40000000021
9.5,-9.01047236823e-10,9.50000000045
9.6,-1.03137276497e-09,9.59999999979
9.7,-1.09931219683e-09,9.70000000086
9.8,-1.10486464422e-09,9.80000000051
9.9,-1.04803010714e-09,9.89999999992
10,-1.26969634806e-09,9.99999999937
10.1,-9.63314761293e-10,10.0999999998
10.2,-1.06020792146e-09,10.2
10.3,-1.09471409715e-09,10.2999999995
10.4,-9.42059763531e-10,10.4000000003
10.5,-1.19268017684e-09,10.5
10.6,-9.77639302846e-10,10.5999999997
10.7,-1.04109920684e-09,10.6999999999
10.8,-1.04217212638e-09,10.8000000003
10.9,-9.80858505528e-10,10.8999999996
11,-8.57158344303e-10,10.9999999994
11.1,-1.07434550145e-09,11.0999999996
11.2,-1.16675913375e-09,11.1999999996
11.3,-1.1343996853e-09,11.3000000004
11.4,-1.10203979276e-09,11.4000000004
11.5,-1.00729291574e-09,11.5000000001
11.6,-1.19104726082e-09,11.6000000003
11.7,-9.09140318583e-10,11.7000000005
11.8,-9.05734598433e-10,11.8000000004
11.9,-9.02328434194e-10,11.9000000006
12,-1.23981003242e-09,11.9999999992
12.1,-1.04924380295e-09,12.0999999995
12.2,-1.19956533595e-09,12.1999999997
12.3,-1.22511290002e-09,12.3000000002
12.4,-1.1882739237e-09,12.4000000001
12.5,-1.08904840701e-09,12.5000000001
12.6,-9.27435905851e-10,12.5999999999
12.7,-1.10671072306e-09,12.7
12.8,-1.16121245952e-09,12.8000000008
12.9,-1.15332721151e-09,12.9000000001
13,-1.08305542312e-09,13
13.1,-9.50396650268e-10,13.1000000001
13.2,-1.0962390995e-09,13.2000000006
13.3,-1.17969412017e-09,13.3000000001
13.4,-1.20076304455e-09,13.4000000005
13.5,-1.15944498447e-09,13.5000000003
13.6,-9.30966415069e-10,13.6000000009
13.7,-1.16814913298e-09,13.7000000004
13.8,-1.21817134158e-09,13.8000000007
13.9,-1.26819399426e-09,13.9000000002
14,-1.25582966248e-09,14.0000000002
14.1,-1.11869180586e-09,14.0999999998
14.2,-9.19166964763e-10,14.1999999999
14.3,-1.06052988613e-09,14.3000000007
14.4,-1.07711972674e-09,14.4000000002
14.5,-1.09370912327e-09,14.4999999994
14.6,-8.607514701e-10,14.6000000019
14.7,-1.21822862909e-09,14.6999999998
14.8,-9.2288399145e-10,14.8000000001
14.9,-9.68427560366e-10,14.9000000003
15,-9.51583700726e-10,15.0000000002
15.1,-8.72353744796e-10,15.1000000007
15.2,-1.13401110724e-09,15.2000000007
15.3,-8.67620197909e-10,15.3000000005
15.4,-9.42117495129e-10,15.4000000006
15.5,-9.54227807881e-10,15.4999999996
15.6,-8.41564595788e-10,15.6000000002
15.7,-1.06978870207e-09,15.7000000006
15.8,-8.94738949597e-10,15.7999999993
15.9,-9.98189975121e-10,15.8999999993
16,-9.7686703171e-10,15.9999999999
16.1,-8.93157547921e-10,16.0999999999
16.2,-1.21272281106e-09,16.2000000001
16.3,-1.00423980243e-09,16.3
16.4,-1.13664411217e-09,16.3999999998
16.5,-1.20666232561e-09,16.4999999994
16.6,-1.15190657013e-09,16.5999999997
16.7,-9.72377289798e-10,16.7000000003
16.8,-1.1961227564e-09,16.8000000006
16.9,-8.91819951221e-10,16.9000000003
17,-9.28404908507e-10,16.9999999999
17.1,-9.02602881325e-10,17.1000000005
17.2,-1.21768861661e-09,17.2000000005
17.3,-1.0047265242e-09,17.3000000004
17.4,-1.19503873464e-09,17.3999999999
17.5,-8.57303561475e-10,17.5000000001
17.6,-1.26373045362e-09,17.6000000003
17.7,-1.20449517027e-09,17.6999999997
17.8,-9.58100265791e-10,17.7999999999
17.9,-1.17736576044e-09,17.8999999998
18,-1.20947163396e-09,18.0000000001
18.1,-1.24157750747e-09,18.1
18.2,-1.14891030023e-09,18.1999999998
18.3,-9.93855664433e-10,18.3000000006
18.4,-1.17968834701e-09,18.3999999996
18.5,-8.37473201898e-10,18.5000000009
18.6,-8.36146263339e-10,18.6000000012
18.7,-1.23809407171e-09,18.7000000001
18.8,-1.11199316422e-09,18.7999999995
18.9,-8.61118287787e-10,18.9000000005
19,-9.5113161791e-10,19.0000000006
19.1,-1.04114494803e-09,19.1000000006
19.2,-1.0063851974e-09,19.2000000006
19.3,-8.46851477831e-10,19.3000000005
19.4,-1.09059250519e-09,19.4000000009
19.5,-1.271946104e-09,19.4999999998
19.6,-8.62865334739e-10,19.6
19.7,-1.26033317116e-09,19.6999999999
19.8,-1.1297531799e-09,19.8000000005
19.9,-8.74400107875e-10,19.9000000005
