gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-4.509102594239199183e-05,3.543207813446885412e-03,2.214041970068620843e-03
-4.509102593918324806e-05,3.543207796022665359e-03,2.214041997953200471e-03
-4.509102593597449075e-05,3.543207778598446173e-03,2.214042025837780966e-03
-4.509102593276573343e-05,3.543207761174226120e-03,2.214042053722360161e-03
-4.509102592955698289e-05,3.543207743750005200e-03,2.214042081606940656e-03
-4.509102592634821880e-05,3.543207726325784714e-03,2.214042109491519850e-03
-4.509102592313947504e-05,3.543207708901564661e-03,2.214042137376099478e-03
-4.509102591993071772e-05,3.543207691477342873e-03,2.214042165260678673e-03
-4.509102591672195363e-05,3.543207674053122386e-03,2.214042193145257867e-03
-4.509102591351319631e-05,3.543207656628900599e-03,2.214042221029836627e-03
-4.509102591030444577e-05,3.543207639204679245e-03,2.214042248914415388e-03
-4.509102590709568168e-05,3.543207621780457457e-03,2.214042276798994149e-03
-4.509102590388693114e-05,3.543207604356235236e-03,2.214042304683572476e-03
-4.509102590067817383e-05,3.543207586932013882e-03,2.214042332568150803e-03
-4.509102589746940973e-05,3.543207569507790360e-03,2.214042360452729129e-03
-4.509102589426066597e-05,3.543207552083568138e-03,2.214042388337307023e-03
-4.509102589105190865e-05,3.543207534659345050e-03,2.214042416221884916e-03
-4.509102588784315134e-05,3.543207517235121961e-03,2.214042444106462809e-03
-4.509102588463440080e-05,3.543207499810898872e-03,2.214042471991040702e-03
-4.509102588142564348e-05,3.543207482386674916e-03,2.214042499875617728e-03
-4.509102587821689294e-05,3.543207464962451828e-03,2.214042527760195622e-03
-4.509102587500813563e-05,3.543207447538227438e-03,2.214042555644772647e-03
-4.509102587179937831e-05,3.543207430114003482e-03,2.214042583529349673e-03
-4.509102586859062100e-05,3.543207412689778658e-03,2.214042611413927133e-03
-4.509102586538187046e-05,3.543207395265553835e-03,2.214042639298503725e-03
-4.509102586217311314e-05,3.543207377841329445e-03,2.214042667183080317e-03
-4.509102585896434905e-05,3.543207360417104622e-03,2.214042695067656909e-03
-4.509102585575560529e-05,3.543207342992879365e-03,2.214042722952233502e-03
-4.509102585254683442e-05,3.543207325568653674e-03,2.214042750836809660e-03
-4.509102584933807710e-05,3.543207308144427550e-03,2.214042778721385819e-03
-4.509102584612932656e-05,3.543207290720202293e-03,2.214042806605961977e-03
-4.509102584292057602e-05,3.543207273295976168e-03,2.214042834490538136e-03
-4.509102583971181193e-05,3.543207255871749176e-03,2.214042862375113427e-03
-4.509102583650306139e-05,3.543207238447522618e-03,2.214042890259689152e-03
-4.509102583329430407e-05,3.543207221023295626e-03,2.214042918144264443e-03
-4.509102583008554676e-05,3.543207203599068635e-03,2.214042946028839734e-03
-4.509102582687679622e-05,3.543207186174841643e-03,2.214042973913415459e-03
-4.509102582366803890e-05,3.543207168750614217e-03,2.214043001797989883e-03
-4.509102582045928836e-05,3.543207151326386358e-03,2.214043029682565174e-03
-4.509102581725051750e-05,3.543207133902158499e-03,2.214043057567140031e-03
-4.509102581404176696e-05,3.543207116477929772e-03,2.214043085451714889e-03
-4.509102581083301642e-05,3.543207099053702347e-03,2.214043113336288879e-03
-4.509102580762425910e-05,3.543207081629473620e-03,2.214043141220863736e-03
-4.509102580441549501e-05,3.543207064205244460e-03,2.214043169105437726e-03
-4.509102580120674447e-05,3.543207046781015734e-03,2.214043196990011717e-03
-4.509102579799798715e-05,3.543207029356786573e-03,2.214043224874585707e-03
-4.509102579478922984e-05,3.543207011932556980e-03,2.214043252759159697e-03
-4.509102579158047252e-05,3.543206994508326952e-03,2.214043280643732819e-03
-4.509102578837170843e-05,3.543206977084097792e-03,2.214043308528306810e-03
-4.509102578516296467e-05,3.543206959659867764e-03,2.214043336412879932e-03
-4.509102578195420057e-05,3.543206942235636869e-03,2.214043364297453055e-03
-4.509102577874544326e-05,3.543206924811406408e-03,2.214043392182025744e-03
-4.509102577553668594e-05,3.543206907387175947e-03,2.214043420066599301e-03
-4.509102577232793540e-05,3.543206889962945052e-03,2.214043447951171990e-03
-4.509102576911917809e-05,3.543206872538713290e-03,2.214043475835744679e-03
-4.509102576591042755e-05,3.543206855114482395e-03,2.214043503720317368e-03
-4.509102576270165668e-05,3.543206837690250632e-03,2.214043531604889623e-03
-4.509102575949289936e-05,3.543206820266018870e-03,2.214043559489461879e-03
-4.509102575628415560e-05,3.543206802841786674e-03,2.214043587374033700e-03
-4.509102575307539828e-05,3.543206785417554044e-03,2.214043615258605956e-03
-4.509102574986663419e-05,3.543206767993321848e-03,2.214043643143177777e-03
-4.509102574665789043e-05,3.543206750569089219e-03,2.214043671027749599e-03
-4.509102574344912634e-05,3.543206733144857023e-03,2.214043698912320987e-03
-4.509102574024036902e-05,3.543206715720623092e-03,2.214043726796892375e-03
-4.509102573703161848e-05,3.543206698296389595e-03,2.214043754681463763e-03
-4.509102573382285439e-05,3.543206680872156532e-03,2.214043782566035151e-03
-4.509102573061409707e-05,3.543206663447922601e-03,2.214043810450606106e-03
-4.509102572740534653e-05,3.543206646023688670e-03,2.214043838335176193e-03
-4.509102572419658244e-05,3.543206628599454740e-03,2.214043866219747581e-03
-4.509102572098782513e-05,3.543206611175219942e-03,2.214043894104318101e-03
-4.509102571777907459e-05,3.543206593750985144e-03,2.214043921988888622e-03
-4.509102571457031049e-05,3.543206576326750346e-03,2.214043949873458275e-03
-4.509102571136155318e-05,3.543206558902514680e-03,2.214043977758028796e-03
-4.509102570815279586e-05,3.543206541478279882e-03,2.214044005642598883e-03
-4.509102570494403177e-05,3.543206524054043783e-03,2.214044033527169403e-03
-4.509102570173528801e-05,3.543206506629808118e-03,2.214044061411738623e-03
-4.509102569852653069e-05,3.543206489205572452e-03,2.214044089296308710e-03
-4.509102569531776660e-05,3.543206471781336353e-03,2.214044117180877930e-03
-4.509102569210900928e-05,3.543206454357099820e-03,2.214044145065447149e-03
-4.509102568890025874e-05,3.543206436932863721e-03,2.214044172950015935e-03
-4.509102568569149465e-05,3.543206419508625887e-03,2.214044200834585589e-03
-4.509102568248273734e-05,3.543206402084389355e-03,2.214044228719154375e-03
-4.509102567927397324e-05,3.543206384660152388e-03,2.214044256603723160e-03
-4.509102567606522270e-05,3.543206367235914554e-03,2.214044284488291513e-03
-4.509102567285647894e-05,3.543206349811676720e-03,2.214044312372860299e-03
