ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
-3.864235719582970185e-04,-1.199522190177019810e-15,9.794838063690713525e+00
-3.864235768250726209e-04,-1.199522190221855903e-15,9.794838064056827776e+00
-3.864235816918482774e-04,-1.199522190266691207e-15,9.794838064422936696e+00
-3.864235865586237171e-04,-1.199522190311526905e-15,9.794838064789049170e+00
-3.864235914253992652e-04,-1.199522190356362209e-15,9.794838065155158091e+00
-3.864235962921747048e-04,-1.199522190401198105e-15,9.794838065521270565e+00
-3.864236011589501987e-04,-1.199522190446033803e-15,9.794838065887381262e+00
-3.864236060257255842e-04,-1.199522190490869305e-15,9.794838066253491959e+00
-3.864236108925010239e-04,-1.199522190535705397e-15,9.794838066619606209e+00
-3.864236157592764094e-04,-1.199522190580540899e-15,9.794838066985716907e+00
-3.864236206260517406e-04,-1.199522190625376794e-15,9.794838067351829380e+00
-3.864236254928270177e-04,-1.199522190670211901e-15,9.794838067717936525e+00
-3.864236303596024031e-04,-1.199522190715047797e-15,9.794838068084048999e+00
-3.864236352263776802e-04,-1.199522190759883692e-15,9.794838068450161472e+00
-3.864236400931529030e-04,-1.199522190804718996e-15,9.794838068816270393e+00
-3.864236449599281801e-04,-1.199522190849555089e-15,9.794838069182384643e+00
-3.864236498267033487e-04,-1.199522190894390393e-15,9.794838069548495341e+00
-3.864236546934785715e-04,-1.199522190939226289e-15,9.794838069914607814e+00
-3.864236595602537402e-04,-1.199522190984062184e-15,9.794838070280720288e+00
-3.864236644270288004e-04,-1.199522191028897685e-15,9.794838070646829209e+00
-3.864236692938040232e-04,-1.199522191073733187e-15,9.794838071012939906e+00
-3.864236741605791376e-04,-1.199522191118568688e-15,9.794838071379048827e+00
-3.864236790273540894e-04,-1.199522191163404781e-15,9.794838071745164854e+00
-3.864236838941292039e-04,-1.199522191208240282e-15,9.794838072111275551e+00
-3.864236887609042099e-04,-1.199522191253075783e-15,9.794838072477384472e+00
-3.864236936276791616e-04,-1.199522191297911876e-15,9.794838072843498722e+00
-3.864236984944541676e-04,-1.199522191342747377e-15,9.794838073209609419e+00
-3.864237033612291194e-04,-1.199522191387582878e-15,9.794838073575718340e+00
-3.864237082280039628e-04,-1.199522191432418774e-15,9.794838073941832590e+00
-3.864237130947789688e-04,-1.199522191477254275e-15,9.794838074307943288e+00
-3.864237179615538122e-04,-1.199522191522089973e-15,9.794838074674053985e+00
-3.864237228283286555e-04,-1.199522191566925672e-15,9.794838075040164682e+00
-3.864237276951034989e-04,-1.199522191611761173e-15,9.794838075406275379e+00
-3.864237325618782339e-04,-1.199522191656597069e-15,9.794838075772387853e+00
-3.864237374286530772e-04,-1.199522191701432767e-15,9.794838076138498550e+00
-3.864237422954277580e-04,-1.199522191746268268e-15,9.794838076504611024e+00
-3.864237471622026013e-04,-1.199522191791104164e-15,9.794838076870723498e+00
-3.864237520289772279e-04,-1.199522191835939665e-15,9.794838077236832419e+00
-3.864237568957519086e-04,-1.199522191880775166e-15,9.794838077602943116e+00
-3.864237617625265893e-04,-1.199522191925610865e-15,9.794838077969053813e+00
-3.864237666293011617e-04,-1.199522191970446760e-15,9.794838078335166287e+00
-3.864237714960757882e-04,-1.199522192015282459e-15,9.794838078701280537e+00
-3.864237763628503605e-04,-1.199522192060117960e-15,9.794838079067389458e+00
-3.864237812296249328e-04,-1.199522192104954053e-15,9.794838079433503708e+00
-3.864237860963994509e-04,-1.199522192149789357e-15,9.794838079799612629e+00
-3.864237909631740233e-04,-1.199522192194625055e-15,9.794838080165723326e+00
-3.864237958299484329e-04,-1.199522192239460951e-15,9.794838080531835800e+00
-3.864238006967229510e-04,-1.199522192284296452e-15,9.794838080897948274e+00
-3.864238055634973065e-04,-1.199522192329132150e-15,9.794838081264058971e+00
-3.864238104302717704e-04,-1.199522192373968046e-15,9.794838081630171445e+00
-3.864238152970461801e-04,-1.199522192418803547e-15,9.794838081996282142e+00
-3.864238201638204814e-04,-1.199522192463639246e-15,9.794838082362392839e+00
-3.864238250305947826e-04,-1.199522192508474747e-15,9.794838082728501760e+00
-3.864238298973692465e-04,-1.199522192553310642e-15,9.794838083094616010e+00
-3.864238347641434394e-04,-1.199522192598146341e-15,9.794838083460728484e+00
-3.864238396309176865e-04,-1.199522192642981842e-15,9.794838083826837405e+00
-3.864238444976919335e-04,-1.199522192687817540e-15,9.794838084192949879e+00
-3.864238493644661806e-04,-1.199522192732653436e-15,9.794838084559062352e+00
-3.864238542312403192e-04,-1.199522192777488937e-15,9.794838084925171273e+00
-3.864238590980145663e-04,-1.199522192822324438e-15,9.794838085291281971e+00
-3.864238639647886507e-04,-1.199522192867160334e-15,9.794838085657396221e+00
-3.864238688315627893e-04,-1.199522192911996033e-15,9.794838086023506918e+00
-3.864238736983369280e-04,-1.199522192956831928e-15,9.794838086389619392e+00
-3.864238785651109040e-04,-1.199522193001667232e-15,9.794838086755728312e+00
-3.864238834318849884e-04,-1.199522193046503325e-15,9.794838087121842563e+00
-3.864238882986590186e-04,-1.199522193091338629e-15,9.794838087487951483e+00
-3.864238931654330488e-04,-1.199522193136174327e-15,9.794838087854063957e+00
-3.864238980322070248e-04,-1.199522193181010420e-15,9.794838088220178207e+00
-3.864239028989808924e-04,-1.199522193225845921e-15,9.794838088586287128e+00
-3.864239077657549227e-04,-1.199522193270681423e-15,9.794838088952397825e+00
-3.864239126325287902e-04,-1.199522193315517318e-15,9.794838089318510299e+00
-3.864239174993026578e-04,-1.199522193360353017e-15,9.794838089684620996e+00
-3.864239223660764712e-04,-1.199522193405188518e-15,9.794838090050731694e+00
-3.864239272328502846e-04,-1.199522193450024611e-15,9.794838090416847720e+00
-3.864239320996242064e-04,-1.199522193494860112e-15,9.794838090782956641e+00
-3.864239369663979655e-04,-1.199522193539695613e-15,9.794838091149067338e+00
-3.864239418331717247e-04,-1.199522193584531311e-15,9.794838091515178036e+00
-3.864239466999454297e-04,-1.199522193629367207e-15,9.794838091881290509e+00
-3.864239515667190804e-04,-1.199522193674202905e-15,9.794838092247402983e+00
-3.864239564334927854e-04,-1.199522193719038407e-15,9.794838092613513680e+00
-3.864239613002664903e-04,-1.199522193763874105e-15,9.794838092979624378e+00
-3.864239661670400327e-04,-1.199522193808709803e-15,9.794838093345736851e+00
-3.864239710338137376e-04,-1.199522193853545502e-15,9.794838093711847549e+00
-3.864239759005872799e-04,-1.199522193898381200e-15,9.794838094077958246e+00
-3.864239807673608765e-04,-1.199522193943216702e-15,9.794838094444068943e+00
-3.864239856341343104e-04,-1.199522193988052597e-15,9.794838094810183193e+00
-3.864239905009079069e-04,-1.199522194032888296e-15,9.794838095176293891e+00
-3.864239953676813950e-04,-1.199522194077723797e-15,9.794838095542404588e+00
-3.864240002344548289e-04,-1.199522194122559692e-15,9.794838095908517062e+00
-3.864240051012282628e-04,-1.199522194167395588e-15,9.794838096274629535e+00
-3.864240099680016968e-04,-1.199522194212230892e-15,9.794838096640738456e+00
-3.864240148347750765e-04,-1.199522194257066788e-15,9.794838097006850930e+00
-3.864240197015484561e-04,-1.199522194301902486e-15,9.794838097372963404e+00
-3.864240245683217816e-04,-1.199522194346737987e-15,9.794838097739074101e+00
-3.864240294350951071e-04,-1.199522194391573883e-15,9.794838098105186575e+00
-3.864240343018684868e-04,-1.199522194436409581e-15,9.794838098471297272e+00
-3.864240391686416497e-04,-1.199522194481245280e-15,9.794838098837407969e+00
-3.864240440354149209e-04,-1.199522194526080978e-15,9.794838099203520443e+00
-3.864240489021881380e-04,-1.199522194570916676e-15,9.794838099569632917e+00
-3.864240537689614093e-04,-1.199522194615752375e-15,9.794838099935743614e+00
-3.864240586357345179e-04,-1.199522194660588073e-15,9.794838100301856088e+00
-3.864240635025077350e-04,-1.199522194705423772e-15,9.794838100667966785e+00
-3.864240683692807894e-04,-1.199522194750259667e-15,9.794838101034079259e+00
-3.864240732360538439e-04,-1.199522194795095168e-15,9.794838101400189956e+00
-3.864240781028270067e-04,-1.199522194839930670e-15,9.794838101766300653e+00
-3.864240829696000612e-04,-1.199522194884766565e-15,9.794838102132413127e+00
-3.864240878363729530e-04,-1.199522194929602067e-15,9.794838102498523824e+00
-3.864240927031460616e-04,-1.199522194974437765e-15,9.794838102864634521e+00
-3.864240975699190076e-04,-1.199522195019273858e-15,9.794838103230748771e+00
-3.864241024366919536e-04,-1.199522195064109162e-15,9.794838103596857692e+00
-3.864241073034648997e-04,-1.199522195108944860e-15,9.794838103962968390e+00
-3.864241121702377915e-04,-1.199522195153780953e-15,9.794838104329084416e+00
-3.864241170370106291e-04,-1.199522195198616257e-15,9.794838104695193337e+00
-3.864241219037835209e-04,-1.199522195243452153e-15,9.794838105061305811e+00
-3.864241267705564127e-04,-1.199522195288288048e-15,9.794838105427418284e+00
-3.864241316373291418e-04,-1.199522195333123747e-15,9.794838105793528982e+00
-3.864241365041019794e-04,-1.199522195377959248e-15,9.794838106159639679e+00
-3.864241413708746544e-04,-1.199522195422795143e-15,9.794838106525753929e+00
-3.864241462376475462e-04,-1.199522195467630842e-15,9.794838106891864626e+00
-3.864241511044202212e-04,-1.199522195512466343e-15,9.794838107257975324e+00
-3.864241559711928961e-04,-1.199522195557302041e-15,9.794838107624086021e+00
-3.864241608379655711e-04,-1.199522195602137937e-15,9.794838107990198495e+00
-3.864241657047382461e-04,-1.199522195646973438e-15,9.794838108356309192e+00
-3.864241705715107584e-04,-1.199522195691809137e-15,9.794838108722421666e+00
-3.864241754382833792e-04,-1.199522195736644835e-15,9.794838109088532363e+00
-3.864241803050558915e-04,-1.199522195781480533e-15,9.794838109454644837e+00
-3.864241851718285123e-04,-1.199522195826316232e-15,9.794838109820755534e+00
-3.864241900386009704e-04,-1.199522195871151930e-15,9.794838110186866231e+00
-3.864241949053735369e-04,-1.199522195915987629e-15,9.794838110552978705e+00
-3.864241997721459950e-04,-1.199522195960823327e-15,9.794838110919089402e+00
-3.864242046389183990e-04,-1.199522196005659026e-15,9.794838111285201876e+00
-3.864242095056908029e-04,-1.199522196050495118e-15,9.794838111651316126e+00
-3.864242143724632068e-04,-1.199522196095330422e-15,9.794838112017425047e+00
-3.864242192392356107e-04,-1.199522196140166318e-15,9.794838112383537521e+00
-3.864242241060078520e-04,-1.199522196185002214e-15,9.794838112749649994e+00
-3.864242289727802017e-04,-1.199522196229837715e-15,9.794838113115760692e+00
-3.864242338395524972e-04,-1.199522196274673413e-15,9.794838113481873165e+00
-3.864242387063249011e-04,-1.199522196319509309e-15,9.794838113847985639e+00
-3.864242435730970882e-04,-1.199522196364344810e-15,9.794838114214096336e+00
-3.864242484398692752e-04,-1.199522196409180508e-15,9.794838114580207034e+00
-3.864242533066415707e-04,-1.199522196454016404e-15,9.794838114946319507e+00
-3.864242581734137036e-04,-1.199522196498851708e-15,9.794838115312428428e+00
-3.864242630401858907e-04,-1.199522196543687604e-15,9.794838115678542678e+00
-3.864242679069579693e-04,-1.199522196588523499e-15,9.794838116044655152e+00
-3.864242727737301022e-04,-1.199522196633358803e-15,9.794838116410764073e+00
-3.864242776405021809e-04,-1.199522196678194896e-15,9.794838116776878323e+00
-3.864242825072742053e-04,-1.199522196723030595e-15,9.794838117142989020e+00
-3.864242873740462839e-04,-1.199522196767866293e-15,9.794838117509099717e+00
-3.864242922408182000e-04,-1.199522196812701991e-15,9.794838117875212191e+00
-3.864242971075902244e-04,-1.199522196857537690e-15,9.794838118241324665e+00
-3.864243019743621946e-04,-1.199522196902373388e-15,9.794838118607435362e+00
-3.864243068411341107e-04,-1.199522196947209087e-15,9.794838118973547836e+00
-3.864243117079060809e-04,-1.199522196992044982e-15,9.794838119339660309e+00
-3.864243165746779427e-04,-1.199522197036880483e-15,9.794838119705769230e+00
-3.864243214414498045e-04,-1.199522197081716182e-15,9.794838120071881704e+00
-3.864243263082216663e-04,-1.199522197126552077e-15,9.794838120437995954e+00
-3.864243311749934739e-04,-1.199522197171387776e-15,9.794838120804106651e+00
-3.864243360417651731e-04,-1.199522197216223277e-15,9.794838121170217349e+00
-3.864243409085370349e-04,-1.199522197261059370e-15,9.794838121536331599e+00
-3.864243457753087883e-04,-1.199522197305894871e-15,9.794838121902440520e+00
-3.864243506420804875e-04,-1.199522197350730767e-15,9.794838122268552993e+00
-3.864243555088521325e-04,-1.199522197395566465e-15,9.794838122634667243e+00
-3.864243603756237775e-04,-1.199522197440402163e-15,9.794838123000777941e+00
-3.864243652423954766e-04,-1.199522197485237862e-15,9.794838123366888638e+00
-3.864243701091669590e-04,-1.199522197530073560e-15,9.794838123733001112e+00
-3.864243749759386582e-04,-1.199522197574909259e-15,9.794838124099111809e+00
-3.864243798427102489e-04,-1.199522197619744957e-15,9.794838124465222506e+00
-3.864243847094818397e-04,-1.199522197664580656e-15,9.794838124831334980e+00
-3.864243895762532678e-04,-1.199522197709416354e-15,9.794838125197447454e+00
-3.864243944430248044e-04,-1.199522197754252250e-15,9.794838125563559927e+00
-3.864243993097962867e-04,-1.199522197799087948e-15,9.794838125929670625e+00
-3.864244041765677691e-04,-1.199522197843923449e-15,9.794838126295781322e+00
-3.864244090433391430e-04,-1.199522197888759345e-15,9.794838126661893796e+00
-3.864244139101105169e-04,-1.199522197933595043e-15,9.794838127028004493e+00
-3.864244187768818908e-04,-1.199522197978430544e-15,9.794838127394116967e+00
-3.864244236436532648e-04,-1.199522198023266440e-15,9.794838127760229440e+00
-3.864244285104245845e-04,-1.199522198068102138e-15,9.794838128126340138e+00
-3.864244333771959042e-04,-1.199522198112937640e-15,9.794838128492450835e+00
-3.864244382439672239e-04,-1.199522198157773535e-15,9.794838128858563309e+00
-3.864244431107384894e-04,-1.199522198202609431e-15,9.794838129224675782e+00
-3.864244479775096465e-04,-1.199522198247444735e-15,9.794838129590786480e+00
-3.864244528442808578e-04,-1.199522198292280828e-15,9.794838129956900730e+00
-3.864244577110520149e-04,-1.199522198337116526e-15,9.794838130323011427e+00
-3.864244625778232261e-04,-1.199522198381951830e-15,9.794838130689120348e+00
-3.864244674445943832e-04,-1.199522198426787726e-15,9.794838131055232822e+00
-3.864244723113654319e-04,-1.199522198471623621e-15,9.794838131421345295e+00
-3.864244771781364805e-04,-1.199522198516459320e-15,9.794838131787455993e+00
-3.864244820449075292e-04,-1.199522198561294821e-15,9.794838132153568466e+00
-3.864244869116786321e-04,-1.199522198606130914e-15,9.794838132519682716e+00
-3.864244917784496265e-04,-1.199522198650966415e-15,9.794838132885791637e+00
-3.864244966452206210e-04,-1.199522198695802113e-15,9.794838133251904111e+00
-3.864245015119915612e-04,-1.199522198740638009e-15,9.794838133618016585e+00
-3.864245063787625015e-04,-1.199522198785473905e-15,9.794838133984129058e+00
-3.864245112455334417e-04,-1.199522198830309209e-15,9.794838134350239756e+00
-3.864245161123043277e-04,-1.199522198875145301e-15,9.794838134716354006e+00
-3.864245209790752138e-04,-1.199522198919981000e-15,9.794838135082464703e+00
-3.864245258458460456e-04,-1.199522198964816698e-15,9.794838135448575400e+00
-3.864245307126168774e-04,-1.199522199009652199e-15,9.794838135814686098e+00
-3.864245355793876550e-04,-1.199522199054488292e-15,9.794838136180800348e+00
-3.864245404461584868e-04,-1.199522199099323793e-15,9.794838136546911045e+00
-3.864245453129291560e-04,-1.199522199144159492e-15,9.794838136913023519e+00
-3.864245501796999336e-04,-1.199522199188995388e-15,9.794838137279135992e+00
-3.864245550464705486e-04,-1.199522199233831086e-15,9.794838137645246690e+00
-3.864245599132412178e-04,-1.199522199278666587e-15,9.794838138011357387e+00
-3.864245647800118328e-04,-1.199522199323502680e-15,9.794838138377471637e+00
-3.864245696467825562e-04,-1.199522199368338181e-15,9.794838138743580558e+00
-3.864245745135531170e-04,-1.199522199413174077e-15,9.794838139109694808e+00
-3.864245793803236235e-04,-1.199522199458009775e-15,9.794838139475807282e+00
-3.864245842470942927e-04,-1.199522199502845671e-15,9.794838139841919755e+00
-3.864245891138647993e-04,-1.199522199547681172e-15,9.794838140208028676e+00
-3.864245939806351974e-04,-1.199522199592516870e-15,9.794838140574141150e+00
-3.864245988474057040e-04,-1.199522199637352766e-15,9.794838140940253624e+00
-3.864246037141761563e-04,-1.199522199682188464e-15,9.794838141306366097e+00
-3.864246085809466087e-04,-1.199522199727023966e-15,9.794838141672476794e+00
-3.864246134477170610e-04,-1.199522199771860058e-15,9.794838142038591045e+00
-3.864246183144874050e-04,-1.199522199816695560e-15,9.794838142404699965e+00
-3.864246231812578031e-04,-1.199522199861531455e-15,9.794838142770812439e+00
-3.864246280480280928e-04,-1.199522199906367154e-15,9.794838143136924913e+00
-3.864246329147983825e-04,-1.199522199951202852e-15,9.794838143503035610e+00
-3.864246377815686723e-04,-1.199522199996038551e-15,9.794838143869148084e+00
-3.864246426483389620e-04,-1.199522200040874446e-15,9.794838144235262334e+00
-3.864246475151092517e-04,-1.199522200085710145e-15,9.794838144601373031e+00
-3.864246523818793246e-04,-1.199522200130545843e-15,9.794838144967483728e+00
-3.864246572486496143e-04,-1.199522200175381344e-15,9.794838145333594426e+00
-3.864246621154197414e-04,-1.199522200220217437e-15,9.794838145699708676e+00
-3.864246669821898685e-04,-1.199522200265052938e-15,9.794838146065819373e+00
-3.864246718489599956e-04,-1.199522200309888834e-15,9.794838146431931847e+00
-3.864246767157300142e-04,-1.199522200354724532e-15,9.794838146798044320e+00
-3.864246815825000871e-04,-1.199522200399560231e-15,9.794838147164155018e+00
-3.864246864492702684e-04,-1.199522200444395929e-15,9.794838147530265715e+00
-3.864246913160401245e-04,-1.199522200489232022e-15,9.794838147896379965e+00
-3.864246961828101973e-04,-1.199522200534067523e-15,9.794838148262492439e+00
-3.864247010495801618e-04,-1.199522200578903222e-15,9.794838148628603136e+00
-3.864247059163501263e-04,-1.199522200623739117e-15,9.794838148994715610e+00
-3.864247107831200907e-04,-1.199522200668574816e-15,9.794838149360828083e+00
-3.864247156498899468e-04,-1.199522200713410317e-15,9.794838149726937004e+00
-3.864247205166598028e-04,-1.199522200758246212e-15,9.794838150093049478e+00
-3.864247253834296046e-04,-1.199522200803081911e-15,9.794838150459161952e+00
-3.864247302501994607e-04,-1.199522200847917609e-15,9.794838150825274425e+00
-3.864247351169692625e-04,-1.199522200892753308e-15,9.794838151191385123e+00
-3.864247399837390101e-04,-1.199522200937589400e-15,9.794838151557499373e+00
-3.864247448505087577e-04,-1.199522200982424902e-15,9.794838151923610070e+00
-3.864247497172785596e-04,-1.199522201027260600e-15,9.794838152289720767e+00
-3.864247545840481988e-04,-1.199522201072096496e-15,9.794838152655833241e+00
-3.864247594508178922e-04,-1.199522201116932194e-15,9.794838153021947491e+00
-3.864247643175875856e-04,-1.199522201161767892e-15,9.794838153388058188e+00
-3.864247691843571164e-04,-1.199522201206603788e-15,9.794838153754170662e+00
-3.864247740511267556e-04,-1.199522201251439487e-15,9.794838154120283136e+00
-3.864247789178963405e-04,-1.199522201296275185e-15,9.794838154486393833e+00
-3.864247837846659255e-04,-1.199522201341110883e-15,9.794838154852504530e+00
-3.864247886514354021e-04,-1.199522201385946779e-15,9.794838155218618780e+00
-3.864247935182049329e-04,-1.199522201430782477e-15,9.794838155584731254e+00
-3.864247983849744095e-04,-1.199522201475617979e-15,9.794838155950840175e+00
-3.864248032517438860e-04,-1.199522201520454071e-15,9.794838156316954425e+00
-3.864248081185133084e-04,-1.199522201565289770e-15,9.794838156683066899e+00
-3.864248129852826765e-04,-1.199522201610125468e-15,9.794838157049177596e+00
-3.864248178520520989e-04,-1.199522201654961364e-15,9.794838157415290070e+00
-3.864248227188213586e-04,-1.199522201699796865e-15,9.794838157781402543e+00
-3.864248275855907810e-04,-1.199522201744632761e-15,9.794838158147515017e+00
-3.864248324523600949e-04,-1.199522201789468459e-15,9.794838158513625714e+00
-3.864248373191294088e-04,-1.199522201834304355e-15,9.794838158879738188e+00
-3.864248421858986144e-04,-1.199522201879139856e-15,9.794838159245848885e+00
-3.864248470526679283e-04,-1.199522201923975949e-15,9.794838159611963135e+00
-3.864248519194371338e-04,-1.199522201968811647e-15,9.794838159978075609e+00
-3.864248567862063393e-04,-1.199522202013647148e-15,9.794838160344186306e+00
-3.864248616529754906e-04,-1.199522202058483241e-15,9.794838160710300556e+00
-3.864248665197445335e-04,-1.199522202103318742e-15,9.794838161076409477e+00
-3.864248713865137391e-04,-1.199522202148154638e-15,9.794838161442521951e+00
-3.864248762532827819e-04,-1.199522202192990139e-15,9.794838161808632648e+00
-3.864248811200518790e-04,-1.199522202237826232e-15,9.794838162174748675e+00
-3.864248859868209219e-04,-1.199522202282661733e-15,9.794838162540857596e+00
-3.864248908535899648e-04,-1.199522202327497432e-15,9.794838162906970069e+00
-3.864248957203588993e-04,-1.199522202372333327e-15,9.794838163273082543e+00
-3.864249005871279422e-04,-1.199522202417169026e-15,9.794838163639193240e+00
-3.864249054538968224e-04,-1.199522202462004527e-15,9.794838164005303938e+00
-3.864249103206658653e-04,-1.199522202506840620e-15,9.794838164371418188e+00
-3.864249151874347456e-04,-1.199522202551676318e-15,9.794838164737530661e+00
-3.864249200542035174e-04,-1.199522202596512016e-15,9.794838165103641359e+00
-3.864249249209723977e-04,-1.199522202641347912e-15,9.794838165469755609e+00
-3.864249297877412237e-04,-1.199522202686183611e-15,9.794838165835866306e+00
-3.864249346545099413e-04,-1.199522202731019506e-15,9.794838166201978780e+00
-3.864249395212789300e-04,-1.199522202775855205e-15,9.794838166568089477e+00
-3.864249443880475392e-04,-1.199522202820690903e-15,9.794838166934203727e+00
-3.864249492548162569e-04,-1.199522202865526601e-15,9.794838167300314424e+00
-3.864249541215850287e-04,-1.199522202910362300e-15,9.794838167666425122e+00
-3.864249589883536921e-04,-1.199522202955198195e-15,9.794838168032539372e+00
-3.864249638551223013e-04,-1.199522203000034091e-15,9.794838168398651845e+00
-3.864249687218909647e-04,-1.199522203044869789e-15,9.794838168764762543e+00
-3.864249735886595739e-04,-1.199522203089705685e-15,9.794838169130876793e+00
-3.864249784554281289e-04,-1.199522203134541186e-15,9.794838169496987490e+00
-3.864249833221967923e-04,-1.199522203179377082e-15,9.794838169863099964e+00
-3.864249881889652931e-04,-1.199522203224212978e-15,9.794838170229212437e+00
