gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200000450910259531e+01,1.199999999999999858e+02,-6.123233995736766036e-17,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200000901820518351e+01,1.199999999999999858e+02,-1.224646799147353207e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200001352730777171e+01,1.199999999999999858e+02,-1.836970198721030920e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200001803641035281e+01,1.199999999999999858e+02,-2.449293598294708386e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200002254551292680e+01,1.199999999999999858e+02,-3.061616997868386099e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200002705461550789e+01,1.199999999999999858e+02,-3.673940397442063812e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200003156371808188e+01,1.199999999999999858e+02,-4.286263797015741525e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200003607282065587e+01,1.199999999999999858e+02,-4.898587196589418745e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200004058192322276e+01,1.199999999999999858e+02,-5.510910596163096458e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200004509102578254e+01,1.199999999999999858e+02,-6.123233995736774171e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200004960012834232e+01,1.199999999999999858e+02,-6.735557395310451884e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200005410923090210e+01,1.199999999999999858e+02,-7.347880794884129597e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
3.200005861833345477e+01,1.199999999999999858e+02,-7.960204194457807310e-16,5.000000000000000000e+00,-3.061616997868383141e-16,6.123233995736766282e-16
