ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
-2.407887806061390534e-05,3.543207205133445861e-03,2.214042943573325643e-03
-2.416903308463645242e-05,3.543207195828803734e-03,2.214042958463856292e-03
-2.425919081132067522e-05,3.543207186489323590e-03,2.214042973410138785e-03
-2.434935097039933282e-05,3.543207177115004561e-03,2.214042988412175724e-03
-2.443951331863190838e-05,3.543207167705845345e-03,2.214043003469968410e-03
-2.452967763710192352e-05,3.543207158261845943e-03,2.214043018583517711e-03
-2.461984372878457482e-05,3.543207148783004187e-03,2.214043033752824494e-03
-2.471001141635749922e-05,3.543207139269320509e-03,2.214043048977891361e-03
-2.480018054023057876e-05,3.543207129720792742e-03,2.214043064258718312e-03
-2.489035095677271441e-05,3.543207120137423054e-03,2.214043079595306648e-03
-2.498052253671590077e-05,3.543207110519208843e-03,2.214043094987655936e-03
-2.507069516371893602e-05,3.543207100866149241e-03,2.214043110435768777e-03
-2.516086873307471754e-05,3.543207091178245550e-03,2.214043125939644738e-03
-2.525104315054688277e-05,3.543207081455496468e-03,2.214043141499284252e-03
-2.534121833132266984e-05,3.543207071697901996e-03,2.214043157114688187e-03
-2.543139419907060016e-05,3.543207061905461700e-03,2.214043172785856977e-03
-2.552157068509235116e-05,3.543207052078175146e-03,2.214043188512791055e-03
-2.561174772755940338e-05,3.543207042216041467e-03,2.214043204295491288e-03
-2.570192527082610691e-05,3.543207032319062397e-03,2.214043220133957244e-03
-2.579210326481137108e-05,3.543207022387236203e-03,2.214043236028189355e-03
-2.588228166444219770e-05,3.543207012420562449e-03,2.214043251978188055e-03
-2.597246042915288803e-05,3.543207002419042004e-03,2.214043267983953345e-03
-2.606263952243432984e-05,3.543206992382674433e-03,2.214043284045486091e-03
-2.615281891142827873e-05,3.543206982311458871e-03,2.214043300162786727e-03
-2.624299856656235472e-05,3.543206972205396182e-03,2.214043316335853953e-03
-2.633317846122138332e-05,3.543206962064485935e-03,2.214043332564688635e-03
-2.642335857145170985e-05,3.543206951888728130e-03,2.214043348849291642e-03
-2.651353887569504476e-05,3.543206941678122765e-03,2.214043365189662105e-03
-2.660371935454892270e-05,3.543206931432669408e-03,2.214043381585800892e-03
-2.669389999055112251e-05,3.543206921152367191e-03,2.214043398037708003e-03
-2.678408076798562885e-05,3.543206910837217848e-03,2.214043414545383004e-03
-2.687426167270803845e-05,3.543206900487220080e-03,2.214043431108826329e-03
-2.696444269198838801e-05,3.543206890102374319e-03,2.214043447728037545e-03
-2.705462381436969294e-05,3.543206879682680999e-03,2.214043464403017952e-03
-2.714480502954067219e-05,3.543206869228138385e-03,2.214043481133767116e-03
-2.723498632822115149e-05,3.543206858738748646e-03,2.214043497920284171e-03
-2.732516770205900311e-05,3.543206848214510481e-03,2.214043514762570417e-03
-2.741534914353728399e-05,3.543206837655423023e-03,2.214043531660624554e-03
-2.750553064589074197e-05,3.543206827061488439e-03,2.214043548614447882e-03
-2.759571220303066706e-05,3.543206816432704995e-03,2.214043565624040401e-03
-2.768589380947717623e-05,3.543206805769073126e-03,2.214043582689401244e-03
-2.777607546029840996e-05,3.543206795070592829e-03,2.214043599810530845e-03
-2.786625715105568523e-05,3.543206784337264974e-03,2.214043616987429637e-03
-2.795643887775416087e-05,3.543206773569087826e-03,2.214043634220096753e-03
-2.804662063679849374e-05,3.543206762766062251e-03,2.214043651508533061e-03
-2.813680242495286549e-05,3.543206751928188684e-03,2.214043668852738126e-03
-2.822698423930504135e-05,3.543206741055466256e-03,2.214043686252712383e-03
-2.831716607723399305e-05,3.543206730147896270e-03,2.214043703708455397e-03
-2.840734793638080837e-05,3.543206719205476557e-03,2.214043721219967602e-03
-2.849752981462246699e-05,3.543206708228208851e-03,2.214043738787248566e-03
-2.858771171004821166e-05,3.543206697216092719e-03,2.214043756410298287e-03
-2.867789362093839948e-05,3.543206686169128160e-03,2.214043774089117633e-03
-2.876807554574530474e-05,3.543206675087314742e-03,2.214043791823706170e-03
-2.885825748307601903e-05,3.543206663970653765e-03,2.214043809614062164e-03
-2.894843943167688615e-05,3.543206652819143061e-03,2.214043827460188650e-03
-2.903862139041960740e-05,3.543206641632784364e-03,2.214043845362083460e-03
-2.912880335828874274e-05,3.543206630411578108e-03,2.214043863319747462e-03
-2.921898533437036733e-05,3.543206619155521691e-03,2.214043881333180655e-03
-2.930916731784195120e-05,3.543206607864617282e-03,2.214043899402383039e-03
-2.939934930796320788e-05,3.543206596538864880e-03,2.214043917527353748e-03
-2.948953130406789853e-05,3.543206585178263618e-03,2.214043935708094081e-03
-2.957971330555637802e-05,3.543206573782813496e-03,2.214043953944603606e-03
-2.966989531188896439e-05,3.543206562352514948e-03,2.214043972236881888e-03
-2.976007732257994863e-05,3.543206550887367974e-03,2.214043990584928928e-03
-2.985025933719219059e-05,3.543206539387372574e-03,2.214044008988745593e-03
-2.994044135533225701e-05,3.543206527852529181e-03,2.214044027448331016e-03
-3.003062337664605424e-05,3.543206516282836060e-03,2.214044045963685196e-03
-3.012080540081490138e-05,3.543206504678294948e-03,2.214044064534809002e-03
-3.021098742755194902e-05,3.543206493038904975e-03,2.214044083161701565e-03
-3.030116945659907575e-05,3.543206481364666576e-03,2.214044101844363753e-03
-3.039135148772394379e-05,3.543206469655579751e-03,2.214044120582793831e-03
-3.048153352071743767e-05,3.543206457911644933e-03,2.214044139376993969e-03
-3.057171555539137716e-05,3.543206446132860388e-03,2.214044158226962863e-03
-3.066189759157635227e-05,3.543206434319228285e-03,2.214044177132700950e-03
-3.075207962911995468e-05,3.543206422470747321e-03,2.214044196094207360e-03
-3.084226166788493794e-05,3.543206410587417497e-03,2.214044215111484262e-03
-3.093244370774784531e-05,3.543206398669239247e-03,2.214044234184529055e-03
-3.102262574859749862e-05,3.543206386716212571e-03,2.214044253313343473e-03
-3.111280779033388701e-05,3.543206374728337035e-03,2.214044272497927082e-03
-3.120298983286696071e-05,3.543206362705612639e-03,2.214044291738279449e-03
-3.129317187611570949e-05,3.543206350648040685e-03,2.214044311034400574e-03
-3.138335392000717332e-05,3.543206338555619003e-03,2.214044330386290890e-03
-3.147353596447572408e-05,3.543206326428349762e-03,2.214044349793950830e-03
-3.156371800946226598e-05,3.543206314266231661e-03,2.214044369257379529e-03
-3.165390005491359858e-05,3.543206302069264266e-03,2.214044388776576985e-03
-3.174408210078189500e-05,3.543206289837448879e-03,2.214044408351543633e-03
-3.183426414702405821e-05,3.543206277570785500e-03,2.214044427982279472e-03
-3.192444619360130766e-05,3.543206265269272827e-03,2.214044447668784502e-03
-3.201462824047871170e-05,3.543206252932911294e-03,2.214044467411058290e-03
-3.210481028762490302e-05,3.543206240561701335e-03,2.214044487209101270e-03
-3.219499233501157715e-05,3.543206228155643383e-03,2.214044507062913874e-03
-3.228517438261325535e-05,3.543206215714736138e-03,2.214044526972494369e-03
-3.237535643040705417e-05,3.543206203238980900e-03,2.214044546937844488e-03
-3.246553847837233990e-05,3.543206190728375934e-03,2.214044566958963799e-03
-3.255572052649053879e-05,3.543206178182923410e-03,2.214044587035852735e-03
-3.264590257474493380e-05,3.543206165602622460e-03,2.214044607168509995e-03
-3.273608462312049518e-05,3.543206152987472216e-03,2.214044627356936013e-03
-3.282626667160365008e-05,3.543206140337473980e-03,2.214044647601132090e-03
-3.291644872018222154e-05,3.543206127652626450e-03,2.214044667901096056e-03
-3.300663076884522524e-05,3.543206114932930927e-03,2.214044688256830082e-03
-3.309681281758276785e-05,3.543206102178386979e-03,2.214044708668332865e-03
-3.318699486638596567e-05,3.543206089388993736e-03,2.214044729135604406e-03
-3.327717691524678206e-05,3.543206076564752068e-03,2.214044749658645572e-03
-3.336735896415801386e-05,3.543206063705662406e-03,2.214044770237455061e-03
-3.345754101311316939e-05,3.543206050811723018e-03,2.214044790872033742e-03
-3.354772306210637364e-05,3.543206037882936071e-03,2.214044811562382049e-03
-3.363790511113237501e-05,3.543206024919300264e-03,2.214044832308499113e-03
-3.372808716018640978e-05,3.543206011920816030e-03,2.214044853110385368e-03
-3.381826920926420214e-05,3.543205998887482069e-03,2.214044873968040381e-03
-3.390845125836190993e-05,3.543205985819300550e-03,2.214044894881464585e-03
-3.399863330747605016e-05,3.543205972716270170e-03,2.214044915850657547e-03
-3.408881535660350574e-05,3.543205959578391798e-03,2.214044936875619700e-03
-3.417899740574144421e-05,3.543205946405663265e-03,2.214044957956351478e-03
-3.426917945488733801e-05,3.543205933198087607e-03,2.214044979092851580e-03
-3.435936150403888322e-05,3.543205919955662656e-03,2.214045000285121741e-03
-3.444954355319400629e-05,3.543205906678389711e-03,2.214045021533159793e-03
-3.453972560235086408e-05,3.543205893366267473e-03,2.214045042836967469e-03
-3.462990765150776931e-05,3.543205880019297243e-03,2.214045064196543903e-03
-3.472008970066320409e-05,3.543205866637477719e-03,2.214045085611889528e-03
-3.481027174981579284e-05,3.543205853220810202e-03,2.214045107083004345e-03
-3.490045379896430906e-05,3.543205839769293392e-03,2.214045128609888353e-03
-3.499063584810763465e-05,3.543205826282928590e-03,2.214045150192540685e-03
-3.508081789724476674e-05,3.543205812761714060e-03,2.214045171830962642e-03
-3.517099994637478376e-05,3.543205799205651971e-03,2.214045193525152923e-03
-3.526118199549686577e-05,3.543205785614741022e-03,2.214045215275113263e-03
-3.535136404461026739e-05,3.543205771988981647e-03,2.214045237080842360e-03
-3.544154609371431776e-05,3.543205758328373412e-03,2.214045258942340215e-03
-3.553172814280839347e-05,3.543205744632916751e-03,2.214045280859606828e-03
-3.562191019189195243e-05,3.543205730902611230e-03,2.214045302832643065e-03
-3.571209224096449317e-05,3.543205717137457283e-03,2.214045324861448061e-03
-3.580227429002555493e-05,3.543205703337454476e-03,2.214045346946022681e-03
-3.589245633907472434e-05,3.543205689502602809e-03,2.214045369086365626e-03
-3.598263838811162195e-05,3.543205675632902715e-03,2.214045391282478629e-03
-3.607282043713590214e-05,3.543205661728353762e-03,2.214045413534359089e-03
-3.616300248614728034e-05,3.543205647788957250e-03,2.214045435842010041e-03
-3.625318453514543126e-05,3.543205633814711011e-03,2.214045458205428883e-03
-3.634336658413011775e-05,3.543205619805616345e-03,2.214045480624617784e-03
-3.643354863310109586e-05,3.543205605761673687e-03,2.214045503099574576e-03
-3.652373068205813520e-05,3.543205591682881735e-03,2.214045525630301426e-03
-3.661391273100106635e-05,3.543205577569240924e-03,2.214045548216796600e-03
-3.670409477992967926e-05,3.543205563420752553e-03,2.214045570859060966e-03
-3.679427682884380452e-05,3.543205549237414889e-03,2.214045593557094523e-03
-3.688445887774330660e-05,3.543205535019228365e-03,2.214045616310897271e-03
-3.697464092662802287e-05,3.543205520766192981e-03,2.214045639120468777e-03
-3.706482297549782459e-05,3.543205506478309605e-03,2.214045661985809474e-03
-3.715500502435258978e-05,3.543205492155576935e-03,2.214045684906919796e-03
-3.724518707319218969e-05,3.543205477797996272e-03,2.214045707883798442e-03
-3.733536912201654301e-05,3.543205463405567184e-03,2.214045730916445846e-03
-3.742555117082552098e-05,3.543205448978289235e-03,2.214045754004862008e-03
-3.751573321961903552e-05,3.543205434516161993e-03,2.214045777149048228e-03
-3.760591526839700532e-05,3.543205420019186758e-03,2.214045800349002772e-03
-3.769609731715934905e-05,3.543205405487362663e-03,2.214045823604726942e-03
-3.778627936590597185e-05,3.543205390920689708e-03,2.214045846916219869e-03
-3.787646141463680595e-05,3.543205376319168327e-03,2.214045870283481553e-03
-3.796664346335179715e-05,3.543205361682798520e-03,2.214045893706512429e-03
-3.805682551205085058e-05,3.543205347011578986e-03,2.214045917185312930e-03
-3.814700756073390525e-05,3.543205332305511893e-03,2.214045940719881322e-03
-3.823718960940090017e-05,3.543205317564595939e-03,2.214045964310219338e-03
-3.832737165805178114e-05,3.543205302788830693e-03,2.214045987956326546e-03
-3.841755370668648039e-05,3.543205287978217453e-03,2.214046011658202511e-03
-3.850773575530497082e-05,3.543205273132755788e-03,2.214046035415847668e-03
-3.859791780390715756e-05,3.543205258252445262e-03,2.214046059229261582e-03
-3.868809985249301351e-05,3.543205243337285443e-03,2.214046083098444688e-03
-3.877828190106247090e-05,3.543205228387277632e-03,2.214046107023396985e-03
-3.886846394961549584e-05,3.543205213402420960e-03,2.214046131004118040e-03
-3.895864599815204092e-05,3.543205198382714995e-03,2.214046155040607852e-03
-3.904882804667203836e-05,3.543205183328161471e-03,2.214046179132867290e-03
-3.913901009517545428e-05,3.543205168238759088e-03,2.214046203280895051e-03
-3.922919214366223448e-05,3.543205153114507844e-03,2.214046227484692438e-03
-3.931937419213233829e-05,3.543205137955407306e-03,2.214046251744258148e-03
-3.940955624058573861e-05,3.543205122761458777e-03,2.214046276059593917e-03
-3.949973828902236090e-05,3.543205107532661820e-03,2.214046300430698010e-03
-3.958992033744217806e-05,3.543205092269015137e-03,2.214046324857571295e-03
-3.968010238584515620e-05,3.543205076970520895e-03,2.214046349340212903e-03
-3.977028443423123434e-05,3.543205061637176925e-03,2.214046373878624571e-03
-3.986046648260036505e-05,3.543205046268984963e-03,2.214046398472804995e-03
-3.995064853095253477e-05,3.543205030865944141e-03,2.214046423122754178e-03
-4.004083057928767574e-05,3.543205015428054893e-03,2.214046447828472552e-03
-4.013101262760574730e-05,3.543204999955316351e-03,2.214046472589959683e-03
-4.022119467590673590e-05,3.543204984447730251e-03,2.214046497407216006e-03
-4.031137672419058055e-05,3.543204968905294423e-03,2.214046522280241087e-03
-4.040155877245723382e-05,3.543204953328009735e-03,2.214046547209035359e-03
-4.049174082070668216e-05,3.543204937715877488e-03,2.214046572193598388e-03
-4.058192286893886458e-05,3.543204922068895514e-03,2.214046597233931043e-03
-4.067210491715374043e-05,3.543204906387065114e-03,2.214046622330032455e-03
-4.076228696535126903e-05,3.543204890670386721e-03,2.214046647481902625e-03
-4.085246901353143008e-05,3.543204874918859035e-03,2.214046672689541553e-03
-4.094265106169416935e-05,3.543204859132482488e-03,2.214046697952950105e-03
-4.103283310983943941e-05,3.543204843311258383e-03,2.214046723272126982e-03
-4.112301515796721316e-05,3.543204827455184551e-03,2.214046748647073917e-03
-4.121319720607744994e-05,3.543204811564261425e-03,2.214046774077788743e-03
-4.130337925417010910e-05,3.543204795638490740e-03,2.214046799564273194e-03
-4.139356130224513641e-05,3.543204779677871195e-03,2.214046825106525968e-03
-4.148374335030253189e-05,3.543204763682401923e-03,2.214046850704548802e-03
-4.157392539834220744e-05,3.543204747652085092e-03,2.214046876358339525e-03
-4.166410744636416983e-05,3.543204731586919402e-03,2.214046902067899874e-03
-4.175428949436835131e-05,3.543204715486904851e-03,2.214046927833229414e-03
-4.184447154235472477e-05,3.543204699352041874e-03,2.214046953654327278e-03
-4.193465359032324277e-05,3.543204683182329170e-03,2.214046979531195201e-03
-4.202483563827387822e-05,3.543204666977768039e-03,2.214047005463831014e-03
-4.211501768620657689e-05,3.543204650738358916e-03,2.214047031452236018e-03
-4.220519973412131847e-05,3.543204634464101367e-03,2.214047057496410214e-03
-4.229538178201803518e-05,3.543204618154994524e-03,2.214047083596353167e-03
-4.238556382989671349e-05,3.543204601811039255e-03,2.214047109752065312e-03
-4.247574587775733304e-05,3.543204585432234693e-03,2.214047135963547082e-03
-4.256592792559981255e-05,3.543204569018581704e-03,2.214047162230796742e-03
-4.265610997342413166e-05,3.543204552570079855e-03,2.214047188553816027e-03
-4.274629202123025651e-05,3.543204536086729580e-03,2.214047214932604070e-03
-4.283647406901813288e-05,3.543204519568530445e-03,2.214047241367161304e-03
-4.292665611678774044e-05,3.543204503015482884e-03,2.214047267857487730e-03
-4.301683816453902499e-05,3.543204486427586463e-03,2.214047294403582479e-03
-4.310702021227195941e-05,3.543204469804840315e-03,2.214047321005446420e-03
-4.319720225998651661e-05,3.543204453147246608e-03,2.214047347663079552e-03
-4.328738430768262204e-05,3.543204436454804474e-03,2.214047374376481442e-03
-4.337756635536027571e-05,3.543204419727512614e-03,2.214047401145652523e-03
-4.346774840301941662e-05,3.543204402965372760e-03,2.214047427970592362e-03
-4.355793045066000413e-05,3.543204386168383613e-03,2.214047454851300958e-03
-4.364811249828202467e-05,3.543204369336546474e-03,2.214047481787778746e-03
-4.373829454588540371e-05,3.543204352469860041e-03,2.214047508780025725e-03
-4.382847659347013447e-05,3.543204335568325182e-03,2.214047535828041896e-03
-4.391865864103615597e-05,3.543204318631940596e-03,2.214047562931826391e-03
-4.400884068858343433e-05,3.543204301660708017e-03,2.214047590091380510e-03
-4.409902273611193566e-05,3.543204284654627011e-03,2.214047617306702954e-03
-4.418920478362163285e-05,3.543204267613697146e-03,2.214047644577795022e-03
-4.427938683111247171e-05,3.543204250537918421e-03,2.214047671904655849e-03
-4.436956887858441157e-05,3.543204233427290836e-03,2.214047699287284999e-03
-4.445975092603742532e-05,3.543204216281814391e-03,2.214047726725683774e-03
-4.454993297347147231e-05,3.543204199101489954e-03,2.214047754219851741e-03
-4.464011502088651188e-05,3.543204181886315789e-03,2.214047781769788031e-03
-4.473029706828247627e-05,3.543204164636293632e-03,2.214047809375493947e-03
-4.482047911565937903e-05,3.543204147351422181e-03,2.214047837036968187e-03
-4.491066116301715240e-05,3.543204130031702304e-03,2.214047864754211618e-03
-4.500084321035576927e-05,3.543204112677134001e-03,2.214047892527224240e-03
-4.509102525767517543e-05,3.543204095287715970e-03,2.214047920356005620e-03
-4.518120730497535734e-05,3.543204077863450381e-03,2.214047948240556191e-03
-4.527138935225624722e-05,3.543204060404335498e-03,2.214047976180875087e-03
-4.536157139951781119e-05,3.543204042910371755e-03,2.214048004176963173e-03
-4.545175344676002894e-05,3.543204025381559152e-03,2.214048032228820885e-03
-4.554193549398286657e-05,3.543204007817898123e-03,2.214048060336446921e-03
-4.563211754118625633e-05,3.543203990219388234e-03,2.214048088499842148e-03
-4.572229958837018465e-05,3.543203972586028618e-03,2.214048116719006566e-03
-4.581248163553459056e-05,3.543203954917821443e-03,2.214048144993939742e-03
-4.590266368267946728e-05,3.543203937214765842e-03,2.214048173324641676e-03
-4.599284572980474027e-05,3.543203919476860513e-03,2.214048201711112367e-03
-4.608302777691040275e-05,3.543203901704106325e-03,2.214048230153352250e-03
-4.617320982399638696e-05,3.543203883896504577e-03,2.214048258651361324e-03
-4.626339187106268613e-05,3.543203866054053103e-03,2.214048287205138722e-03
-4.635357391810923249e-05,3.543203848176752335e-03,2.214048315814686179e-03
-4.644375596513600571e-05,3.543203830264604007e-03,2.214048344480001960e-03
-4.653393801214295836e-05,3.543203812317606387e-03,2.214048373201086498e-03
-4.662412005913005655e-05,3.543203794335760774e-03,2.214048401977940228e-03
-4.671430210609725964e-05,3.543203776319065433e-03,2.214048430810562282e-03
-4.680448415304452696e-05,3.543203758267521233e-03,2.214048459698953961e-03
-4.689466619997182463e-05,3.543203740181128606e-03,2.214048488643114831e-03
-4.698484824687911200e-05,3.543203722059887120e-03,2.214048517643044025e-03
-4.707503029376636195e-05,3.543203703903796339e-03,2.214048546698742410e-03
-4.716521234063351351e-05,3.543203685712857567e-03,2.214048575810209987e-03
-4.725539438748054634e-05,3.543203667487069500e-03,2.214048604977445888e-03
-4.734557643430740623e-05,3.543203649226433442e-03,2.214048634200450980e-03
-4.743575848111407286e-05,3.543203630930948089e-03,2.214048663479225264e-03
-4.752594052790048523e-05,3.543203612600613877e-03,2.214048692813768305e-03
-4.761612257466664336e-05,3.543203594235431238e-03,2.214048722204080537e-03
-4.770630462141246591e-05,3.543203575835398873e-03,2.214048751650161094e-03
-4.779648666813793257e-05,3.543203557400518948e-03,2.214048781152011709e-03
-4.788666871484300946e-05,3.543203538930789296e-03,2.214048810709629781e-03
-4.797685076152764913e-05,3.543203520426211218e-03,2.214048840323017912e-03
-4.806703280819181093e-05,3.543203501886784280e-03,2.214048869992174366e-03
-4.815721485483546776e-05,3.543203483312508915e-03,2.214048899717100446e-03
-4.824739690145857896e-05,3.543203464703384258e-03,2.214048929497794849e-03
-4.833757894806110387e-05,3.543203446059410306e-03,2.214048959334258444e-03
-4.842776099464298151e-05,3.543203427380588796e-03,2.214048989226490797e-03
-4.851794304120421865e-05,3.543203408666917992e-03,2.214049019174491907e-03
-4.860812508774474752e-05,3.543203389918398328e-03,2.214049049178262209e-03
-4.869830713426452748e-05,3.543203371135029370e-03,2.214049079237801268e-03
-4.878848918076353819e-05,3.543203352316812420e-03,2.214049109353109952e-03
-4.887867122724173899e-05,3.543203333463746177e-03,2.214049139524186961e-03
-4.896885327369906212e-05,3.543203314575831941e-03,2.214049169751033160e-03
-4.905903532013550081e-05,3.543203295653068411e-03,2.214049200033647684e-03
-4.914921736655100085e-05,3.543203276695455154e-03,2.214049230372031832e-03
-4.923939941294553513e-05,3.543203257702994338e-03,2.214049260766184305e-03
-4.932958145931904266e-05,3.543203238675683795e-03,2.214049291216105969e-03
-4.941976350567151667e-05,3.543203219613524826e-03,2.214049321721796824e-03
-4.950994555200288939e-05,3.543203200516516996e-03,2.214049352283256437e-03
-4.960012759831314050e-05,3.543203181384660741e-03,2.214049382900484808e-03
-4.969030964460223611e-05,3.543203162217955626e-03,2.214049413573481936e-03
-4.978049169087011525e-05,3.543203143016401217e-03,2.214049444302248256e-03
-4.987067373711677112e-05,3.543203123779997948e-03,2.214049475086783767e-03
-4.996085578334212920e-05,3.543203104508746253e-03,2.214049505927087602e-03
-5.005103782954616916e-05,3.543203085202645698e-03,2.214049536823160629e-03
-5.014121987572885711e-05,3.543203065861695849e-03,2.214049567775002846e-03
-5.023140192189014562e-05,3.543203046485897140e-03,2.214049598782613388e-03
-5.032158396803001435e-05,3.543203027075250873e-03,2.214049629845993121e-03
-5.041176601414838201e-05,3.543203007629754878e-03,2.214049660965142045e-03
-5.050194806024525535e-05,3.543202988149409590e-03,2.214049692140059294e-03
-5.059213010632057341e-05,3.543202968634216309e-03,2.214049723370746167e-03
-5.068231215237430228e-05,3.543202949084173735e-03,2.214049754657201365e-03
-5.077249419840641488e-05,3.543202929499282301e-03,2.214049785999425753e-03
-5.086267624441685021e-05,3.543202909879541573e-03,2.214049817397419333e-03
