gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200025840313711001e+01,1.199999999999999858e+02,-3.509041705936860292e-15,7.809999999999942766e+00,-4.782245750670379649e-16,9.564491501340759298e-16
3.200026548693698913e+01,1.199999999999999858e+02,-3.605237712009884865e-15,7.909999999999940634e+00,-4.843478090627745448e-16,9.686956181255490897e-16
3.200027266091891676e+01,1.199999999999999858e+02,-3.702658364882055432e-15,8.009999999999939391e+00,-4.904710430585112234e-16,9.809420861170224467e-16
3.200027992508287866e+01,1.199999999999999858e+02,-3.801303664553373571e-15,8.109999999999937259e+00,-4.965942770542479019e-16,9.931885541084958038e-16
3.200028727942888196e+01,1.199999999999999858e+02,-3.901173611023840072e-15,8.209999999999935127e+00,-5.027175110499844818e-16,1.005435022099968964e-15
3.200029472395691954e+01,1.199999999999999858e+02,-4.002268204293452567e-15,8.309999999999932996e+00,-5.088407450457211603e-16,1.017681490091442321e-15
3.200030225866700562e+01,1.199999999999999858e+02,-4.104587444362212635e-15,8.409999999999930864e+00,-5.149639790414578388e-16,1.029927958082915678e-15
3.200030988355911887e+01,1.199999999999999858e+02,-4.208131331230121064e-15,8.509999999999928733e+00,-5.210872130371944187e-16,1.042174426074388837e-15
3.200031759863328062e+01,1.199999999999999858e+02,-4.312899864897175488e-15,8.609999999999926601e+00,-5.272104470329310973e-16,1.054420894065862195e-15
3.200032540388947666e+01,1.199999999999999858e+02,-4.418893045363377483e-15,8.709999999999924469e+00,-5.333336810286676772e-16,1.066667362057335354e-15
3.200033329932770698e+01,1.199999999999999858e+02,-4.526110872628727841e-15,8.809999999999922338e+00,-5.394569150244043557e-16,1.078913830048808711e-15
3.200034128494797159e+01,1.199999999999999858e+02,-4.634553346693224981e-15,8.909999999999920206e+00,-5.455801490201409356e-16,1.091160298040281871e-15
3.200034936075028469e+01,1.199999999999999858e+02,-4.744220467556868905e-15,9.009999999999918074e+00,-5.517033830158776141e-16,1.103406766031755228e-15
3.200035752673462497e+01,1.199999999999999858e+02,-4.855112235219661980e-15,9.109999999999915943e+00,-5.578266170116141941e-16,1.115653234023228388e-15
3.200036578290100664e+01,1.199999999999999858e+02,-4.967228649681601049e-15,9.209999999999913811e+00,-5.639498510073508726e-16,1.127899702014701745e-15
3.200037412924942259e+01,1.199999999999999858e+02,-5.080569710942686901e-15,9.309999999999911680e+00,-5.700730850030875511e-16,1.140146170006175102e-15
3.200038256577987283e+01,1.199999999999999858e+02,-5.195135419002921903e-15,9.409999999999909548e+00,-5.761963189988241310e-16,1.152392637997648262e-15
3.200039109249235736e+01,1.199999999999999858e+02,-5.310925773862302901e-15,9.509999999999907416e+00,-5.823195529945608095e-16,1.164639105989121619e-15
3.200039970938687617e+01,1.199999999999999858e+02,-5.427940775520830681e-15,9.609999999999905285e+00,-5.884427869902973894e-16,1.176885573980594779e-15
3.200040841646342926e+01,1.199999999999999858e+02,-5.546180423978507612e-15,9.709999999999903153e+00,-5.945660209860340680e-16,1.189132041972068136e-15
3.200041721372202375e+01,1.199999999999999858e+02,-5.665644719235330537e-15,9.809999999999901021e+00,-6.006892549817706479e-16,1.201378509963541296e-15
3.200042610116264541e+01,1.199999999999999858e+02,-5.786333661291300246e-15,9.909999999999898890e+00,-6.068124889775073264e-16,1.213624977955014653e-15
3.200043507878530136e+01,1.199999999999999858e+02,-5.908247250146419105e-15,1.000999999999989676e+01,-6.129357229732440049e-16,1.225871445946488010e-15
3.200044414658999159e+01,1.199999999999999858e+02,-6.031385485800683958e-15,1.010999999999989463e+01,-6.190589569689805848e-16,1.238117913937961170e-15
3.200045330457670900e+01,1.199999999999999858e+02,-6.155748368254095596e-15,1.020999999999989249e+01,-6.251821909647172634e-16,1.250364381929434527e-15
3.200046255274546070e+01,1.199999999999999858e+02,-6.281335897506656383e-15,1.030999999999989036e+01,-6.313054249604538433e-16,1.262610849920907687e-15
3.200047189109624668e+01,1.199999999999999858e+02,-6.408148073558363164e-15,1.040999999999988823e+01,-6.374286589561905218e-16,1.274857317912381044e-15
3.200048131962905984e+01,1.199999999999999858e+02,-6.536184896409216730e-15,1.050999999999988610e+01,-6.435518929519271017e-16,1.287103785903854203e-15
3.200049083834390728e+01,1.199999999999999858e+02,-6.665446366059219445e-15,1.060999999999988397e+01,-6.496751269476637802e-16,1.299350253895327560e-15
3.200050044724078901e+01,1.199999999999999858e+02,-6.795932482508368155e-15,1.070999999999988184e+01,-6.557983609434003601e-16,1.311596721886800720e-15
3.200051014631969792e+01,1.199999999999999858e+02,-6.927643245756663649e-15,1.080999999999987971e+01,-6.619215949391370387e-16,1.323843189878274077e-15
3.200051993558063401e+01,1.199999999999999858e+02,-7.060578655804108292e-15,1.090999999999987757e+01,-6.680448289348737172e-16,1.336089657869747434e-15
3.200052981502359728e+01,1.199999999999999858e+02,-7.194738712650701297e-15,1.100999999999987544e+01,-6.741680629306102971e-16,1.348336125861220594e-15
3.200053978464859483e+01,1.199999999999999858e+02,-7.330123416296438719e-15,1.110999999999987331e+01,-6.802912969263469756e-16,1.360582593852693951e-15
3.200054984445561246e+01,1.199999999999999858e+02,-7.466732766741321346e-15,1.120999999999987118e+01,-6.864145309220835555e-16,1.372829061844167111e-15
3.200055999444467147e+01,1.199999999999999858e+02,-7.604566763985358646e-15,1.130999999999986905e+01,-6.925377649178202341e-16,1.385075529835640468e-15
3.200057023461575056e+01,1.199999999999999858e+02,-7.743625408028537996e-15,1.140999999999986692e+01,-6.986609989135568140e-16,1.397321997827113628e-15
3.200058056496884973e+01,1.199999999999999858e+02,-7.883908698870862552e-15,1.150999999999986478e+01,-7.047842329092934925e-16,1.409568465818586985e-15
3.200059098550399028e+01,1.199999999999999858e+02,-8.025416636512341780e-15,1.160999999999986265e+01,-7.109074669050301710e-16,1.421814933810060342e-15
3.200060149622114380e+01,1.199999999999999858e+02,-8.168149220952963058e-15,1.170999999999986052e+01,-7.170307009007667509e-16,1.434061401801533502e-15
3.200061209712033161e+01,1.199999999999999858e+02,-8.312106452192729542e-15,1.180999999999985839e+01,-7.231539348965034295e-16,1.446307869793006859e-15
3.200062278820153949e+01,1.199999999999999858e+02,-8.457288330231650698e-15,1.190999999999985626e+01,-7.292771688922400094e-16,1.458554337784480019e-15
3.200063356946477455e+01,1.199999999999999858e+02,-8.603694855069713904e-15,1.200999999999985413e+01,-7.354004028879766879e-16,1.470800805775953376e-15
3.200064444091003679e+01,1.199999999999999858e+02,-8.751326026706922316e-15,1.210999999999985199e+01,-7.415236368837132678e-16,1.483047273767426536e-15
3.200065540253731911e+01,1.199999999999999858e+02,-8.900181845143285401e-15,1.220999999999984986e+01,-7.476468708794499463e-16,1.495293741758899893e-15
3.200066645434662860e+01,1.199999999999999858e+02,-9.050262310378790535e-15,1.230999999999984773e+01,-7.537701048751865262e-16,1.507540209750373052e-15
3.200067759633795106e+01,1.199999999999999858e+02,-9.201567422413440876e-15,1.240999999999984560e+01,-7.598933388709232048e-16,1.519786677741846410e-15
3.200068882851130780e+01,1.199999999999999858e+02,-9.354097181247245888e-15,1.250999999999984347e+01,-7.660165728666598833e-16,1.532033145733319767e-15
3.200070015086667752e+01,1.199999999999999858e+02,-9.507851586880192951e-15,1.260999999999984134e+01,-7.721398068623964632e-16,1.544279613724792926e-15
3.200071156340408152e+01,1.199999999999999858e+02,-9.662830639312285220e-15,1.270999999999983920e+01,-7.782630408581331417e-16,1.556526081716266283e-15
3.200072306612349138e+01,1.199999999999999858e+02,-9.819034338543532161e-15,1.280999999999983707e+01,-7.843862748538697216e-16,1.568772549707739443e-15
3.200073465902493552e+01,1.199999999999999858e+02,-9.976462684573921152e-15,1.290999999999983494e+01,-7.905095088496064002e-16,1.581019017699212800e-15
3.200074634210838553e+01,1.199999999999999858e+02,-1.013511567740345535e-14,1.300999999999983281e+01,-7.966327428453429801e-16,1.593265485690685960e-15
3.200075811537386272e+01,1.199999999999999858e+02,-1.029499331703214422e-14,1.310999999999983068e+01,-8.027559768410796586e-16,1.605511953682159317e-15
3.200076997882135998e+01,1.199999999999999858e+02,-1.045609560345997514e-14,1.320999999999982855e+01,-8.088792108368163371e-16,1.617758421673632674e-15
3.200078193245087732e+01,1.199999999999999858e+02,-1.061842253668695284e-14,1.330999999999982641e+01,-8.150024448325529170e-16,1.630004889665105834e-15
3.200079397626241473e+01,1.199999999999999858e+02,-1.078197411671308364e-14,1.340999999999982428e+01,-8.211256788282895955e-16,1.642251357656579191e-15
3.200080611025595800e+01,1.199999999999999858e+02,-1.094675034353835648e-14,1.350999999999982215e+01,-8.272489128240261755e-16,1.654497825648052351e-15
3.200081833443152135e+01,1.199999999999999858e+02,-1.111275121716277612e-14,1.360999999999982002e+01,-8.333721468197628540e-16,1.666744293639525708e-15
3.200083064878911188e+01,1.199999999999999858e+02,-1.127997673758634884e-14,1.370999999999981789e+01,-8.394953808154994339e-16,1.678990761630998868e-15
3.200084305332870827e+01,1.199999999999999858e+02,-1.144842690480906362e-14,1.380999999999981576e+01,-8.456186148112361124e-16,1.691237229622472225e-15
3.200085554805032473e+01,1.199999999999999858e+02,-1.161810171883092518e-14,1.390999999999981362e+01,-8.517418488069727909e-16,1.703483697613945582e-15
3.200086813295396126e+01,1.199999999999999858e+02,-1.178900117965193983e-14,1.400999999999981149e+01,-8.578650828027093709e-16,1.715730165605418742e-15
3.200088080803959656e+01,1.199999999999999858e+02,-1.196112528727209653e-14,1.410999999999980936e+01,-8.639883167984460494e-16,1.727976633596892099e-15
3.200089357330725903e+01,1.199999999999999858e+02,-1.213447404169140002e-14,1.420999999999980723e+01,-8.701115507941826293e-16,1.740223101588365259e-15
3.200090642875692737e+01,1.199999999999999858e+02,-1.230904744290985660e-14,1.430999999999980510e+01,-8.762347847899193078e-16,1.752469569579838616e-15
3.200091937438861578e+01,1.199999999999999858e+02,-1.248484549092745524e-14,1.440999999999980297e+01,-8.823580187856558877e-16,1.764716037571311775e-15
3.200093241020231005e+01,1.199999999999999858e+02,-1.266186818574420065e-14,1.450999999999980083e+01,-8.884812527813925662e-16,1.776962505562785132e-15
3.200094553619801729e+01,1.199999999999999858e+02,-1.284011552736009916e-14,1.460999999999979870e+01,-8.946044867771292448e-16,1.789208973554258490e-15
3.200095875237573750e+01,1.199999999999999858e+02,-1.301958751577513972e-14,1.470999999999979657e+01,-9.007277207728659233e-16,1.801455441545731847e-15
3.200097205873546358e+01,1.199999999999999858e+02,-1.320028415098932707e-14,1.480999999999979444e+01,-9.068509547686024046e-16,1.813701909537204809e-15
3.200098545527720972e+01,1.199999999999999858e+02,-1.338220543300266750e-14,1.490999999999979231e+01,-9.129741887643390831e-16,1.825948377528678166e-15
3.200099894200095463e+01,1.199999999999999858e+02,-1.356535136181514999e-14,1.500999999999979018e+01,-9.190974227600757616e-16,1.838194845520151523e-15
3.200101251890671250e+01,1.199999999999999858e+02,-1.374972193742677927e-14,1.510999999999978805e+01,-9.252206567558124402e-16,1.850441313511624880e-15
3.200102618599447624e+01,1.199999999999999858e+02,-1.393531715983756163e-14,1.520999999999978591e+01,-9.313438907515489215e-16,1.862687781503097843e-15
3.200103994326425294e+01,1.199999999999999858e+02,-1.412213702904748605e-14,1.530999999999978378e+01,-9.374671247472856000e-16,1.874934249494571200e-15
3.200105379071602840e+01,1.199999999999999858e+02,-1.431018154505656040e-14,1.540999999999978165e+01,-9.435903587430222785e-16,1.887180717486044557e-15
3.200106772834982394e+01,1.199999999999999858e+02,-1.449945070786478470e-14,1.550999999999977952e+01,-9.497135927387589570e-16,1.899427185477517914e-15
3.200108175616561113e+01,1.199999999999999858e+02,-1.468994451747215104e-14,1.560999999999977739e+01,-9.558368267344956356e-16,1.911673653468991271e-15
3.200109587416341128e+01,1.199999999999999858e+02,-1.488166297387865944e-14,1.570999999999977526e+01,-9.619600607302321169e-16,1.923920121460464234e-15
3.200111008234321019e+01,1.199999999999999858e+02,-1.507460607708430989e-14,1.580999999999977312e+01,-9.680832947259687954e-16,1.936166589451937591e-15
3.200112438070502208e+01,1.199999999999999858e+02,-1.526877382708912763e-14,1.590999999999977099e+01,-9.742065287217054739e-16,1.948413057443410948e-15
3.200113876924883272e+01,1.199999999999999858e+02,-1.546416622389309373e-14,1.600999999999977064e+01,-9.803297627174421524e-16,1.960659525434884305e-15
3.200115324797464211e+01,1.199999999999999858e+02,-1.566078326749620188e-14,1.610999999999978627e+01,-9.864529967131800142e-16,1.972905993426360028e-15
3.200116781688245737e+01,1.199999999999999858e+02,-1.585862495789845208e-14,1.620999999999980190e+01,-9.925762307089176788e-16,1.985152461417835358e-15
3.200118247597227850e+01,1.199999999999999858e+02,-1.605769129509984433e-14,1.630999999999981753e+01,-9.986994647046553434e-16,1.997398929409310687e-15
3.200119722524409838e+01,1.199999999999999858e+02,-1.625798227910037863e-14,1.640999999999983316e+01,-1.004822698700393008e-15,2.009645397400786016e-15
3.200121206469790991e+01,1.199999999999999858e+02,-1.645949790990008654e-14,1.650999999999984880e+01,-1.010945932696130870e-15,2.021891865392261740e-15
3.200122699433373441e+01,1.199999999999999858e+02,-1.666223818749893650e-14,1.660999999999986443e+01,-1.017069166691868534e-15,2.034138333383737069e-15
3.200124201415155056e+01,1.199999999999999858e+02,-1.686620311189692851e-14,1.670999999999988006e+01,-1.023192400687606199e-15,2.046384801375212398e-15
3.200125712415136547e+01,1.199999999999999858e+02,-1.707139268309406256e-14,1.680999999999989569e+01,-1.029315634683344061e-15,2.058631269366688122e-15
3.200127232433317204e+01,1.199999999999999858e+02,-1.727780690109033867e-14,1.690999999999991132e+01,-1.035438868679081725e-15,2.070877737358163451e-15
3.200128761469698446e+01,1.199999999999999858e+02,-1.748544576588576630e-14,1.700999999999992696e+01,-1.041562102674819390e-15,2.083124205349638780e-15
3.200130299524279565e+01,1.199999999999999858e+02,-1.769430927748035806e-14,1.710999999999994259e+01,-1.047685336670557252e-15,2.095370673341114504e-15
3.200131846597059138e+01,1.199999999999999858e+02,-1.790439743587409187e-14,1.720999999999995822e+01,-1.053808570666294916e-15,2.107617141332589833e-15
3.200133402688039297e+01,1.199999999999999858e+02,-1.811571024106696774e-14,1.730999999999997385e+01,-1.059931804662032581e-15,2.119863609324065162e-15
3.200134967797218621e+01,1.199999999999999858e+02,-1.832824769305898565e-14,1.740999999999998948e+01,-1.066055038657770246e-15,2.132110077315540491e-15
3.200136541924597111e+01,1.199999999999999858e+02,-1.854200979185014562e-14,1.751000000000000512e+01,-1.072178272653508107e-15,2.144356545307016215e-15
3.200138125070174766e+01,1.199999999999999858e+02,-1.875699653744046341e-14,1.761000000000002075e+01,-1.078301506649245772e-15,2.156603013298491544e-15
3.200139717233952297e+01,1.199999999999999858e+02,-1.897320792982993903e-14,1.771000000000003638e+01,-1.084424740644983437e-15,2.168849481289966873e-15
3.200141318415928282e+01,1.199999999999999858e+02,-1.919064396901855670e-14,1.781000000000005201e+01,-1.090547974640721298e-15,2.181095949281442597e-15
3.200142928616104143e+01,1.199999999999999858e+02,-1.940930465500631642e-14,1.791000000000006764e+01,-1.096671208636458963e-15,2.193342417272917926e-15
3.200144547834478459e+01,1.199999999999999858e+02,-1.962918998779321819e-14,1.801000000000008328e+01,-1.102794442632196628e-15,2.205588885264393255e-15
3.200146176071051940e+01,1.199999999999999858e+02,-1.985029996737926201e-14,1.811000000000009891e+01,-1.108917676627934292e-15,2.217835353255868585e-15
3.200147813325824586e+01,1.199999999999999858e+02,-2.007263459376447313e-14,1.821000000000011454e+01,-1.115040910623672154e-15,2.230081821247344308e-15
3.200149459598794977e+01,1.199999999999999858e+02,-2.029619386694883261e-14,1.831000000000013017e+01,-1.121164144619409819e-15,2.242328289238819637e-15
3.200151114889965243e+01,1.199999999999999858e+02,-2.052097778693233413e-14,1.841000000000014580e+01,-1.127287378615147483e-15,2.254574757230294967e-15
3.200152779199333963e+01,1.199999999999999858e+02,-2.074698635371497771e-14,1.851000000000016144e+01,-1.133410612610885345e-15,2.266821225221770690e-15
3.200154452526901139e+01,1.199999999999999858e+02,-2.097421956729676334e-14,1.861000000000017707e+01,-1.139533846606623010e-15,2.279067693213246019e-15
3.200156134872667479e+01,1.199999999999999858e+02,-2.120267742767769417e-14,1.871000000000019270e+01,-1.145657080602360674e-15,2.291314161204721349e-15
3.200157826236631564e+01,1.199999999999999858e+02,-2.143235993485779545e-14,1.881000000000020833e+01,-1.151780314598098536e-15,2.303560629196197072e-15
3.200159526618794104e+01,1.199999999999999858e+02,-2.166326708883703878e-14,1.891000000000022396e+01,-1.157903548593836201e-15,2.315807097187672401e-15
3.200161236019155098e+01,1.199999999999999858e+02,-2.189539888961542417e-14,1.901000000000023960e+01,-1.164026782589573865e-15,2.328053565179147731e-15
3.200162954437713836e+01,1.199999999999999858e+02,-2.212875533719295160e-14,1.911000000000025523e+01,-1.170150016585311530e-15,2.340300033170623060e-15
3.200164681874471739e+01,1.199999999999999858e+02,-2.236333643156962109e-14,1.921000000000027086e+01,-1.176273250581049392e-15,2.352546501162098783e-15
3.200166418329427387e+01,1.199999999999999858e+02,-2.259914217274544209e-14,1.931000000000028649e+01,-1.182396484576787056e-15,2.364792969153574113e-15
3.200168163802580779e+01,1.199999999999999858e+02,-2.283617256072042722e-14,1.941000000000030212e+01,-1.188519718572524721e-15,2.377039437145049442e-15
3.200169918293932625e+01,1.199999999999999858e+02,-2.307442759549455441e-14,1.951000000000031775e+01,-1.194642952568262583e-15,2.389285905136525165e-15
3.200171681803482215e+01,1.199999999999999858e+02,-2.331390727706782365e-14,1.961000000000033339e+01,-1.200766186564000247e-15,2.401532373128000495e-15
3.200173454331229550e+01,1.199999999999999858e+02,-2.355461160544023494e-14,1.971000000000034902e+01,-1.206889420559737912e-15,2.413778841119475824e-15
3.200175235877174629e+01,1.199999999999999858e+02,-2.379654058061178828e-14,1.981000000000036465e+01,-1.213012654555475774e-15,2.426025309110951547e-15
3.200177026441316741e+01,1.199999999999999858e+02,-2.403969420258250261e-14,1.991000000000038028e+01,-1.219135888551213438e-15,2.438271777102426877e-15
3.200178826023657308e+01,1.199999999999999858e+02,-2.428407247135237160e-14,2.001000000000039591e+01,-1.225259122546951103e-15,2.450518245093902206e-15
3.200180634624195619e+01,1.199999999999999858e+02,-2.452967538692138265e-14,2.011000000000041155e+01,-1.231382356542688768e-15,2.462764713085377535e-15
3.200182452242930253e+01,1.199999999999999858e+02,-2.477650294928953574e-14,2.021000000000042718e+01,-1.237505590538426629e-15,2.475011181076853259e-15
3.200184278879862632e+01,1.199999999999999858e+02,-2.502455515845683089e-14,2.031000000000044281e+01,-1.243628824534164294e-15,2.487257649068328588e-15
3.200186114534992754e+01,1.199999999999999858e+02,-2.527383201442326809e-14,2.041000000000045844e+01,-1.249752058529901959e-15,2.499504117059803917e-15
